property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
can melt in the mouth,whiskey,'',Can whiskey melt in the mouth?,No,random,1,-4.744357585906982,-5.093360900878906,-5.3050117003775785,-4.53270678640831,0.5606541144705957,No,True
can melt under heat,ice cream,'',Can ice cream melt under heat?,Yes,random,1,-5.647363185882568,-8.55758285522461,-6.2080173003531645,-7.996928740754013,0.5606541144705957,Yes,True
can meow,a cat,'',Can a cat meow?,Yes,random,1,-4.2473649978637695,-7.966760158538818,-4.808019112334366,-7.406106044068222,0.5606541144705957,Yes,True
can meow,a mirror,'',Can a mirror meow?,No,random,1,-4.7600626945495605,-3.458685874938965,-5.320716809020157,-2.898031760468369,0.5606541144705957,No,True
can migrate,a bathtub,'',Can a bathtub migrate?,No,random,1,-5.0904717445373535,-4.936588764190674,-5.65112585900795,-4.375934649720078,0.5606541144705957,No,True
can mix ingredients,a blender,'',Can a blender mix ingredients?,Yes,random,1,-5.682582378387451,-9.684117317199707,-6.243236492858047,-9.123463202729111,0.5606541144705957,Yes,True
can open,a clam,'',Can a clam open?,Yes,random,1,-4.900503158569336,-6.902296543121338,-5.461157273039932,-6.341642428650742,0.5606541144705957,Yes,True
can open cans,a can opener,'',Can a can opener open cans?,Yes,random,1,-4.967809677124023,-7.968332767486572,-5.5284637915946195,-7.407678653015976,0.5606541144705957,Yes,True
can peck,a peacock,'',Can a peacock peck?,Yes,random,1,-4.857940196990967,-8.29833698272705,-5.418594311461563,-7.737682868256455,0.5606541144705957,Yes,True
can pierce or impale,a knife,'',Can a knife pierce or impale?,Yes,random,1,-5.647899627685547,-7.839271545410156,-6.208553742156143,-7.27861743093956,0.5606541144705957,Yes,True
can pierce or impale,a rat,'',Can a rat pierce or impale?,No,random,1,-4.808421611785889,-6.245659351348877,-5.369075726256485,-5.685005236878281,0.5606541144705957,Yes,False
can play audio,a canary,'',Can a canary play audio?,No,random,1,-5.49616813659668,-6.498673915863037,-6.056822251067276,-5.938019801392441,0.5606541144705957,No,True
can pollinate,a hummingbird,'',Can a hummingbird pollinate?,Yes,random,1,-4.9806904792785645,-9.481849670410156,-5.5413445937491606,-8.92119555593956,0.5606541144705957,Yes,True
can pollinate flowers,a bee,'',Can a bee pollinate flowers?,Yes,random,1,-4.901771545410156,-8.934514999389648,-5.462425659880752,-8.373860884919052,0.5606541144705957,Yes,True
can pounce,a budgie,'',Can a budgie pounce?,No,random,1,-5.207353591918945,-7.799990653991699,-5.768007706389541,-7.239336539521103,0.5606541144705957,Yes,False
can prance,a horse,'',Can a horse prance?,Yes,random,1,-5.998497486114502,-8.499143600463867,-6.559151600585098,-7.938489485993271,0.5606541144705957,Yes,True
can prance,an owl,'',Can an owl prance?,No,random,1,-6.235836505889893,-5.587240695953369,-6.796490620360489,-5.026586581482773,0.5606541144705957,No,True
can press,a finger,'',Can a finger press?,Yes,random,1,-2.389359712600708,-2.8427491188049316,-2.9500138270713037,-2.282095004334336,0.5606541144705957,No,False
can prevent mess,a chipmunk,'',Can a chipmunk prevent mess?,No,random,1,-4.530832767486572,-5.312119960784912,-5.091486881957168,-4.751465846314316,0.5606541144705957,No,True
can produce cider,pear,'',Can pear produce cider?,Yes,random,1,-3.5831832885742188,-6.0267229080200195,-4.143837403044815,-5.466068793549423,0.5606541144705957,Yes,True
can produce cider,an eel,'',Can an eel produce cider?,No,random,1,-6.608965873718262,-2.0741095542907715,-7.169619988188858,-1.5134554398201758,0.5606541144705957,No,True
can protect against weapons,an armor,'',Can an armor protect against weapons?,Yes,random,1,-5.463003158569336,-6.9654717445373535,-6.023657273039932,-6.404817630066757,0.5606541144705957,Yes,True
can protect from spills,an apron,'',Can an apron protect from spills?,Yes,random,1,-4.333685874938965,-5.4322662353515625,-4.894339989409561,-4.871612120880966,0.5606541144705957,No,False
can provide fitness,a bicycle,'',Can a bicycle provide fitness?,Yes,random,1,-3.3584609031677246,-8.105690956115723,-3.9191150176383203,-7.545036841645127,0.5606541144705957,Yes,True
can provide shade,a pine tree,'',Can a pine tree provide shade?,Yes,random,1,-5.680353164672852,-8.807266235351562,-6.241007279143448,-8.246612120880966,0.5606541144705957,Yes,True
can provide shelter,a houseboat,'',Can a houseboat provide shelter?,Yes,random,1,-5.428885459899902,-8.934322357177734,-5.989539574370498,-8.373668242707138,0.5606541144705957,Yes,True
can provide support,a bra,'',Can a bra provide support?,Yes,random,1,-5.213350296020508,-9.12116813659668,-5.774004410491104,-8.560514022126084,0.5606541144705957,Yes,True
can provide water,an elephant,'',Can an elephant provide water?,No,random,1,-5.058421611785889,-6.059695243835449,-5.619075726256485,-5.499041129364853,0.5606541144705957,No,True
can pull things,a starling,'',Can a starling pull things?,No,random,1,-4.653531551361084,-6.341495513916016,-5.21418566583168,-5.7808413994454195,0.5606541144705957,Yes,False
can quack,a duck,'',Can a duck quack?,Yes,random,1,-2.762948513031006,-5.623297691345215,-3.3236026275016015,-5.062643576874619,0.5606541144705957,Yes,True
can regenerate,a wolf,'',Can a wolf regenerate?,No,random,1,-6.517519474029541,-4.357940196990967,-7.078173588500137,-3.797286082520371,0.5606541144705957,No,True
can reproduce quickly,a bagpipe,'',Can a bagpipe reproduce quickly?,No,random,1,-5.568248748779297,-7.289254665374756,-6.128902863249893,-6.72860055090416,0.5606541144705957,Yes,False
can require electricity,a crayfish,'',Can a crayfish require electricity?,No,random,1,-5.963676929473877,-3.277535915374756,-6.524331043944473,-2.71688180090416,0.5606541144705957,No,True
can rip,a box,'',Can a box rip?,No,random,1,-6.215856075286865,-8.686088562011719,-6.776510189757461,-8.125434447541123,0.5606541144705957,Yes,False
can roll,a bra,'',Can a bra roll?,No,random,1,-5.484930038452148,-7.121399879455566,-6.0455841529227445,-6.56074576498497,0.5606541144705957,Yes,False
can rotate its head,an owl,'',Can an owl rotate its head?,Yes,random,1,-3.036330461502075,-8.805353164672852,-3.596984575972671,-8.244699050202255,0.5606541144705957,Yes,True
can rub its wings,a bowl,'',Can a bowl rub its wings?,No,random,1,-6.339542388916016,-4.1229472160339355,-6.900196503386612,-3.56229310156334,0.5606541144705957,No,True
can run,a wheelbarrow,'',Can a wheelbarrow run?,No,random,1,-6.9193501472473145,-5.7440714836120605,-7.4800042617179106,-5.1834173691414644,0.5606541144705957,No,True
can run on nuclear power,cheese,'',Can cheese run on nuclear power?,No,random,1,-4.771185874938965,-2.3688838481903076,-5.331839989409561,-1.808229733719712,0.5606541144705957,No,True
can save time,a dishwasher,'',Can a dishwasher save time?,Yes,random,1,-4.278850555419922,-8.872815132141113,-4.839504669890518,-8.312161017670517,0.5606541144705957,Yes,True
can save time,an oak tree,'',Can an oak tree save time?,No,random,1,-7.747195243835449,-3.858631134033203,-8.307849358306045,-3.2979770195626075,0.5606541144705957,No,True
can scavenge in bins,a raccoon,'',Can a raccoon scavenge in bins?,Yes,random,1,-3.990832567214966,-7.931190013885498,-4.551486681685562,-7.370535899414902,0.5606541144705957,Yes,True
can scuttle,a clarinet,'',Can a clarinet scuttle?,No,random,1,-8.312041282653809,-7.343667984008789,-8.872695397124405,-6.783013869538193,0.5606541144705957,No,True
can secure things,a clamp,'',Can a clamp secure things?,Yes,random,1,-6.6822662353515625,-7.841760158538818,-7.242920349822159,-7.281106044068222,0.5606541144705957,Yes,True
can see,an eye,'',Can an eye see?,Yes,random,1,-3.3086681365966797,-3.45159912109375,-3.8693222510672753,-2.8909450066231543,0.5606541144705957,No,False
can see in the dark,an owl,'',Can an owl see in the dark?,Yes,random,1,-2.840035915374756,-5.30951452255249,-3.4006900298453515,-4.748860408081894,0.5606541144705957,Yes,True
can see in the dark,a monkey,'',Can a monkey see in the dark?,No,random,1,-3.5238771438598633,-4.679405212402344,-4.084531258330459,-4.118751097931748,0.5606541144705957,Yes,False
can separate food from water,a hummingbird,'',Can a hummingbird separate food from water?,No,random,1,-5.966760158538818,-7.279793739318848,-6.5274142730094145,-6.719139624848252,0.5606541144705957,Yes,False
can serve food on board,a train,'',Can a train serve food on board?,Yes,random,1,-5.297430038452148,-7.773877143859863,-5.8580841529227445,-7.213223029389267,0.5606541144705957,Yes,True
can serve food on board,a kayak,'',Can a kayak serve food on board?,No,random,1,-4.891790390014648,-7.23824405670166,-5.4524445044852445,-6.677589942231064,0.5606541144705957,Yes,False
can shine,a lamp,'',Can a lamp shine?,Yes,random,1,-3.933159112930298,-5.528850555419922,-4.493813227400894,-4.968196440949326,0.5606541144705957,Yes,True
can shoot spikes,a porcupine,'',Can a porcupine shoot spikes?,Yes,random,1,-6.5604472160339355,-3.4211761951446533,-7.121101330504532,-2.8605220806740577,0.5606541144705957,No,False
can shoot spikes,a ship,'',Can a ship shoot spikes?,No,random,1,-5.498188018798828,-5.373673915863037,-6.058842133269424,-4.813019801392441,0.5606541144705957,No,True
can sieve,broccoli,'',Can broccoli sieve?,No,random,1,-4.423924446105957,-4.004810333251953,-4.984578560576553,-3.4441562187813575,0.5606541144705957,No,True
can sing,a budgie,'',Can a budgie sing?,Yes,random,1,-2.905590295791626,-8.16695785522461,-3.4662444102622216,-7.606303740754013,0.5606541144705957,Yes,True
can sing,an ox,'',Can an ox sing?,No,random,1,-3.869429588317871,-2.0293805599212646,-4.430083702788467,-1.468726445450669,0.5606541144705957,No,True
can skip traffic lights,an ambulance,'',Can an ambulance skip traffic lights?,Yes,random,1,-5.856579780578613,-7.63717794418335,-6.417233895049209,-7.0765238297127535,0.5606541144705957,Yes,True
can slide,a sledge,'',Can a sledge slide?,Yes,random,1,-4.2943501472473145,-6.679405212402344,-4.8550042617179106,-6.118751097931748,0.5606541144705957,Yes,True
can sniff,a gun,'',Can a gun sniff?,No,random,1,-5.67574405670166,-4.805784702301025,-6.236398171172256,-4.245130587830429,0.5606541144705957,No,True
can spill oil,an oil tanker,'',Can an oil tanker spill oil?,Yes,random,1,-5.900503158569336,-8.622946739196777,-6.461157273039932,-8.062292624726181,0.5606541144705957,Yes,True
can spill oil,a microwave,'',Can a microwave spill oil?,No,random,1,-5.803885459899902,-5.809117794036865,-6.364539574370498,-5.248463679566269,0.5606541144705957,No,True
can spin,a canary,'',Can a canary spin?,No,random,1,-4.86324405670166,-5.055353164672852,-5.423898171172256,-4.4946990502022555,0.5606541144705957,No,True
can spray liquid,a hose,'',Can a hose spray liquid?,Yes,random,1,-4.341631889343262,-6.718061923980713,-4.902286003813858,-6.157407809510117,0.5606541144705957,Yes,True
can sprout,potato,'',Can potato sprout?,Yes,random,1,-4.604608535766602,-9.763912200927734,-5.165262650237198,-9.203258086457138,0.5606541144705957,Yes,True
can squawk,a parakeet,'',Can a parakeet squawk?,Yes,random,1,-4.922430038452148,-8.617393493652344,-5.4830841529227445,-8.056739379181748,0.5606541144705957,Yes,True
can squirt ink,a grater,'',Can a grater squirt ink?,No,random,1,-5.9652605056762695,-3.2172937393188477,-6.525914620146866,-2.656639624848252,0.5606541144705957,No,True
can stab,leek,'',Can leek stab?,No,random,1,-5.104458332061768,-4.545440196990967,-5.665112446532364,-3.984786082520371,0.5606541144705957,No,True
can stain,ketchup,'',Can ketchup stain?,Yes,random,1,-5.056857585906982,-5.7142229080200195,-5.6175117003775785,-5.153568793549423,0.5606541144705957,No,False
can stand on one leg,a saw,'',Can a saw stand on one leg?,No,random,1,-5.148403167724609,-3.8720145225524902,-5.7090572821952055,-3.3113604080818946,0.5606541144705957,No,True
can stand up vertically,a kangaroo,'',Can a kangaroo stand up vertically?,Yes,random,1,-5.366905212402344,-6.431190013885498,-5.92755932687294,-5.870535899414902,0.5606541144705957,No,False
can stand up vertically,a lion,'',Can a lion stand up vertically?,No,random,1,-5.879126071929932,-5.702210903167725,-6.439780186400528,-5.1415567886971285,0.5606541144705957,No,True
can sting,an ant,'',Can an ant sting?,Yes,random,1,-3.636215925216675,-3.025850534439087,-4.196870039687271,-2.4651964199684913,0.5606541144705957,No,False
can stop,a car,'',Can a car stop?,No,random,1,-3.4516913890838623,-4.343061923980713,-4.012345503554458,-3.7824078095101172,0.5606541144705957,No,True
can stop bullets,a mug,'',Can a mug stop bullets?,No,random,1,-5.897054195404053,-5.455019474029541,-6.457708309874649,-4.894365359558945,0.5606541144705957,No,True
can store beer and ale,a french horn,'',Can a french horn store beer and ale?,No,random,1,-5.894500732421875,-6.394853591918945,-6.455154846892471,-5.834199477448349,0.5606541144705957,No,True
can store chutney,a football,'',Can a football store chutney?,No,random,1,-6.215669631958008,-4.529881954193115,-6.776323746428604,-3.9692278397225196,0.5606541144705957,No,True
can store food in its cheeks,a hamster,'',Can a hamster store food in its cheeks?,Yes,random,1,-5.184695243835449,-8.06099796295166,-5.745349358306045,-7.500343848481064,0.5606541144705957,Yes,True
can store jam,a jar,'',Can a jar store jam?,Yes,random,1,-6.650850296020508,-8.435688018798828,-7.211504410491104,-7.875033904328232,0.5606541144705957,Yes,True
can store milk,a bottle,'',Can a bottle store milk?,Yes,random,1,-5.295440196990967,-6.7447662353515625,-5.856094311461563,-6.184112120880966,0.5606541144705957,Yes,True
can store water,a daisy,'',Can a daisy store water?,No,random,1,-4.800750732421875,-5.470249652862549,-5.361404846892471,-4.909595538391953,0.5606541144705957,No,True
can strut,banana,'',Can banana strut?,No,random,1,-4.2653727531433105,-2.9621822834014893,-4.826026867613907,-2.4015281689308936,0.5606541144705957,No,True
can suck blood,tights,'',Can tights suck blood?,No,random,1,-4.728147506713867,-2.732403516769409,-5.288801621184463,-2.1717494022988135,0.5606541144705957,No,True
can support body weight,satsuma,'',Can satsuma support body weight?,No,random,1,-6.061122894287109,-6.1880693435668945,-6.6217770087577055,-5.627415229096298,0.5606541144705957,No,True
can support spectacles,an ear,'',Can an ear support spectacles?,Yes,random,1,-3.5654196739196777,-5.993690013885498,-4.126073788390274,-5.433035899414902,0.5606541144705957,Yes,True
can support spectacles,a hose,'',Can a hose support spectacles?,No,random,1,-7.081623077392578,-7.398877143859863,-7.642277191863174,-6.838223029389267,0.5606541144705957,No,True
can support the body,a squirrel,'',Can a squirrel support the body?,No,random,1,-7.085903167724609,-8.74616813659668,-7.6465572821952055,-8.185514022126084,0.5606541144705957,Yes,False
can survive nuclear attacks,a tugboat,'',Can a tugboat survive nuclear attacks?,No,random,1,-6.51133394241333,-6.242853164672852,-7.071988056883926,-5.6821990502022555,0.5606541144705957,No,True
can take up a lot of space,a buggy,'',Can a buggy take up a lot of space?,No,random,1,-6.467100143432617,-7.936911582946777,-7.027754257903213,-7.376257468476181,0.5606541144705957,Yes,False
can taste,a heron,'',Can a heron taste?,No,random,1,-4.275503158569336,-4.9652605056762695,-4.836157273039932,-4.404606391205673,0.5606541144705957,No,True
can thicken,a helmet,'',Can a helmet thicken?,No,random,1,-6.146792888641357,-7.308421611785889,-6.7074470031119535,-6.747767497315293,0.5606541144705957,Yes,False
can throw rocks,a catapult,'',Can a catapult throw rocks?,Yes,random,1,-6.179405212402344,-8.121617317199707,-6.74005932687294,-7.560963202729111,0.5606541144705957,Yes,True
can trample,an elephant,'',Can an elephant trample?,Yes,random,1,-5.8670244216918945,-9.528854370117188,-6.427678536162491,-8.968200255646591,0.5606541144705957,Yes,True
can transmit malaria,a chopping board,'',Can a chopping board transmit malaria?,No,random,1,-6.240243911743164,-5.12037992477417,-6.80089802621376,-4.559725810303574,0.5606541144705957,No,True
can transport goods,a box,'',Can a box transport goods?,Yes,random,1,-4.458040237426758,-7.151771545410156,-5.018694351897354,-6.59111743093956,0.5606541144705957,Yes,True
can transport people,a truck,'',Can a truck transport people?,Yes,random,1,-5.941626071929932,-9.052118301391602,-6.502280186400528,-8.491464186921005,0.5606541144705957,Yes,True
can travel across countries,an airplane,'',Can an airplane travel across countries?,Yes,random,1,-5.540647506713867,-9.55074405670166,-6.101301621184463,-8.990089942231064,0.5606541144705957,Yes,True
can travel long distances,a canoe,'',Can a canoe travel long distances?,No,random,1,-6.328205108642578,-8.930353164672852,-6.888859223113174,-8.369699050202255,0.5606541144705957,Yes,False
can trot,a pony,'',Can a pony trot?,Yes,random,1,-5.960903167724609,-9.809322357177734,-6.5215572821952055,-9.248668242707138,0.5606541144705957,Yes,True
can trot,a tongue,'',Can a tongue trot?,No,random,1,-3.803332567214966,-2.9033563137054443,-4.363986681685562,-2.3427021992348487,0.5606541144705957,No,True
can turn into a pupa,a table,'',Can a table turn into a pupa?,No,random,1,-5.218103408813477,-4.093462944030762,-5.778757523284073,-3.532808829560166,0.5606541144705957,No,True
can unravel,a yoyo,'',Can a yoyo unravel?,Yes,random,1,-6.586377143859863,-6.8404717445373535,-7.147031258330459,-6.279817630066757,0.5606541144705957,No,False
can vibrate,a beetle,'',Can a beetle vibrate?,No,random,1,-5.23824405670166,-7.429405212402344,-5.798898171172256,-6.868751097931748,0.5606541144705957,Yes,False
can waddle,a walrus,'',Can a walrus waddle?,Yes,random,1,-3.260932207107544,-6.4947662353515625,-3.8215863215781396,-5.934112120880966,0.5606541144705957,Yes,True
can wade,potato,'',Can potato wade?,No,random,1,-3.6644959449768066,-5.371554374694824,-4.225150059447403,-4.810900260224228,0.5606541144705957,Yes,False
can wag its tail,a dog,'',Can a dog wag its tail?,Yes,random,1,-5.279380798339844,-9.561530113220215,-5.84003491281044,-9.000875998749619,0.5606541144705957,Yes,True
can wake someone up,a cow,'',Can a cow wake someone up?,No,random,1,-4.524740695953369,-4.028356075286865,-5.085394810423965,-3.4677019608162696,0.5606541144705957,No,True
can wallow,a buffalo,'',Can a buffalo wallow?,Yes,random,1,-5.232940196990967,-8.304405212402344,-5.793594311461563,-7.743751097931748,0.5606541144705957,Yes,True
can wallow,a nightingale,'',Can a nightingale wallow?,No,random,1,-5.739618301391602,-4.775850296020508,-6.300272415862198,-4.215196181549912,0.5606541144705957,No,True
can water,a housefly,'',Can a housefly water?,No,random,1,-5.900850296020508,-7.340856075286865,-6.461504410491104,-6.780201960816269,0.5606541144705957,Yes,False
can whip cream,a whisk,'',Can a whisk whip cream?,Yes,random,1,-3.4812464714050293,-7.3104472160339355,-4.041900585875625,-6.7497931015633394,0.5606541144705957,Yes,True
can whip cream,mushroom,'',Can mushroom whip cream?,No,random,1,-4.626865386962891,-7.608809947967529,-5.187519501433487,-7.048155833496933,0.5606541144705957,Yes,False
can wink,an eye,'',Can an eye wink?,Yes,random,1,-2.9136533737182617,-5.777042388916016,-3.4743074881888574,-5.2163882744454195,0.5606541144705957,Yes,True
can work in teams,an otter,'',Can an otter work in teams?,Yes,random,1,-4.696211814880371,-9.039254188537598,-5.256865929350967,-8.478600074067002,0.5606541144705957,Yes,True
can wriggle,a caterpillar,'',Can a caterpillar wriggle?,Yes,random,1,-5.8098649978637695,-8.248400688171387,-6.370519112334366,-7.687746573700791,0.5606541144705957,Yes,True
cannot fly,a peacock,'',Does a peacock cannot fly?,Yes,random,1,-5.204290390014648,-7.13633394241333,-5.7649445044852445,-6.575679827942734,0.5606541144705957,Yes,True
carries food and drinks,a tray,'',Does a tray carrie food and drinks?,Yes,random,1,-4.213983535766602,-6.5904717445373535,-4.774637650237198,-6.029817630066757,0.5606541144705957,Yes,True
carries food and drinks,a toad,'',Does a toad carrie food and drinks?,No,random,1,-4.5267229080200195,-2.5933609008789062,-5.087377022490616,-2.0327067864083106,0.5606541144705957,No,True
carries its young one in its pouch,a kangaroo,'',Does a kangaroo carrie its young one in its pouch?,Yes,random,1,-4.740832328796387,-8.679405212402344,-5.301486443266983,-8.118751097931748,0.5606541144705957,Yes,True
carries one person,garlic,'',Does garlic carrie one person?,No,random,1,-5.21229362487793,-5.75174617767334,-5.772947739348526,-5.191092063202744,0.5606541144705957,No,True
chases balls,a dog,'',Does a dog chase balls?,Yes,random,1,-4.655517578125,-7.999373435974121,-5.216171692595596,-7.438719321503525,0.5606541144705957,Yes,True
collects food,a satchel,'',Does a satchel collect food?,No,random,1,-5.992393970489502,-3.591632127761841,-6.553048084960098,-3.030978013291245,0.5606541144705957,No,True
comes from cows,a housefly,'',Does a housefly come from cows?,No,random,1,-5.056929588317871,-2.5598649978637695,-5.617583702788467,-1.9992108833931739,0.5606541144705957,No,True
comes from grains,whiskey,'',Does whiskey come from grains?,Yes,random,1,-4.48668909072876,-7.488952159881592,-5.047343205199356,-6.928298045410996,0.5606541144705957,Yes,True
comes in different designs,a football,'',Does a football come in different designs?,Yes,random,1,-5.603147506713867,-9.242393493652344,-6.163801621184463,-8.681739379181748,0.5606541144705957,Yes,True
comes in flavors,chocolate,'',Does chocolate come in flavors?,Yes,random,1,-3.9171085357666016,-6.5267229080200195,-4.477762650237198,-5.966068793549423,0.5606541144705957,Yes,True
comes in loaves,a bottle,'',Does a bottle come in loaves?,No,random,1,-5.616905212402344,-2.5591177940368652,-6.17755932687294,-1.9984636795662696,0.5606541144705957,No,True
contains a calf,castanets,'',Does castanets contain a calf?,No,random,1,-5.476754665374756,-3.6693501472473145,-6.037408779845352,-3.108696032776719,0.5606541144705957,No,True
contains a tibia,a leg,'',Does a leg contain a tibia?,Yes,random,1,-5.405419826507568,-8.624446868896484,-5.9660739409781645,-8.063792754425888,0.5606541144705957,Yes,True
contains a tibia,bacon,'',Does bacon contain a tibia?,No,random,1,-5.949954986572266,-3.7980401515960693,-6.510609101042862,-3.2373860371254737,0.5606541144705957,No,True
contains air bubbles,a spirit level,'',Does a spirit level contain air bubbles?,Yes,random,1,-6.028696060180664,-10.624373435974121,-6.58935017465126,-10.063719321503525,0.5606541144705957,Yes,True
contains calcium,milk,'',Does milk contain calcium?,Yes,random,1,-6.488952159881592,-11.120379447937012,-7.049606274352188,-10.559725333466416,0.5606541144705957,Yes,True
contains cartilage,an ear,'',Does an ear contain cartilage?,Yes,random,1,-4.684322357177734,-10.496822357177734,-5.2449764716483305,-9.936168242707138,0.5606541144705957,Yes,True
contains chemicals,a bomb,'',Does a bomb contain chemicals?,Yes,random,1,-6.367853164672852,-10.684514999389648,-6.928507279143448,-10.123860884919052,0.5606541144705957,Yes,True
contains chemicals,an elephant,'',Does an elephant contain chemicals?,No,random,1,-6.002401828765869,-8.419349670410156,-6.563055943236465,-7.85869555593956,0.5606541144705957,Yes,False
contains chlorophyll,spinach,'',Does spinach contain chlorophyll?,Yes,random,1,-4.060572147369385,-10.483610153198242,-4.621226261839981,-9.922956038727646,0.5606541144705957,Yes,True
contains chlorophyll,butter,'',Does butter contain chlorophyll?,No,random,1,-6.566626071929932,-4.295440196990967,-7.127280186400528,-3.734786082520371,0.5606541144705957,No,True
contains credit cards,a wallet,'',Does a wallet contain credit cards?,Yes,random,1,-7.124664783477783,-11.374704360961914,-7.685318897948379,-10.814050246491318,0.5606541144705957,Yes,True
contains credit cards,a lobster,'',Does a lobster contain credit cards?,No,random,1,-7.6068501472473145,-3.698715925216675,-8.16750426171791,-3.138061810746079,0.5606541144705957,No,True
contains explosive material,a wolf,'',Does a wolf contain explosive material?,No,random,1,-5.276483535766602,-3.7638959884643555,-5.837137650237198,-3.20324187399376,0.5606541144705957,No,True
contains fabric parts,a marigold,'',Does a marigold contain fabric parts?,No,random,1,-5.025850296020508,-6.2152605056762695,-5.586504410491104,-5.654606391205673,0.5606541144705957,Yes,False
contains fat,milk,'',Does milk contain fat?,Yes,random,1,-4.837240695953369,-10.185173988342285,-5.397894810423965,-9.624519873871689,0.5606541144705957,Yes,True
contains fiber,a stick insect,'',Does a stick insect contain fiber?,No,random,1,-3.946716070175171,-7.4322662353515625,-4.507370184645767,-6.871612120880966,0.5606541144705957,Yes,False
contains high cholesterol,a bra,'',Does a bra contain high cholesterol?,No,random,1,-8.3624906539917,-5.964542388916016,-8.923144768462295,-5.4038882744454195,0.5606541144705957,No,True
contains identification,a wallet,'',Does a wallet contain identification?,Yes,random,1,-5.591880798339844,-8.560315132141113,-6.15253491281044,-7.999661017670517,0.5606541144705957,Yes,True
contains juice,a melon,'',Does a melon contain juice?,Yes,random,1,-4.308899879455566,-8.997815132141113,-4.8695539939261625,-8.437161017670517,0.5606541144705957,Yes,True
contains ligament,a bottle,'',Does a bottle contain ligament?,No,random,1,-6.773403167724609,-7.055353164672852,-7.3340572821952055,-6.4946990502022555,0.5606541144705957,No,True
contains liquid,a corkscrew,'',Does a corkscrew contain liquid?,No,random,1,-5.4947662353515625,-4.4348649978637695,-6.055420349822159,-3.874210883393174,0.5606541144705957,No,True
contains money,a unicycle,'',Does a unicycle contain money?,No,random,1,-7.87116813659668,-5.341880798339844,-8.431822251067276,-4.781226683869248,0.5606541144705957,No,True
contains nerves,a toe,'',Does a toe contain nerves?,Yes,random,1,-5.276176929473877,-9.87092113494873,-5.836831043944473,-9.310267020478134,0.5606541144705957,Yes,True
contains nerves,lemon,'',Does lemon contain nerves?,No,random,1,-5.209554195404053,-6.099674224853516,-5.770208309874649,-5.5390201103829195,0.5606541144705957,No,True
contains oil and fat,a radio,'',Does a radio contain oil and fat?,No,random,1,-5.390705108642578,-4.9322662353515625,-5.951359223113174,-4.371612120880966,0.5606541144705957,No,True
contains potassium,pear,'',Does pear contain potassium?,No,random,1,-5.893662929534912,-12.034526824951172,-6.454317044005508,-11.473872710480576,0.5606541144705957,Yes,False
contains receipts,a wallet,'',Does a wallet contain receipts?,Yes,random,1,-5.936529636383057,-7.874446868896484,-6.497183750853653,-7.313792754425888,0.5606541144705957,Yes,True
contains screws,a corkscrew,'',Does a corkscrew contain screws?,Yes,random,1,-4.402535915374756,-6.248497486114502,-4.963190029845352,-5.687843371643906,0.5606541144705957,Yes,True
contains screws,a rose,'',Does a rose contain screws?,No,random,1,-6.017519474029541,-4.490243911743164,-6.578173588500137,-3.9295897972725684,0.5606541144705957,No,True
contains stock,a soup,'',Does a soup contain stock?,Yes,random,1,-6.466993808746338,-9.123188018798828,-7.027647923216934,-8.562533904328232,0.5606541144705957,Yes,True
contains stock,a glider,'',Does a glider contain stock?,No,random,1,-7.3690714836120605,-7.684695243835449,-7.929725598082657,-7.124041129364853,0.5606541144705957,No,True
contains strings,a eucalyptus tree,'',Does a eucalyptus tree contain strings?,No,random,1,-6.186529636383057,-6.686832904815674,-6.747183750853653,-6.126178790345078,0.5606541144705957,No,True
contains tubes,an ear,'',Does an ear contain tubes?,Yes,random,1,-5.554405212402344,-8.869766235351562,-6.11505932687294,-8.309112120880966,0.5606541144705957,Yes,True
contains tubes,pineapple,'',Does pineapple contain tubes?,No,random,1,-7.052046775817871,-5.79918909072876,-7.612700890288467,-5.238534976258164,0.5606541144705957,No,True
contains vinegar,a buggy,'',Does a buggy contain vinegar?,No,random,1,-6.586822032928467,-5.776483535766602,-7.147476147399063,-5.2158294212960055,0.5606541144705957,No,True
contains yeast,beer,'',Does beer contain yeast?,Yes,random,1,-6.0494160652160645,-10.091354370117188,-6.6100701796866606,-9.530700255646591,0.5606541144705957,Yes,True
displays minutes,a harpsichord,'',Does a harpsichord display minutes?,No,random,1,-6.467293739318848,-6.5617899894714355,-7.027947853789444,-6.0011358750008394,0.5606541144705957,No,True
displays numbers,a carnation,'',Does a carnation display numbers?,No,random,1,-5.589796543121338,-4.061400890350342,-6.150450657591934,-3.500746775879746,0.5606541144705957,No,True
does jump long distances,a kangaroo,'',Does a kangaroo doe jump long distances?,Yes,random,1,-3.8556907176971436,-9.23583698272705,-4.41634483216774,-8.675182868256455,0.5606541144705957,Yes,True
does not cover much skin,a yacht,'',Does a yacht doe not cover much skin?,No,random,1,-5.491385459899902,-5.086822032928467,-6.052039574370498,-4.526167918457871,0.5606541144705957,No,True
does not decompose,a flamingo,'',Does a flamingo doe not decompose?,No,random,1,-4.9940714836120605,-4.210903167724609,-5.554725598082657,-3.6502490532540137,0.5606541144705957,No,True
