property,prefix,Context,Question,Correct Answer,negative_sample_type,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
can be spicy and tangy,a caterpillar,'',Can a caterpillar be spicy and tangy?,No,random,20.0,1,-7.185571193695068,-1.8731881380081177,-0.002780898296761869,7.4660421695826305,-7.1827902953983065,-9.339230307590748,No,True,False,True
can be spongy,a cake,'',Can a cake be spongy?,Yes,random,20.0,1,-5.1223649978637695,-10.374290466308594,2.060425297534537,-1.0350601587178456,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can be spread on bread,butter,'',Can butter be spread on bread?,Yes,random,20.0,2,-1.7135162353515625,-10.684514999389648,5.518309731271473,-1.3574117544351054,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be squashy,a worm,'',Can a worm be squashy?,Yes,random,20.0,2,-7.5598649978637695,-15.186833381652832,-0.32803903124073397,-5.859730136698289,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be stacked,a dog,'',Can a dog be stacked?,No,random,20.0,2,-3.840035915374756,-9.561088562011719,3.3917900512482797,-0.23398531705717573,-7.231825966623036,-9.327103244954543,Yes,False,True,False
can be stored in tins,a cookie,'',Can a cookie be stored in tins?,Yes,random,20.0,0,-4.395540237426758,-12.43366813659668,2.8095831531099975,-3.079297201772265,-7.205123390536755,-9.354370934824415,Yes,True,True,True
can be stretched,a bow,'',Can a bow be stretched?,Yes,random,20.0,1,-5.863952159881592,-7.185571193695068,1.3188381355167147,2.1536591138956798,-7.1827902953983065,-9.339230307590748,Yes,True,False,False
can be stubbed,a toe,'',Can a toe be stubbed?,Yes,random,20.0,2,-7.995082378387451,-13.124446868896484,-0.7632564117644156,-3.7973436239419414,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be stubbed,a eucalyptus tree,'',Can a eucalyptus tree be stubbed?,No,random,20.0,1,-10.871822357177734,-13.936980247497559,-3.689032061779428,-4.5977499399068105,-7.1827902953983065,-9.339230307590748,Yes,False,True,False
can be stuffed,a turkey,'',Can a turkey be stuffed?,Yes,random,20.0,1,-5.147899627685547,-12.060446739196777,2.0348906677127596,-2.721216431606029,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can be swung,a finger,'',Can a finger be swung?,No,random,20.0,2,-7.246822357177734,-11.749664306640625,-0.014996390554698813,-2.422561061686082,-7.231825966623036,-9.327103244954543,Yes,False,True,False
can be tailored,an airplane,'',Can an airplane be tailored?,No,random,20.0,1,-1.6695278882980347,-6.052046775817871,5.513262407100272,3.287183531772877,-7.1827902953983065,-9.339230307590748,Yes,False,True,False
can be taken on walks,a beaver,'',Can a beaver be taken on walks?,No,random,20.0,2,-7.377401828765869,-5.338350296020508,-0.14557586214283358,3.988752948934035,-7.231825966623036,-9.327103244954543,No,True,False,True
can be thick in shape,a puppet,'',Can a puppet be thick in shape?,No,random,20.0,3,-6.089271545410156,-8.99951171875,1.1063817499782003,0.2529445666088055,-7.1956532953883565,-9.252456285358805,Yes,False,True,False
can be tied,an elm tree,'',Can an elm tree be tied?,No,random,20.0,3,-4.047430038452148,-8.741385459899902,3.148223256936208,0.5110708254589031,-7.1956532953883565,-9.252456285358805,Yes,False,True,False
can be tied around the waist,a dressing gown,'',Can a dressing gown be tied around the waist?,Yes,random,20.0,0,-5.24537992477417,-11.374446868896484,1.9597434657625854,-2.0200759340720698,-7.205123390536755,-9.354370934824415,Yes,True,True,True
can be topped with flakes,ice cream,'',Can ice cream be topped with flakes?,Yes,random,20.0,0,-3.682879686355591,-11.186911582946777,3.5222437041811645,-1.8325406481223627,-7.205123390536755,-9.354370934824415,Yes,True,True,True
can be trained,a cockerel,'',Can a cockerel be trained?,No,random,20.0,1,-1.0980271100997925,-8.0499906539917,6.084763185298514,1.289239653599049,-7.1827902953983065,-9.339230307590748,Yes,False,True,False
can be uncomfortable,a peacock,'',Can a peacock be uncomfortable?,No,random,20.0,3,-6.492393970489502,-13.934514999389648,0.7032593248988546,-4.682058714030843,-7.1956532953883565,-9.252456285358805,Yes,False,True,False
can be unsalted,a herring,'',Can a herring be unsalted?,No,random,20.0,1,-9.934514999389648,-15.124841690063477,-2.751724703991342,-5.785611382472728,-7.1827902953983065,-9.339230307590748,Yes,False,True,False
can be used as a container,an owl,'',Can an owl be used as a container?,No,random,20.0,3,-8.93632984161377,-7.687095642089844,-1.740676546225413,1.5653606432689617,-7.1956532953883565,-9.252456285358805,No,True,False,True
can be used as an alarm,a clock,'',Can a clock be used as an alarm?,Yes,random,20.0,0,-5.279964923858643,-10.624859809875488,1.9251584666781127,-1.2704888750510737,-7.205123390536755,-9.354370934824415,Yes,True,True,True
can be used as an alarm,a sofa,'',Can a sofa be used as an alarm?,No,random,20.0,4,-6.748588562011719,-3.062142848968506,0.46599880344722244,6.251937714678101,-7.214587365458941,-9.314080563646607,No,True,False,True
can be used by babies,a salmon,'',Can a salmon be used by babies?,No,random,20.0,3,-8.55866813659668,-8.186946868896484,-1.3630148412083232,1.0655094164623211,-7.1956532953883565,-9.252456285358805,No,True,False,True
can be used by carpenters,a nail,'',Can a nail be used by carpenters?,Yes,random,20.0,0,-6.992393970489502,-15.185900688171387,0.21272942004725337,-5.831529753346972,-7.205123390536755,-9.354370934824415,Yes,True,True,True
can be used for announcements,a spear,'',Can a spear be used for announcements?,No,random,20.0,3,-8.37252426147461,-10.561833381652832,-1.1768709660862529,-1.3093770962940265,-7.1956532953883565,-9.252456285358805,Yes,False,True,False
can be used for building and repairing,a screwdriver,'',Can a screwdriver be used for building and repairing?,Yes,random,20.0,1,-4.874029636383057,-13.499664306640625,2.30876065901525,-4.160433999049877,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can be used for frying,a tarantula,'',Can a tarantula be used for frying?,No,random,20.0,1,-9.62116813659668,-0.8702924847602844,-2.438377841198373,8.468937822830464,-7.1827902953983065,-9.339230307590748,No,True,False,True
can be used for relaxing,a clock,'',Can a clock be used for relaxing?,No,random,20.0,2,-5.872195243835449,-14.874088287353516,1.3596307227875863,-5.546985042398973,-7.231825966623036,-9.327103244954543,Yes,False,True,False
can be used for sawing,a saw,'',Can a saw be used for sawing?,Yes,random,20.0,2,-7.623754501342773,-13.37476921081543,-0.3919285347197379,-4.047665965860887,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be used for storage,a bottle,'',Can a bottle be used for storage?,Yes,random,20.0,0,-5.247524261474609,-12.99951171875,1.957599129062146,-3.6451407839255854,-7.205123390536755,-9.354370934824415,Yes,True,True,True
can be used for storage,a nightingale,'',Can a nightingale be used for storage?,No,random,20.0,1,-12.24882984161377,-1.3825141191482544,-5.066039546215463,7.956716188442494,-7.1827902953983065,-9.339230307590748,No,True,False,True
can be used for sweeping,a mackerel,'',Can a mackerel be used for sweeping?,No,random,20.0,1,-9.810900688171387,-4.406040191650391,-2.6281103927730802,4.9331901159403575,-7.1827902953983065,-9.339230307590748,No,True,False,True
can be used for transport,a leg,'',Can a leg be used for transport?,No,random,20.0,4,-4.870921611785889,-10.749704360961914,2.3436657536730525,-1.4356237973153068,-7.214587365458941,-9.314080563646607,Yes,False,True,False
can be used for transportation,a cart,'',Can a cart be used for transportation?,Yes,random,20.0,3,-5.8690714836120605,-13.061400413513184,1.326581811776296,-3.808944128154378,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can be used in construction,a helicopter,'',Can a helicopter be used in construction?,No,random,20.0,2,-0.7949215769767761,-12.373297691345215,6.436904389646259,-3.046194446390672,-7.231825966623036,-9.327103244954543,Yes,False,True,False
can be used in pies,a speedboat,'',Can a speedboat be used in pies?,No,random,20.0,2,-8.87236499786377,-1.7260857820510864,-1.640539031240734,7.601017462903457,-7.231825966623036,-9.327103244954543,No,True,False,True
can be used in sandwiches,lettuce,'',Can lettuce be used in sandwiches?,Yes,random,20.0,3,-0.5726407170295715,-10.30758285522461,6.623012578358785,-1.0551265698658039,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can be used on a beach,a ball,'',Can a ball be used on a beach?,Yes,random,20.0,0,-6.552118301391602,-13.685900688171387,0.6530050891451538,-4.331529753346972,-7.205123390536755,-9.354370934824415,Yes,True,True,True
can be used on a frying pan,butter,'',Can butter be used on a frying pan?,Yes,random,20.0,0,-0.836474597454071,-9.310688018798828,6.368648793082684,0.04368291602558649,-7.205123390536755,-9.354370934824415,Yes,True,True,True
can be used on a frying pan,a duck,'',Can a duck be used on a frying pan?,No,random,20.0,4,-3.7621893882751465,-10.186911582946777,3.4523979771837947,-0.87283101930017,-7.214587365458941,-9.314080563646607,Yes,False,True,False
can be used on eyes,cucumber,'',Can cucumber be used on eyes?,Yes,random,20.0,4,-3.6027634143829346,-8.87252426147461,3.6118239510760066,0.4415563021719979,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can be used on rough waters,a coffee maker,'',Can a coffee maker be used on rough waters?,No,random,20.0,0,-9.92645263671875,-5.311173915863037,-2.7213292461819947,4.0431970189613775,-7.205123390536755,-9.354370934824415,No,True,False,True
can be used to blend,a chisel,'',Can a chisel be used to blend?,No,random,20.0,1,-5.996617794036865,-5.186588764190674,1.1861725013614413,4.152641543400074,-7.1827902953983065,-9.339230307590748,No,True,False,True
can be used to carry around documents,a satchel,'',Can a satchel be used to carry around documents?,Yes,random,20.0,2,-2.2473649978637695,-12.936980247497559,4.984460968759266,-3.6098770025430156,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be used to clean floors,a broom,'',Can a broom be used to clean floors?,Yes,random,20.0,1,-2.3884055614471436,-9.437041282653809,4.794384733951163,-0.09781097506306047,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can be used to communicate,a radio,'',Can a radio be used to communicate?,Yes,random,20.0,3,-6.622195243835449,-13.561744689941406,0.5734580515529073,-4.309288404582601,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can be used to denote numbers,a toe,'',Can a toe be used to denote numbers?,Yes,random,20.0,4,-5.903356075286865,-8.812309265136719,1.311231290172076,0.5017712985098886,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can be used to eat cereal,a bowl,'',Can a bowl be used to eat cereal?,Yes,random,20.0,3,-5.995921611785889,-14.749373435974121,1.1997316836024678,-5.496917150615316,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can be used to eat cereal,a leotard,'',Can a leotard be used to eat cereal?,No,random,20.0,0,-8.74752426147461,-3.562368631362915,-1.542400870937854,5.7920023034615,-7.205123390536755,-9.354370934824415,No,True,False,True
can be used to eat food,a coat,'',Can a coat be used to eat food?,No,random,20.0,4,-9.999373435974121,-1.062351107597351,-2.78478607051518,8.251729456049256,-7.214587365458941,-9.314080563646607,No,True,False,True
can be used to fill pools,a hose,'',Can a hose be used to fill pools?,Yes,random,20.0,1,-3.6178531646728516,-10.560900688171387,3.564937130725455,-1.2216703805806386,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can be used to fill pools,a moped,'',Can a moped be used to fill pools?,No,random,20.0,1,-8.222026824951172,-3.3902623653411865,-1.0392365295528654,5.948967942249562,-7.1827902953983065,-9.339230307590748,No,True,False,True
can be used to flip food,a spatula,'',Can a spatula be used to flip food?,Yes,random,20.0,4,-1.7000926733016968,-7.874595642089844,5.514494692157244,1.4394849215567636,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can be used to guide blind people,a dog,'',Can a dog be used to guide blind people?,Yes,random,20.0,2,-0.9234267473220825,-9.435688018798828,6.308399219300953,-0.10858477384428511,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be used to guide blind people,blueberry,'',Can blueberry be used to guide blind people?,No,random,20.0,0,-11.115243911743164,-2.794976234436035,-3.9101205212064087,6.5593947003883795,-7.205123390536755,-9.354370934824415,No,True,False,True
can be used to hide a secret passageway,a cup,'',Can a cup be used to hide a secret passageway?,No,random,20.0,2,-4.811254501342773,-11.374290466308594,2.420571465280262,-2.0471872213540507,-7.231825966623036,-9.327103244954543,Yes,False,True,False
can be used to hit,a club,'',Can a club be used to hit?,Yes,random,20.0,2,-6.246822357177734,-11.437143325805664,0.9850036094453012,-2.110040080851121,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be used to hunt,a harpoon,'',Can a harpoon be used to hunt?,Yes,random,20.0,4,-2.9667601585388184,-10.624373435974121,4.247827206920123,-1.3102928723275138,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can be used to keep clean,an apron,'',Can an apron be used to keep clean?,Yes,random,20.0,3,-3.420396089553833,-11.061744689941406,3.7752572058345235,-1.8092884045826008,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can be used to keep clean,a squid,'',Can a squid be used to keep clean?,No,random,20.0,4,-5.030249118804932,-12.187309265136719,2.1843382466540096,-2.8732287014901114,-7.214587365458941,-9.314080563646607,Yes,False,True,False
can be used to keep pets,a crayfish,'',Can a crayfish be used to keep pets?,No,random,20.0,3,-7.248297691345215,-8.999820709228516,-0.052644395956858325,0.25263557613028986,-7.1956532953883565,-9.252456285358805,Yes,False,False,True
can be used to make bread,pineapple,'',Can pineapple be used to make bread?,No,random,20.0,0,-0.6876469850540161,-11.121822357177734,6.517476405482739,-1.7674514223533198,-7.205123390536755,-9.354370934824415,Yes,False,True,False
can be used to make cakes,butter,'',Can butter be used to make cakes?,Yes,random,20.0,4,-0.26095372438430786,-10.244766235351562,6.953633641074633,-0.9306856717049552,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can be used to make cakes,a stick insect,'',Can a stick insect be used to make cakes?,No,random,20.0,2,-7.589542388916016,-2.796295642852783,-0.35771642229298006,6.53080760210176,-7.231825966623036,-9.327103244954543,No,True,False,True
can be used to make drinks,a harp,'',Can a harp be used to make drinks?,No,random,20.0,3,-9.060315132141113,-0.5738094449043274,-1.8646618367527568,8.678646840454478,-7.1956532953883565,-9.252456285358805,No,True,False,True
can be used to make sandcastles,champagne,'',Can champagne be used to make sandcastles?,No,random,20.0,1,-8.80842113494873,-6.155561923980713,-1.625630839550424,3.1836683836100352,-7.1827902953983065,-9.339230307590748,No,True,False,True
can be used to make smoothies,rhubarb,'',Can rhubarb be used to make smoothies?,Yes,random,20.0,3,-1.1606537103652954,-10.561088562011719,6.034999585023061,-1.3086322766529133,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can be used to make smoothies,gin,'',Can gin be used to make smoothies?,No,random,20.0,1,-3.351405382156372,-8.494766235351562,3.8313849132419344,0.8444640722391856,-7.1827902953983065,-9.339230307590748,Yes,False,True,False
can be used to make stew,a pea,'',Can a pea be used to make stew?,Yes,random,20.0,1,-2.570155382156372,-9.936530113220215,4.612634913241934,-0.5972998056294667,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can be used to make stew,a cake,'',Can a cake be used to make stew?,No,random,20.0,1,-9.184117317199707,-0.9798147678375244,-2.0013270218014005,8.359415539753224,-7.1827902953983065,-9.339230307590748,No,True,False,True
can be used to organize,a chest of drawers,'',Can a chest of drawers be used to organize?,Yes,random,20.0,3,-1.3734976053237915,-9.686833381652832,5.822155690064565,-0.43437709629402654,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can be used to play baseball,a guitar,'',Can a guitar be used to play baseball?,No,random,20.0,2,-13.684514999389648,-0.3473682701587677,-6.452689032766613,8.979734974795775,-7.231825966623036,-9.327103244954543,No,True,False,True
can be used to play cricket,a ball,'',Can a ball be used to play cricket?,Yes,random,20.0,1,-3.7937464714050293,-7.7807769775390625,3.389043823993277,1.5584533300516856,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can be used to play hockey,a ball,'',Can a ball be used to play hockey?,Yes,random,20.0,0,-5.0279717445373535,-4.343103408813477,2.177151645999402,5.011267526010938,-7.205123390536755,-9.354370934824415,No,False,False,False
can be used to play squash,a millipede,'',Can a millipede be used to play squash?,No,random,20.0,4,-9.68366813659668,-1.3278049230575562,-2.4690807711377385,7.986275640589051,-7.214587365458941,-9.314080563646607,No,True,False,True
can be used to pour things,a cricket,'',Can a cricket be used to pour things?,No,random,20.0,2,-10.748674392700195,-7.96861457824707,-3.5168484260771598,1.3584886667074727,-7.231825966623036,-9.327103244954543,No,True,False,True
can be used to shape stones,a budgie,'',Can a budgie be used to shape stones?,No,random,20.0,3,-7.901176929473877,-3.0303666591644287,-0.7055236340855204,6.222089626194377,-7.1956532953883565,-9.252456285358805,No,True,False,True
can be used to throw over long distances,a catapult,'',Can a catapult be used to throw over long distances?,Yes,random,20.0,2,-0.1623470038175583,-9.436980247497559,7.069478962805477,-0.10987700254301558,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be used to throw over long distances,an ashtray,'',Can an ashtray be used to throw over long distances?,No,random,20.0,2,-11.615243911743164,-5.652042388916016,-4.3834179451201285,3.6750608560385274,-7.231825966623036,-9.327103244954543,No,True,False,True
can be used to wash cars,a television,'',Can a television be used to wash cars?,No,random,20.0,0,-11.621399879455566,-0.0813080370426178,-4.416276488918811,9.273062897781797,-7.205123390536755,-9.354370934824415,No,True,False,True
can be used while cooking pasta,a salmon,'',Can a salmon be used while cooking pasta?,No,random,20.0,3,-5.749446868896484,-10.4999418258667,1.4462064264918721,-1.2474855405078937,-7.1956532953883565,-9.252456285358805,Yes,False,True,False
can be used with toast,butter,'',Can butter be used with toast?,Yes,random,20.0,2,-0.6634165048599243,-10.303332328796387,6.568409461763111,-0.9762290838418437,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can be used with toast,a nut,'',Can a nut be used with toast?,No,random,20.0,1,-6.809322357177734,-13.374446868896484,0.3734679382205721,-4.035216561305736,-7.1827902953983065,-9.339230307590748,Yes,False,True,False
can be without a back,a bench,'',Can a bench be without a back?,Yes,random,20.0,3,-5.245082378387451,-11.186643600463867,1.9505709170009053,-1.9341873151050617,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can be without a brim,a cap,'',Can a cap be without a brim?,Yes,random,20.0,1,-7.806190013885498,-14.061530113220215,-0.6233997184871916,-4.722299805629467,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can be worn,a rose,'',Can a rose be worn?,No,random,20.0,1,-4.184695243835449,-7.811643600463867,2.9980950515628573,1.527586707126881,-7.1827902953983065,-9.339230307590748,Yes,False,True,False
can be worn for workouts,a sweater,'',Can a sweater be worn for workouts?,No,random,20.0,2,-1.3870806694030762,-9.560688018798828,5.844745297219959,-0.2335847738442851,-7.231825966623036,-9.327103244954543,Yes,False,True,False
can be worn with a tie,a shirt,'',Can a shirt be worn with a tie?,Yes,random,20.0,4,-4.338676929473877,-10.436530113220215,2.8759104359850642,-1.1224495495736075,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can be worn with cufflinks,a dress,'',Can a dress be worn with cufflinks?,No,random,20.0,2,-8.80866813659668,-5.4979472160339355,-1.5768421699736441,3.8291560289206075,-7.231825966623036,-9.327103244954543,No,True,False,True
can be worn with scarves,a hawk,'',Can a hawk be worn with scarves?,No,random,20.0,1,-3.338003158569336,-10.68366813659668,3.8447871368289706,-1.3444378290059316,-7.1827902953983065,-9.339230307590748,Yes,False,True,False
can be wrapped around the body,a skirt,'',Can a skirt be wrapped around the body?,Yes,random,20.0,4,-6.556190013885498,-10.561530113220215,0.6583973515734431,-1.2474495495736075,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can be wrinkly,a thumb,'',Can a thumb be wrinkly?,Yes,random,20.0,3,-6.998588562011719,-13.562254905700684,0.19706473337663777,-4.309798620341878,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can beat,a heart,'',Can a heart beat?,Yes,random,20.0,2,-7.164254665374756,-10.366905212402344,0.0675713012482797,-1.0398019674478007,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can beat,an ox,'',Can an ox beat?,No,random,20.0,2,-7.007617950439453,-8.47024917602539,0.22420801618358244,0.8568540689291524,-7.231825966623036,-9.327103244954543,Yes,False,False,True
can become a plague,a locust,'',Can a locust become a plague?,Yes,random,20.0,4,-5.368284702301025,-10.49849796295166,1.8463026631579158,-1.1844173993050529,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can become a plague,earmuffs,'',Can earmuffs become a plague?,No,random,20.0,2,-9.37092113494873,-7.4363298416137695,-2.139095168325695,1.8907734033407735,-7.231825966623036,-9.327103244954543,No,True,False,True
can beep,a microwave,'',Can a microwave beep?,Yes,random,20.0,1,-8.998967170715332,-13.499796867370605,-1.8161768753170255,-4.160566559779857,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can bite,a revolver,'',Can a revolver bite?,No,random,20.0,0,-3.7092928886413574,-4.527535915374756,3.495830501895398,4.826835019449659,-7.205123390536755,-9.354370934824415,Yes,False,False,True
can bleed,a typewriter,'',Can a typewriter bleed?,No,random,20.0,4,-10.367393493652344,-5.341760158538818,-3.1528061281934026,3.972320405107789,-7.214587365458941,-9.314080563646607,No,True,False,True
can block out sunlight,an oak tree,'',Can an oak tree block out sunlight?,Yes,random,20.0,2,-3.3057847023010254,-9.310446739196777,3.92604126432201,0.01665650575776567,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can blow in the wind,a tulip,'',Can a tulip blow in the wind?,Yes,random,20.0,2,-6.989618301391602,-12.559117317199707,0.242207665231434,-3.232014072245164,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can bob its head,a pigeon,'',Can a pigeon bob its head?,Yes,random,20.0,3,-6.868690013885498,-14.374290466308594,0.32696328150285847,-5.121834180949788,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can bob its head,lemon,'',Can lemon bob its head?,No,random,20.0,1,-9.431190490722656,-6.530679702758789,-2.2484001953243498,2.808550604831959,-7.1827902953983065,-9.339230307590748,No,True,False,True
can boil water,a rose,'',Can a rose boil water?,No,random,20.0,0,-15.4874906539917,-4.5279717445373535,-8.282367263454944,4.826399190287061,-7.205123390536755,-9.354370934824415,No,True,False,True
can bounce,a canary,'',Can a canary bounce?,No,random,20.0,0,-6.809322357177734,-8.812185287475586,0.39580103335902095,0.5421856473488287,-7.205123390536755,-9.354370934824415,Yes,False,False,True
can box,a helicopter,'',Can a helicopter box?,No,random,20.0,2,-5.9541401863098145,-5.091880798339844,1.277685780313221,4.235222446614699,-7.231825966623036,-9.327103244954543,No,True,False,True
can bray,a raccoon,'',Can a raccoon bray?,No,random,20.0,3,-9.559514999389648,-5.437269687652588,-2.363861704001292,3.8151865977062176,-7.1956532953883565,-9.252456285358805,No,True,False,True
can break when dropped,a wasp,'',Can a wasp break when dropped?,No,random,20.0,2,-10.491385459899902,-13.061088562011719,-3.259559493276867,-3.7339853170571757,-7.231825966623036,-9.327103244954543,Yes,False,True,False
can broadcast,a jar,'',Can a jar broadcast?,No,random,20.0,0,-9.434165000915527,-8.4874906539917,-2.229041610378772,0.8668802808327154,-7.205123390536755,-9.354370934824415,No,True,False,True
can build,a beaver,'',Can a beaver build?,Yes,random,20.0,4,-4.622524261474609,-9.874446868896484,2.592063103984332,-0.5603663052498771,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can build natural dams,a beaver,'',Can a beaver build natural dams?,Yes,random,20.0,4,-2.810688018798828,-11.499796867370605,4.403899346660113,-2.185716303723998,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can build nests,radish,'',Can radish build nests?,No,random,20.0,0,-6.871822357177734,-4.999541759490967,0.33330103335902095,4.354829175333448,-7.205123390536755,-9.354370934824415,No,True,False,True
can burst,pliers,'',Can pliers burst?,No,random,20.0,1,-5.7505693435668945,-6.585399627685547,1.432220951831412,2.7538306799052013,-7.1827902953983065,-9.339230307590748,Yes,False,False,True
can camouflage,a lizard,'',Can a lizard camouflage?,Yes,random,20.0,1,-2.9976742267608643,-8.937143325805664,4.185116068637442,0.40208698178508406,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can camouflage,a cheetah,'',Can a cheetah camouflage?,No,random,20.0,4,-8.68599796295166,-2.515375852584839,-1.471410597492719,6.798704711061768,-7.214587365458941,-9.314080563646607,No,True,False,True
can canter,turnip,'',Can turnip canter?,No,random,20.0,2,-7.185173988342285,-8.186790466308594,0.046651978280750406,1.1403127786459493,-7.231825966623036,-9.327103244954543,Yes,False,False,True
can capture memories,celery,'',Can celery capture memories?,No,random,20.0,3,-9.496822357177734,-2.8425426483154297,-2.301169061789378,6.409913637043376,-7.1956532953883565,-9.252456285358805,No,True,False,True
can carry a lot of people,a van,'',Can a van carry a lot of people?,Yes,random,20.0,1,-1.7532771825790405,-10.43366813659668,5.429513112819266,-1.0944378290059316,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can carry leaves,a rollerskate,'',Can a rollerskate carry leaves?,No,random,20.0,0,-6.493284702301025,-11.185688018798828,0.7118386882357299,-1.8313170839744135,-7.205123390536755,-9.354370934824415,Yes,False,True,False
can carry objects,a sledge,'',Can a sledge carry objects?,Yes,random,20.0,3,-6.7163543701171875,-13.558158874511719,0.479298925271169,-4.305702589152913,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can carry salmonella,a chicken,'',Can a chicken carry salmonella?,Yes,random,20.0,2,-0.7258253693580627,-9.420440673828125,6.506000597264973,-0.09333742887358198,-7.231825966623036,-9.327103244954543,Yes,True,True,True
can cause an itch,a daisy,'',Can a daisy cause an itch?,No,random,20.0,3,-4.405517578125,-14.312095642089844,2.7901357172633565,-5.059639356731038,-7.1956532953883565,-9.252456285358805,Yes,False,True,False
can cause injuries,a corkscrew,'',Can a corkscrew cause injuries?,No,random,20.0,3,-1.4357978105545044,-11.874446868896484,5.759855484833852,-2.621990583537679,-7.1956532953883565,-9.252456285358805,Yes,False,True,False
can cause tears when chopped,a sledge,'',Can a sledge cause tears when chopped?,No,random,20.0,4,-8.93599796295166,-9.937254905700684,-1.721410597492719,-0.6231743420540763,-7.214587365458941,-9.314080563646607,Yes,False,False,True
can chew,a dog,'',Can a dog chew?,Yes,random,20.0,1,-5.264710903167725,-10.931190490722656,1.9180793922305819,-1.5919601831319081,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
can chill food,a refrigerator,'',Can a refrigerator chill food?,Yes,random,20.0,3,-7.5613298416137695,-13.499568939208984,-0.365676546225413,-4.247112653850179,-7.1956532953883565,-9.252456285358805,Yes,True,True,True
can chirp,an oven,'',Can an oven chirp?,No,random,20.0,0,-7.6229472160339355,-13.374446868896484,-0.4178238254971802,-4.02007593407207,-7.205123390536755,-9.354370934824415,Yes,False,True,False
can chop food,a ship,'',Can a ship chop food?,No,random,20.0,0,-10.678885459899902,-7.1238298416137695,-3.473762069363147,2.230541093210645,-7.205123390536755,-9.354370934824415,No,True,False,True
can climb,a coffee maker,'',Can a coffee maker climb?,No,random,20.0,2,-12.059117317199707,-2.5619113445281982,-4.8272913505766715,6.765191900426345,-7.231825966623036,-9.327103244954543,No,True,False,True
can cling to rocks,a sheep,'',Can a sheep cling to rocks?,No,random,20.0,4,-8.056190490722656,-8.560797691345215,-0.8416031252637151,0.7532828723013925,-7.214587365458941,-9.314080563646607,Yes,False,False,True
can collect nectar,an ox,'',Can an ox collect nectar?,No,random,20.0,4,-9.746617317199707,-9.936744689941406,-2.532029951740766,-0.622664126294799,-7.214587365458941,-9.314080563646607,Yes,False,False,True
can come in bars,chocolate,'',Can chocolate come in bars?,Yes,random,20.0,4,-3.949897289276123,-11.436400413513184,3.264690076182818,-2.1223198498665763,-7.214587365458941,-9.314080563646607,Yes,True,True,True
can come in multiple shapes,bread,'',Can bread come in multiple shapes?,Yes,random,20.0,1,-5.556929588317871,-15.059514999389648,1.6258607070804354,-5.7202846917989,-7.1827902953983065,-9.339230307590748,Yes,True,True,True
