Domain,Family,Model,Plain Acc,KFold Acc,Acc % Change,Plain RSTD,KFold RSTD,RSTD % Change
formal_logic,Llama,Llama-2-13b-chat-hf,0.2857,0.2857,+0.00%,0.1417,0.0695,-50.94%
global_facts,Llama,Llama-2-13b-chat-hf,0.3300,0.3000,-9.09%,0.3132,0.1151,-63.26%
high_school_biology,Llama,Llama-2-13b-chat-hf,0.6065,0.6032,-0.53%,0.1055,0.0793,-24.83%
high_school_chemistry,Llama,Llama-2-13b-chat-hf,0.3596,0.3842,+6.85%,0.2078,0.0715,-65.57%
high_school_computer_science,Llama,Llama-2-13b-chat-hf,0.5200,0.5700,+9.62%,0.0959,0.1221,+27.30%
high_school_european_history,Llama,Llama-2-13b-chat-hf,0.6485,0.6364,-1.87%,0.1346,0.0783,-41.85%
high_school_geography,Llama,Llama-2-13b-chat-hf,0.6515,0.6566,+0.78%,0.0816,0.0842,+3.14%
high_school_government_and_politics,Llama,Llama-2-13b-chat-hf,0.6995,0.7098,+1.48%,0.0878,0.0785,-10.56%
high_school_macroeconomics,Llama,Llama-2-13b-chat-hf,0.4436,0.4615,+4.05%,0.1257,0.0850,-32.38%
high_school_mathematics,Llama,Llama-2-13b-chat-hf,0.2778,0.2407,-13.33%,0.2761,0.1566,-43.30%
high_school_microeconomics,Llama,Llama-2-13b-chat-hf,0.4496,0.4874,+8.41%,0.1450,0.1038,-28.42%
high_school_physics,Llama,Llama-2-13b-chat-hf,0.3179,0.3377,+6.25%,0.1966,0.1323,-32.70%
high_school_psychology,Llama,Llama-2-13b-chat-hf,0.6550,0.6826,+4.20%,0.1304,0.0702,-46.20%
high_school_statistics,Llama,Llama-2-13b-chat-hf,0.3148,0.3657,+16.18%,0.1589,0.0710,-55.36%
high_school_us_history,Llama,Llama-2-13b-chat-hf,0.6520,0.6569,+0.75%,0.1501,0.1484,-1.12%
high_school_world_history,Llama,Llama-2-13b-chat-hf,0.7215,0.6962,-3.51%,0.0743,0.0334,-55.05%
human_aging,Llama,Llama-2-13b-chat-hf,0.6099,0.5830,-4.41%,0.1806,0.1599,-11.45%
human_sexuality,Llama,Llama-2-13b-chat-hf,0.5649,0.5802,+2.70%,0.1007,0.0622,-38.17%
international_law,Llama,Llama-2-13b-chat-hf,0.7025,0.6860,-2.35%,0.2247,0.1664,-25.98%
jurisprudence,Llama,Llama-2-13b-chat-hf,0.6296,0.6204,-1.47%,0.1909,0.0764,-59.98%
logical_fallacies,Llama,Llama-2-13b-chat-hf,0.5828,0.5828,+0.00%,0.0834,0.1210,+45.11%
machine_learning,Llama,Llama-2-13b-chat-hf,0.2679,0.2857,+6.67%,0.1741,0.0947,-45.60%
management,Llama,Llama-2-13b-chat-hf,0.6311,0.6408,+1.54%,0.0877,0.1137,+29.69%
marketing,Llama,Llama-2-13b-chat-hf,0.7393,0.7607,+2.89%,0.0695,0.0962,+38.46%
medical_genetics,Llama,Llama-2-13b-chat-hf,0.6100,0.5700,-6.56%,0.0907,0.0619,-31.77%
miscellaneous,Llama,Llama-2-13b-chat-hf,0.7139,0.7101,-0.54%,0.0970,0.0936,-3.49%
moral_disputes,Llama,Llama-2-13b-chat-hf,0.5838,0.5809,-0.50%,0.1240,0.1190,-4.06%
moral_scenarios,Llama,Llama-2-13b-chat-hf,0.2615,0.2693,+2.99%,0.4251,0.2328,-45.23%
nutrition,Llama,Llama-2-13b-chat-hf,0.5621,0.5654,+0.58%,0.1267,0.0850,-32.95%
philosophy,Llama,Llama-2-13b-chat-hf,0.5852,0.5723,-2.20%,0.1241,0.1007,-18.80%
prehistory,Llama,Llama-2-13b-chat-hf,0.5648,0.5741,+1.64%,0.0820,0.0788,-3.89%
professional_accounting,Llama,Llama-2-13b-chat-hf,0.3759,0.3652,-2.83%,0.1930,0.1301,-32.60%
professional_law,Llama,Llama-2-13b-chat-hf,0.3950,0.4029,+1.98%,0.1394,0.0586,-58.01%
professional_medicine,Llama,Llama-2-13b-chat-hf,0.4338,0.4890,+12.71%,0.2157,0.1254,-41.88%
professional_psychology,Llama,Llama-2-13b-chat-hf,0.4967,0.5082,+2.30%,0.1659,0.1047,-36.93%
public_relations,Llama,Llama-2-13b-chat-hf,0.6182,0.6091,-1.47%,0.0954,0.0698,-26.78%
security_studies,Llama,Llama-2-13b-chat-hf,0.5918,0.5878,-0.69%,0.1617,0.1389,-14.10%
sociology,Llama,Llama-2-13b-chat-hf,0.7015,0.7015,+0.00%,0.0848,0.0801,-5.47%
us_foreign_policy,Llama,Llama-2-13b-chat-hf,0.7000,0.6900,-1.43%,0.0599,0.0770,+28.53%
virology,Llama,Llama-2-13b-chat-hf,0.4337,0.4277,-1.39%,0.0361,0.0733,+102.90%
world_religions,Llama,Llama-2-13b-chat-hf,0.7251,0.7368,+1.61%,0.1247,0.1070,-14.19%
abstract_algebra,Llama,Llama-2-13b-hf,0.3100,0.3200,+3.23%,0.3000,0.1698,-43.39%
anatomy,Llama,Llama-2-13b-hf,0.5111,0.5111,+0.00%,0.1113,0.0905,-18.63%
astronomy,Llama,Llama-2-13b-hf,0.4803,0.4737,-1.37%,0.0483,0.0573,+18.58%
business_ethics,Llama,Llama-2-13b-hf,0.4900,0.4900,+0.00%,0.1250,0.0114,-90.87%
clinical_knowledge,Llama,Llama-2-13b-hf,0.5396,0.5623,+4.20%,0.1358,0.0735,-45.88%
college_biology,Llama,Llama-2-13b-hf,0.5000,0.5000,+0.00%,0.0681,0.0965,+41.62%
college_chemistry,Llama,Llama-2-13b-hf,0.3700,0.3500,-5.41%,0.1627,0.0524,-67.81%
college_computer_science,Llama,Llama-2-13b-hf,0.4000,0.4100,+2.50%,0.1384,0.0396,-71.40%
college_mathematics,Llama,Llama-2-13b-hf,0.2600,0.3200,+23.08%,0.1307,0.0990,-24.26%
college_medicine,Llama,Llama-2-13b-hf,0.4971,0.4566,-8.14%,0.1197,0.1280,+6.87%
college_physics,Llama,Llama-2-13b-hf,0.3137,0.2549,-18.75%,0.1372,0.0888,-35.25%
computer_security,Llama,Llama-2-13b-hf,0.6800,0.6500,-4.41%,0.1497,0.1249,-16.59%
conceptual_physics,Llama,Llama-2-13b-hf,0.3617,0.3702,+2.35%,0.0802,0.0471,-41.23%
econometrics,Llama,Llama-2-13b-hf,0.2632,0.2895,+10.00%,0.1796,0.1423,-20.74%
electrical_engineering,Llama,Llama-2-13b-hf,0.5172,0.5172,+0.00%,0.1190,0.0412,-65.42%
elementary_mathematics,Llama,Llama-2-13b-hf,0.2910,0.2989,+2.73%,0.1775,0.0845,-52.42%
formal_logic,Llama,Llama-2-13b-hf,0.2857,0.3016,+5.56%,0.1223,0.1143,-6.58%
global_facts,Llama,Llama-2-13b-hf,0.3700,0.3700,+0.00%,0.2920,0.0979,-66.48%
high_school_biology,Llama,Llama-2-13b-hf,0.6226,0.6194,-0.52%,0.0415,0.0623,+50.20%
high_school_chemistry,Llama,Llama-2-13b-hf,0.4039,0.4089,+1.22%,0.1197,0.0878,-26.65%
high_school_computer_science,Llama,Llama-2-13b-hf,0.5200,0.5500,+5.77%,0.0819,0.1300,+58.71%
high_school_european_history,Llama,Llama-2-13b-hf,0.6545,0.6667,+1.85%,0.0969,0.1046,+7.97%
high_school_geography,Llama,Llama-2-13b-hf,0.6616,0.6162,-6.87%,0.0517,0.0569,+10.01%
high_school_government_and_politics,Llama,Llama-2-13b-hf,0.7202,0.6684,-7.19%,0.0621,0.1253,+101.92%
high_school_macroeconomics,Llama,Llama-2-13b-hf,0.4538,0.4385,-3.39%,0.0316,0.0561,+77.67%
high_school_mathematics,Llama,Llama-2-13b-hf,0.2481,0.2481,+0.00%,0.2058,0.0997,-51.55%
high_school_microeconomics,Llama,Llama-2-13b-hf,0.5210,0.5042,-3.23%,0.0470,0.0861,+83.22%
high_school_physics,Llama,Llama-2-13b-hf,0.3113,0.3179,+2.13%,0.0698,0.0486,-30.34%
high_school_psychology,Llama,Llama-2-13b-hf,0.6954,0.6844,-1.58%,0.0725,0.0847,+16.86%
high_school_statistics,Llama,Llama-2-13b-hf,0.3981,0.3889,-2.33%,0.1008,0.0767,-23.91%
high_school_us_history,Llama,Llama-2-13b-hf,0.6863,0.6618,-3.57%,0.1454,0.1154,-20.62%
high_school_world_history,Llama,Llama-2-13b-hf,0.6709,0.6624,-1.26%,0.0372,0.1186,+218.73%
human_aging,Llama,Llama-2-13b-hf,0.5695,0.5695,+0.00%,0.1398,0.1332,-4.77%
human_sexuality,Llama,Llama-2-13b-hf,0.6336,0.6031,-4.82%,0.0963,0.0289,-70.01%
international_law,Llama,Llama-2-13b-hf,0.6694,0.6281,-6.17%,0.0958,0.1089,+13.68%
jurisprudence,Llama,Llama-2-13b-hf,0.6019,0.6111,+1.54%,0.1455,0.0928,-36.26%
logical_fallacies,Llama,Llama-2-13b-hf,0.5460,0.5153,-5.62%,0.1173,0.1219,+3.98%
machine_learning,Llama,Llama-2-13b-hf,0.2857,0.2411,-15.62%,0.1323,0.0479,-63.78%
management,Llama,Llama-2-13b-hf,0.6408,0.6311,-1.52%,0.1056,0.1137,+7.67%
marketing,Llama,Llama-2-13b-hf,0.7393,0.7436,+0.58%,0.0951,0.0767,-19.31%
medical_genetics,Llama,Llama-2-13b-hf,0.5800,0.5400,-6.90%,0.0820,0.1043,+27.23%
miscellaneous,Llama,Llama-2-13b-hf,0.7292,0.7178,-1.58%,0.0559,0.0664,+18.82%
moral_disputes,Llama,Llama-2-13b-hf,0.5896,0.5809,-1.47%,0.1173,0.1058,-9.79%
moral_scenarios,Llama,Llama-2-13b-hf,0.2447,0.2737,+11.87%,0.1846,0.1511,-18.15%
nutrition,Llama,Llama-2-13b-hf,0.5850,0.5784,-1.12%,0.0783,0.0776,-0.86%
philosophy,Llama,Llama-2-13b-hf,0.6045,0.6077,+0.53%,0.1045,0.0832,-20.41%
prehistory,Llama,Llama-2-13b-hf,0.5463,0.5463,+0.00%,0.0987,0.0627,-36.45%
professional_accounting,Llama,Llama-2-13b-hf,0.4220,0.3830,-9.24%,0.0620,0.0535,-13.65%
professional_law,Llama,Llama-2-13b-hf,0.4270,0.4198,-1.68%,0.1449,0.0741,-48.86%
professional_medicine,Llama,Llama-2-13b-hf,0.4191,0.5110,+21.93%,0.1968,0.1242,-36.86%
professional_psychology,Llama,Llama-2-13b-hf,0.5065,0.4935,-2.58%,0.0973,0.0900,-7.45%
public_relations,Llama,Llama-2-13b-hf,0.5636,0.5273,-6.45%,0.0980,0.1382,+41.04%
security_studies,Llama,Llama-2-13b-hf,0.5796,0.5837,+0.70%,0.2599,0.1813,-30.27%
sociology,Llama,Llama-2-13b-hf,0.7413,0.6816,-8.05%,0.0914,0.0955,+4.56%
us_foreign_policy,Llama,Llama-2-13b-hf,0.6900,0.7000,+1.45%,0.1302,0.0857,-34.15%
virology,Llama,Llama-2-13b-hf,0.4337,0.4337,+0.00%,0.0862,0.0235,-72.71%
world_religions,Llama,Llama-2-13b-hf,0.7485,0.7310,-2.34%,0.0611,0.0617,+0.89%
abstract_algebra,Llama,Llama-2-7b-chat-hf,0.3600,0.2400,-33.33%,0.2624,0.1075,-59.04%
anatomy,Llama,Llama-2-7b-chat-hf,0.4963,0.5037,+1.49%,0.1211,0.0962,-20.56%
astronomy,Llama,Llama-2-7b-chat-hf,0.3882,0.4276,+10.17%,0.0971,0.0866,-10.84%
business_ethics,Llama,Llama-2-7b-chat-hf,0.4200,0.5200,+23.81%,0.2098,0.0816,-61.12%
clinical_knowledge,Llama,Llama-2-7b-chat-hf,0.4943,0.5132,+3.82%,0.0828,0.0377,-54.45%
college_biology,Llama,Llama-2-7b-chat-hf,0.4653,0.4931,+5.97%,0.0888,0.0273,-69.30%
college_chemistry,Llama,Llama-2-7b-chat-hf,0.2900,0.3100,+6.90%,0.1219,0.0476,-60.94%
college_computer_science,Llama,Llama-2-7b-chat-hf,0.3100,0.3300,+6.45%,0.0879,0.1050,+19.37%
college_mathematics,Llama,Llama-2-7b-chat-hf,0.3300,0.4300,+30.30%,0.2714,0.0652,-75.96%
college_medicine,Llama,Llama-2-7b-chat-hf,0.4104,0.4393,+7.04%,0.1100,0.0642,-41.63%
college_physics,Llama,Llama-2-7b-chat-hf,0.1961,0.1961,+0.00%,0.1708,0.0684,-59.93%
computer_security,Llama,Llama-2-7b-chat-hf,0.4900,0.5200,+6.12%,0.2207,0.1361,-38.32%
conceptual_physics,Llama,Llama-2-7b-chat-hf,0.3745,0.3660,-2.27%,0.2152,0.0445,-79.33%
econometrics,Llama,Llama-2-7b-chat-hf,0.3684,0.3333,-9.52%,0.1761,0.1102,-37.41%
electrical_engineering,Llama,Llama-2-7b-chat-hf,0.4000,0.4276,+6.90%,0.1908,0.0694,-63.64%
elementary_mathematics,Llama,Llama-2-7b-chat-hf,0.2751,0.2831,+2.88%,0.2497,0.0609,-75.62%
formal_logic,Llama,Llama-2-7b-chat-hf,0.2619,0.3333,+27.27%,0.2276,0.0522,-77.09%
global_facts,Llama,Llama-2-7b-chat-hf,0.3900,0.3000,-23.08%,0.1826,0.0475,-74.00%
high_school_biology,Llama,Llama-2-7b-chat-hf,0.5161,0.5452,+5.63%,0.1316,0.0692,-47.41%
high_school_chemistry,Llama,Llama-2-7b-chat-hf,0.3793,0.3892,+2.60%,0.1499,0.1056,-29.57%
high_school_computer_science,Llama,Llama-2-7b-chat-hf,0.4300,0.4000,-6.98%,0.1651,0.0840,-49.12%
high_school_european_history,Llama,Llama-2-7b-chat-hf,0.5515,0.6000,+8.79%,0.1353,0.0487,-64.05%
high_school_geography,Llama,Llama-2-7b-chat-hf,0.5455,0.5909,+8.33%,0.0940,0.0289,-69.25%
high_school_government_and_politics,Llama,Llama-2-7b-chat-hf,0.6528,0.6528,+0.00%,0.1595,0.1199,-24.85%
high_school_macroeconomics,Llama,Llama-2-7b-chat-hf,0.3590,0.4051,+12.86%,0.1699,0.0341,-79.95%
high_school_mathematics,Llama,Llama-2-7b-chat-hf,0.3148,0.2556,-18.82%,0.3116,0.0519,-83.34%
high_school_microeconomics,Llama,Llama-2-7b-chat-hf,0.4076,0.4034,-1.03%,0.1950,0.1031,-47.16%
high_school_physics,Llama,Llama-2-7b-chat-hf,0.2252,0.2848,+26.47%,0.1878,0.0600,-68.06%
high_school_psychology,Llama,Llama-2-7b-chat-hf,0.6018,0.6220,+3.35%,0.1459,0.0424,-70.92%
high_school_statistics,Llama,Llama-2-7b-chat-hf,0.2731,0.3565,+30.51%,0.1810,0.0873,-51.74%
high_school_us_history,Llama,Llama-2-7b-chat-hf,0.5784,0.5539,-4.24%,0.1078,0.0864,-19.85%
high_school_world_history,Llama,Llama-2-7b-chat-hf,0.6118,0.6076,-0.69%,0.1483,0.0875,-41.01%
human_aging,Llama,Llama-2-7b-chat-hf,0.5247,0.4709,-10.26%,0.1314,0.0822,-37.42%
human_sexuality,Llama,Llama-2-7b-chat-hf,0.4962,0.5344,+7.69%,0.1538,0.0720,-53.17%
international_law,Llama,Llama-2-7b-chat-hf,0.5702,0.6033,+5.80%,0.2316,0.1263,-45.46%
jurisprudence,Llama,Llama-2-7b-chat-hf,0.5741,0.5833,+1.61%,0.1018,0.0447,-56.08%
logical_fallacies,Llama,Llama-2-7b-chat-hf,0.4663,0.4724,+1.32%,0.0973,0.0706,-27.47%
machine_learning,Llama,Llama-2-7b-chat-hf,0.2679,0.2946,+10.00%,0.1125,0.1233,+9.57%
management,Llama,Llama-2-7b-chat-hf,0.5534,0.5631,+1.75%,0.2159,0.1264,-41.43%
marketing,Llama,Llama-2-7b-chat-hf,0.6923,0.6966,+0.62%,0.0841,0.0537,-36.17%
medical_genetics,Llama,Llama-2-7b-chat-hf,0.5000,0.4900,-2.00%,0.1636,0.0842,-48.56%
miscellaneous,Llama,Llama-2-7b-chat-hf,0.6398,0.6513,+1.80%,0.1107,0.0248,-77.57%
moral_disputes,Llama,Llama-2-7b-chat-hf,0.4798,0.4653,-3.01%,0.0866,0.0557,-35.68%
moral_scenarios,Llama,Llama-2-7b-chat-hf,0.2168,0.2570,+18.56%,0.2766,0.1628,-41.13%
nutrition,Llama,Llama-2-7b-chat-hf,0.5131,0.5065,-1.27%,0.1312,0.0602,-54.09%
philosophy,Llama,Llama-2-7b-chat-hf,0.5080,0.4920,-3.16%,0.0995,0.0640,-35.71%
prehistory,Llama,Llama-2-7b-chat-hf,0.5370,0.5309,-1.15%,0.0683,0.0128,-81.21%
professional_accounting,Llama,Llama-2-7b-chat-hf,0.3723,0.3759,+0.95%,0.1925,0.0874,-54.59%
professional_law,Llama,Llama-2-7b-chat-hf,0.3553,0.3625,+2.02%,0.1509,0.0399,-73.60%
professional_medicine,Llama,Llama-2-7b-chat-hf,0.3640,0.4412,+21.21%,0.1806,0.0371,-79.48%
professional_psychology,Llama,Llama-2-7b-chat-hf,0.4493,0.4510,+0.36%,0.1721,0.0771,-55.18%
public_relations,Llama,Llama-2-7b-chat-hf,0.5364,0.5182,-3.39%,0.1746,0.1024,-41.37%
security_studies,Llama,Llama-2-7b-chat-hf,0.4286,0.4367,+1.90%,0.0925,0.0408,-55.91%
sociology,Llama,Llama-2-7b-chat-hf,0.6219,0.6169,-0.80%,0.1660,0.0886,-46.62%
us_foreign_policy,Llama,Llama-2-7b-chat-hf,0.6500,0.6300,-3.08%,0.1158,0.1002,-13.46%
virology,Llama,Llama-2-7b-chat-hf,0.4217,0.4458,+5.71%,0.1107,0.0540,-51.23%
world_religions,Llama,Llama-2-7b-chat-hf,0.6433,0.6257,-2.73%,0.1702,0.0875,-48.60%
abstract_algebra,Llama,Llama-2-7b-hf,0.2800,0.2500,-10.71%,0.2894,0.1958,-32.35%
anatomy,Llama,Llama-2-7b-hf,0.3926,0.4370,+11.32%,0.2327,0.0727,-68.75%
astronomy,Llama,Llama-2-7b-hf,0.3421,0.3947,+15.38%,0.1584,0.0594,-62.49%
business_ethics,Llama,Llama-2-7b-hf,0.4400,0.4100,-6.82%,0.3014,0.1498,-50.32%
clinical_knowledge,Llama,Llama-2-7b-hf,0.4038,0.4604,+14.02%,0.2019,0.0420,-79.22%
college_biology,Llama,Llama-2-7b-hf,0.3819,0.4236,+10.91%,0.2153,0.0974,-54.76%
college_chemistry,Llama,Llama-2-7b-hf,0.2400,0.3300,+37.50%,0.1733,0.0564,-67.46%
college_computer_science,Llama,Llama-2-7b-hf,0.3100,0.3400,+9.68%,0.1031,0.0293,-71.61%
college_mathematics,Llama,Llama-2-7b-hf,0.4300,0.4200,-2.33%,0.2152,0.1158,-46.21%
college_medicine,Llama,Llama-2-7b-hf,0.3353,0.3526,+5.17%,0.1264,0.1041,-17.66%
college_physics,Llama,Llama-2-7b-hf,0.2157,0.2157,+0.00%,0.2001,0.1558,-22.11%
computer_security,Llama,Llama-2-7b-hf,0.5300,0.5400,+1.89%,0.2653,0.0888,-66.54%
conceptual_physics,Llama,Llama-2-7b-hf,0.3915,0.3830,-2.17%,0.2144,0.0691,-67.76%
econometrics,Llama,Llama-2-7b-hf,0.2632,0.3333,+26.67%,0.1256,0.0530,-57.83%
electrical_engineering,Llama,Llama-2-7b-hf,0.3379,0.3724,+10.20%,0.1949,0.0554,-71.56%
elementary_mathematics,Llama,Llama-2-7b-hf,0.2778,0.2963,+6.67%,0.2095,0.0838,-60.02%
formal_logic,Llama,Llama-2-7b-hf,0.2857,0.2778,-2.78%,0.1674,0.0525,-68.67%
global_facts,Llama,Llama-2-7b-hf,0.2700,0.3100,+14.81%,0.1633,0.0609,-62.68%
high_school_biology,Llama,Llama-2-7b-hf,0.4484,0.4613,+2.88%,0.1711,0.0525,-69.30%
high_school_chemistry,Llama,Llama-2-7b-hf,0.2857,0.3251,+13.79%,0.1864,0.0835,-55.19%
high_school_computer_science,Llama,Llama-2-7b-hf,0.3100,0.3900,+25.81%,0.1038,0.0833,-19.72%
high_school_european_history,Llama,Llama-2-7b-hf,0.5091,0.4909,-3.57%,0.1195,0.1107,-7.36%
high_school_geography,Llama,Llama-2-7b-hf,0.3990,0.4646,+16.46%,0.1392,0.0353,-74.62%
high_school_government_and_politics,Llama,Llama-2-7b-hf,0.4974,0.5389,+8.33%,0.2149,0.0980,-54.39%
high_school_macroeconomics,Llama,Llama-2-7b-hf,0.3205,0.3487,+8.80%,0.2433,0.0517,-78.75%
high_school_mathematics,Llama,Llama-2-7b-hf,0.2778,0.2852,+2.67%,0.2132,0.0564,-73.53%
high_school_microeconomics,Llama,Llama-2-7b-hf,0.3109,0.3613,+16.22%,0.1821,0.0749,-58.86%
high_school_physics,Llama,Llama-2-7b-hf,0.2318,0.2384,+2.86%,0.1689,0.0378,-77.64%
high_school_psychology,Llama,Llama-2-7b-hf,0.5193,0.5651,+8.83%,0.1951,0.0795,-59.24%
high_school_statistics,Llama,Llama-2-7b-hf,0.2500,0.3194,+27.78%,0.1421,0.0384,-72.99%
high_school_us_history,Llama,Llama-2-7b-hf,0.4510,0.5000,+10.87%,0.1751,0.0985,-43.76%
high_school_world_history,Llama,Llama-2-7b-hf,0.4684,0.4768,+1.80%,0.2085,0.1151,-44.82%
human_aging,Llama,Llama-2-7b-hf,0.4305,0.4126,-4.17%,0.2480,0.0759,-69.38%
human_sexuality,Llama,Llama-2-7b-hf,0.4504,0.5115,+13.56%,0.1794,0.0701,-60.93%
international_law,Llama,Llama-2-7b-hf,0.4628,0.5124,+10.71%,0.2241,0.1592,-28.94%
jurisprudence,Llama,Llama-2-7b-hf,0.4444,0.4815,+8.33%,0.2481,0.0970,-60.89%
logical_fallacies,Llama,Llama-2-7b-hf,0.3742,0.3558,-4.92%,0.1830,0.1590,-13.13%
machine_learning,Llama,Llama-2-7b-hf,0.3661,0.3304,-9.76%,0.2984,0.2069,-30.67%
management,Llama,Llama-2-7b-hf,0.4369,0.4757,+8.89%,0.3201,0.1373,-57.12%
marketing,Llama,Llama-2-7b-hf,0.5556,0.5726,+3.08%,0.1481,0.0826,-44.20%
medical_genetics,Llama,Llama-2-7b-hf,0.4200,0.4100,-2.38%,0.3423,0.1296,-62.12%
miscellaneous,Llama,Llama-2-7b-hf,0.5594,0.5888,+5.25%,0.1853,0.0744,-59.86%
moral_disputes,Llama,Llama-2-7b-hf,0.4393,0.4335,-1.32%,0.2337,0.0132,-94.33%
moral_scenarios,Llama,Llama-2-7b-hf,0.2503,0.2514,+0.45%,0.3038,0.0970,-68.06%
nutrition,Llama,Llama-2-7b-hf,0.4052,0.4216,+4.03%,0.2207,0.0825,-62.63%
philosophy,Llama,Llama-2-7b-hf,0.3923,0.4277,+9.02%,0.2233,0.1057,-52.69%
prehistory,Llama,Llama-2-7b-hf,0.4506,0.4846,+7.53%,0.1811,0.0187,-89.68%
professional_accounting,Llama,Llama-2-7b-hf,0.3440,0.3475,+1.03%,0.1376,0.0736,-46.52%
professional_law,Llama,Llama-2-7b-hf,0.3259,0.3318,+1.80%,0.1775,0.0635,-64.22%
professional_medicine,Llama,Llama-2-7b-hf,0.2978,0.3897,+30.86%,0.2617,0.0840,-67.92%
professional_psychology,Llama,Llama-2-7b-hf,0.3954,0.4199,+6.20%,0.1905,0.0489,-74.31%
public_relations,Llama,Llama-2-7b-hf,0.4455,0.4818,+8.16%,0.1177,0.0392,-66.67%
security_studies,Llama,Llama-2-7b-hf,0.3469,0.3429,-1.18%,0.2446,0.0653,-73.31%
sociology,Llama,Llama-2-7b-hf,0.5025,0.6418,+27.72%,0.2442,0.0698,-71.42%
us_foreign_policy,Llama,Llama-2-7b-hf,0.5500,0.5700,+3.64%,0.2264,0.1016,-55.10%
virology,Llama,Llama-2-7b-hf,0.3434,0.3855,+12.28%,0.0950,0.0867,-8.75%
world_religions,Llama,Llama-2-7b-hf,0.6082,0.6374,+4.81%,0.2365,0.1231,-47.95%
abstract_algebra,MPT,mpt-30b,0.3100,0.3500,+12.90%,0.2106,0.1116,-47.01%
anatomy,MPT,mpt-30b,0.4741,0.4519,-4.69%,0.1044,0.0928,-11.12%
astronomy,MPT,mpt-30b,0.4342,0.4474,+3.03%,0.1079,0.0214,-80.12%
business_ethics,MPT,mpt-30b,0.4700,0.5000,+6.38%,0.2080,0.1412,-32.12%
clinical_knowledge,MPT,mpt-30b,0.4906,0.4906,+0.00%,0.1639,0.0609,-62.88%
college_biology,MPT,mpt-30b,0.5000,0.4861,-2.78%,0.1326,0.1330,+0.30%
college_chemistry,MPT,mpt-30b,0.3000,0.3900,+30.00%,0.1913,0.0894,-53.24%
college_computer_science,MPT,mpt-30b,0.4100,0.4000,-2.44%,0.0560,0.0891,+59.13%
college_mathematics,MPT,mpt-30b,0.3400,0.3200,-5.88%,0.1554,0.1031,-33.65%
college_medicine,MPT,mpt-30b,0.3526,0.4046,+14.75%,0.1570,0.1103,-29.73%
college_physics,MPT,mpt-30b,0.3039,0.3529,+16.13%,0.2964,0.1210,-59.16%
computer_security,MPT,mpt-30b,0.5100,0.5100,+0.00%,0.0963,0.0681,-29.25%
conceptual_physics,MPT,mpt-30b,0.3277,0.3149,-3.90%,0.1362,0.0436,-68.01%
econometrics,MPT,mpt-30b,0.2807,0.2895,+3.13%,0.1694,0.0534,-68.45%
electrical_engineering,MPT,mpt-30b,0.4828,0.4690,-2.86%,0.0905,0.0450,-50.27%
elementary_mathematics,MPT,mpt-30b,0.3016,0.3201,+6.14%,0.2001,0.0810,-59.54%
formal_logic,MPT,mpt-30b,0.2302,0.2698,+17.24%,0.1981,0.0949,-52.11%
global_facts,MPT,mpt-30b,0.3300,0.3500,+6.06%,0.1710,0.0133,-92.21%
high_school_biology,MPT,mpt-30b,0.5097,0.5226,+2.53%,0.1573,0.0839,-46.64%
high_school_chemistry,MPT,mpt-30b,0.3596,0.3645,+1.37%,0.1762,0.0779,-55.82%
high_school_computer_science,MPT,mpt-30b,0.5100,0.5200,+1.96%,0.1337,0.1056,-20.98%
high_school_european_history,MPT,mpt-30b,0.5697,0.5697,+0.00%,0.2039,0.0675,-66.89%
high_school_geography,MPT,mpt-30b,0.5354,0.5909,+10.38%,0.1235,0.0733,-40.66%
high_school_government_and_politics,MPT,mpt-30b,0.5544,0.6062,+9.35%,0.1451,0.1316,-9.27%
high_school_macroeconomics,MPT,mpt-30b,0.3795,0.4051,+6.76%,0.1590,0.0493,-69.00%
high_school_mathematics,MPT,mpt-30b,0.2519,0.2815,+11.76%,0.1681,0.0940,-44.04%
high_school_microeconomics,MPT,mpt-30b,0.3992,0.4538,+13.68%,0.1210,0.0517,-57.28%
high_school_physics,MPT,mpt-30b,0.2914,0.2715,-6.82%,0.1086,0.0303,-72.11%
high_school_psychology,MPT,mpt-30b,0.5780,0.6092,+5.40%,0.1508,0.0371,-75.38%
high_school_statistics,MPT,mpt-30b,0.2639,0.3426,+29.82%,0.1211,0.0910,-24.87%
high_school_us_history,MPT,mpt-30b,0.5490,0.5931,+8.04%,0.1984,0.0695,-64.95%
high_school_world_history,MPT,mpt-30b,0.6414,0.6371,-0.66%,0.1681,0.0837,-50.21%
human_aging,MPT,mpt-30b,0.5650,0.4978,-11.90%,0.1407,0.1243,-11.68%
human_sexuality,MPT,mpt-30b,0.5573,0.5649,+1.37%,0.1133,0.0403,-64.39%
international_law,MPT,mpt-30b,0.5455,0.5041,-7.58%,0.2253,0.1477,-34.45%
jurisprudence,MPT,mpt-30b,0.4815,0.4630,-3.85%,0.1315,0.0412,-68.66%
logical_fallacies,MPT,mpt-30b,0.4233,0.4294,+1.45%,0.0504,0.1228,+143.76%
machine_learning,MPT,mpt-30b,0.3393,0.3125,-7.89%,0.1337,0.1454,+8.79%
management,MPT,mpt-30b,0.5340,0.5437,+1.82%,0.0944,0.0231,-75.54%
marketing,MPT,mpt-30b,0.7009,0.7179,+2.44%,0.0833,0.0301,-63.89%
medical_genetics,MPT,mpt-30b,0.4300,0.4600,+6.98%,0.1342,0.0357,-73.39%
