property,prefix,Context,Question,Correct Answer,negative_sample_type,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
can pierce or impale,a rat,'',Can a rat pierce or impale?,No,random,20.0,2,-1.5306036472320557,-0.28096309304237366,0.0972704430421194,0.10894202847765494,-1.627874090274175,-0.3899051215200286,No,True,False,True
can play audio,a canary,'',Can a canary play audio?,No,random,20.0,2,-1.631949543952942,-0.2554261386394501,-0.004075453678766827,0.13447898288057852,-1.627874090274175,-0.3899051215200286,No,True,False,True
can pollinate,a hummingbird,'',Can a hummingbird pollinate?,Yes,random,20.0,2,-1.0928665399551392,-0.46445319056510925,0.5350075503190359,-0.07454806904508066,-1.627874090274175,-0.3899051215200286,No,False,True,True
can pollinate flowers,a bee,'',Can a bee pollinate flowers?,Yes,random,20.0,2,-0.4503563344478607,-1.0777623653411865,1.1775177558263143,-0.6878572438211579,-1.627874090274175,-0.3899051215200286,Yes,True,True,True
can pounce,a budgie,'',Can a budgie pounce?,No,random,20.0,0,-1.63205087184906,-0.2593570649623871,-0.014302251319445292,0.12920448601556322,-1.6177486205296148,-0.3885615509779503,No,True,False,True
can prance,a horse,'',Can a horse prance?,Yes,random,20.0,0,-0.6710319519042969,-0.7964766621589661,0.9467166686253179,-0.40791511118101575,-1.6177486205296148,-0.3885615509779503,Yes,True,True,True
can prance,an owl,'',Can an owl prance?,No,random,20.0,2,-1.850911021232605,-0.22619123756885529,-0.2230369309584299,0.1637138839511733,-1.627874090274175,-0.3899051215200286,No,True,False,True
can press,a finger,'',Can a finger press?,Yes,random,20.0,0,-0.9952408075332642,-0.49557626247406006,0.6225078129963506,-0.10701471149610975,-1.6177486205296148,-0.3885615509779503,No,False,True,True
can prevent mess,a chipmunk,'',Can a chipmunk prevent mess?,No,random,20.0,0,-1.8585830926895142,-0.23107226192951202,-0.2408344721598994,0.15748928904843829,-1.6177486205296148,-0.3885615509779503,No,True,False,True
can produce cider,pear,'',Can pear produce cider?,Yes,random,20.0,0,-1.5460319519042969,-0.298282653093338,0.07171666862531789,0.0902788978846123,-1.6177486205296148,-0.3885615509779503,No,False,False,False
can produce cider,an eel,'',Can an eel produce cider?,No,random,20.0,0,-2.28067946434021,-0.1627970188856125,-0.6629308438105952,0.22576453209233782,-1.6177486205296148,-0.3885615509779503,No,True,False,True
can protect against weapons,an armor,'',Can an armor protect against weapons?,Yes,random,20.0,1,-0.671057939529419,-0.7963945865631104,0.959327617518249,-0.4118714114451515,-1.630385557047668,-0.38452317511795886,Yes,True,True,True
can protect from spills,an apron,'',Can an apron protect from spills?,Yes,random,20.0,0,-0.9562109708786011,-0.5816436409950256,0.6615376496510137,-0.19308209001707533,-1.6177486205296148,-0.3885615509779503,No,False,True,True
can provide fitness,a bicycle,'',Can a bicycle provide fitness?,Yes,random,20.0,3,-0.6476393342018127,-0.8979966640472412,0.9782687621900723,-0.5127137861270015,-1.625908096391885,-0.3852828779202398,Yes,True,True,True
can provide shade,a pine tree,'',Can a pine tree provide shade?,Yes,random,20.0,3,-0.5028026103973389,-0.9995416402816772,1.1231054859945462,-0.6142587623614375,-1.625908096391885,-0.3852828779202398,Yes,True,True,True
can provide shelter,a houseboat,'',Can a houseboat provide shelter?,Yes,random,20.0,1,-1.0146992206573486,-0.5191436409950256,0.6156863363903193,-0.13462046587706678,-1.630385557047668,-0.38452317511795886,No,False,True,True
can provide support,a bra,'',Can a bra provide support?,Yes,random,20.0,0,-0.7530466318130493,-0.7535000443458557,0.8647019887165655,-0.3649384933679054,-1.6177486205296148,-0.3885615509779503,Yes,True,True,True
can provide water,an elephant,'',Can an elephant provide water?,No,random,20.0,0,-1.6397552490234375,-0.26323530077934265,-0.022006628493822733,0.12532625019860766,-1.6177486205296148,-0.3885615509779503,No,True,False,True
can pull things,a starling,'',Can a starling pull things?,No,random,20.0,4,-1.4523574113845825,-0.32580989599227905,0.18066050440427794,0.056685925448047236,-1.6330179157888605,-0.3824958214403263,No,True,True,False
can quack,a duck,'',Can a duck quack?,Yes,random,20.0,0,-0.3389357924461365,-1.3354966640472412,1.2788128280834783,-0.9469351130692909,-1.6177486205296148,-0.3885615509779503,Yes,True,True,True
can regenerate,a wolf,'',Can a wolf regenerate?,No,random,20.0,1,-1.350824236869812,-0.3511672914028168,0.27956132017785595,0.03335588371514209,-1.630385557047668,-0.38452317511795886,No,True,True,False
can reproduce quickly,a bagpipe,'',Can a bagpipe reproduce quickly?,No,random,20.0,3,-1.4759875535964966,-0.34932079911231995,0.14992054279538847,0.03596207880791985,-1.625908096391885,-0.3852828779202398,No,True,True,False
can require electricity,a crayfish,'',Can a crayfish require electricity?,No,random,20.0,4,-1.850824236869812,-0.22612842917442322,-0.21780632108095155,0.15636739226590307,-1.6330179157888605,-0.3824958214403263,No,True,False,True
can rip,a box,'',Can a box rip?,No,random,20.0,0,-2.0460829734802246,-0.17624391615390778,-0.42833435295060984,0.21231763482404253,-1.6177486205296148,-0.3885615509779503,No,True,False,True
can roll,a bra,'',Can a bra roll?,No,random,20.0,4,-1.7648574113845825,-0.26320719718933105,-0.13183949559572206,0.11928862425099523,-1.6330179157888605,-0.3824958214403263,No,True,False,True
can rotate its head,an owl,'',Can an owl rotate its head?,Yes,random,20.0,1,-0.9326273202896118,-0.5581077337265015,0.6977582367580561,-0.1735845586085426,-1.630385557047668,-0.38452317511795886,No,False,True,True
can rub its wings,a bowl,'',Can a bowl rub its wings?,No,random,20.0,1,-2.7336761951446533,-0.10603555291891098,-1.1032906380969854,0.2784876221990479,-1.630385557047668,-0.38452317511795886,No,True,False,True
can run,a wheelbarrow,'',Can a wheelbarrow run?,No,random,20.0,0,-1.9525270462036133,-0.2008318305015564,-0.3347784256739985,0.1877297204763939,-1.6177486205296148,-0.3885615509779503,No,True,False,True
can run on nuclear power,cheese,'',Can cheese run on nuclear power?,No,random,20.0,1,-2.1712582111358643,-0.17742232978343964,-0.5408726540881963,0.20710084533451922,-1.630385557047668,-0.38452317511795886,No,True,False,True
can save time,a dishwasher,'',Can a dishwasher save time?,Yes,random,20.0,0,-0.6554942727088928,-0.9058578610420227,0.962254347820722,-0.5172963100640724,-1.6177486205296148,-0.3885615509779503,Yes,True,True,True
can save time,an oak tree,'',Can an oak tree save time?,No,random,20.0,0,-2.061873435974121,-0.18614371120929718,-0.4441248154445063,0.20241783976865313,-1.6177486205296148,-0.3885615509779503,No,True,False,True
can scavenge in bins,a raccoon,'',Can a raccoon scavenge in bins?,Yes,random,20.0,2,-0.674934983253479,-0.8003556728363037,0.9529391070206961,-0.4104505513162751,-1.627874090274175,-0.3899051215200286,Yes,True,True,True
can scuttle,a clarinet,'',Can a clarinet scuttle?,No,random,20.0,4,-1.8586760759353638,-0.2320243865251541,-0.2256581601465033,0.15047143491517218,-1.6330179157888605,-0.3824958214403263,No,True,False,True
can secure things,a clamp,'',Can a clamp secure things?,Yes,random,20.0,3,-0.3000343143939972,-1.4215235710144043,1.3258737819978879,-1.0362406930941646,-1.625908096391885,-0.3852828779202398,Yes,True,True,True
can see,an eye,'',Can an eye see?,Yes,random,20.0,2,-1.3351140022277832,-0.3355484902858734,0.29276008804639186,0.054356631234155184,-1.627874090274175,-0.3899051215200286,No,False,True,True
can see in the dark,an owl,'',Can an owl see in the dark?,Yes,random,20.0,4,-0.7217966318130493,-0.7222371697425842,0.9112212839758111,-0.33974134830225794,-1.6330179157888605,-0.3824958214403263,Yes,True,True,True
can see in the dark,a monkey,'',Can a monkey see in the dark?,No,random,20.0,2,-1.8507260084152222,-0.22612842917442322,-0.2228519181410471,0.16377669234560538,-1.627874090274175,-0.3899051215200286,No,True,False,True
can separate food from water,a hummingbird,'',Can a hummingbird separate food from water?,No,random,20.0,4,-1.6318939924240112,-0.25927281379699707,0.001123923364849233,0.12322300764332922,-1.6330179157888605,-0.3824958214403263,No,True,False,True
can serve food on board,a train,'',Can a train serve food on board?,Yes,random,20.0,2,-1.19455087184906,-0.44300025701522827,0.433323218425115,-0.053095135495199675,-1.627874090274175,-0.3899051215200286,No,False,True,True
can serve food on board,a kayak,'',Can a kayak serve food on board?,No,random,20.0,3,-1.6789376735687256,-0.3023579716682434,-0.05302957717684054,0.08292490625199639,-1.625908096391885,-0.3852828779202398,No,True,False,True
can shine,a lamp,'',Can a lamp shine?,Yes,random,20.0,2,-0.9989006519317627,-0.5033153891563416,0.6289734383424124,-0.11341026763631296,-1.627874090274175,-0.3899051215200286,No,False,True,True
can shoot spikes,a porcupine,'',Can a porcupine shoot spikes?,Yes,random,20.0,1,-1.3428665399551392,-0.3394279181957245,0.2875190170925288,0.04509525692223437,-1.630385557047668,-0.38452317511795886,No,False,True,True
can shoot spikes,a ship,'',Can a ship shoot spikes?,No,random,20.0,3,-1.1165659427642822,-0.48794978857040405,0.5093421536276028,-0.10266691065016426,-1.625908096391885,-0.3852828779202398,No,True,True,False
can sieve,broccoli,'',Can broccoli sieve?,No,random,20.0,1,-2.171131134033203,-0.17340335249900818,-0.5407455769855352,0.21111982261895068,-1.630385557047668,-0.38452317511795886,No,True,False,True
can sing,a budgie,'',Can a budgie sing?,Yes,random,20.0,0,-1.1240885257720947,-0.4975893497467041,0.49366009475752004,-0.10902779876875379,-1.6177486205296148,-0.3885615509779503,No,False,True,True
can sing,an ox,'',Can an ox sing?,No,random,20.0,2,-1.7726140022277832,-0.27497562766075134,-0.14473991195360814,0.11492949385927725,-1.627874090274175,-0.3899051215200286,No,True,False,True
can skip traffic lights,an ambulance,'',Can an ambulance skip traffic lights?,Yes,random,20.0,2,-1.5539830923080444,-0.302333801984787,0.07389099796613063,0.08757131953524161,-1.627874090274175,-0.3899051215200286,No,False,False,False
can slide,a sledge,'',Can a sledge slide?,Yes,random,20.0,0,-1.100869059562683,-0.47416242957115173,0.5168795609669317,-0.08560087859320142,-1.6177486205296148,-0.3885615509779503,No,False,True,True
can sniff,a gun,'',Can a gun sniff?,No,random,20.0,3,-2.280517578125,-0.14902456104755402,-0.654609481733115,0.23625831687268578,-1.625908096391885,-0.3852828779202398,No,True,False,True
can spill oil,an oil tanker,'',Can an oil tanker spill oil?,Yes,random,20.0,0,-0.44845420122146606,-1.0777390003204346,1.1692944193081487,-0.6891774493424843,-1.6177486205296148,-0.3885615509779503,Yes,True,True,True
can spill oil,a microwave,'',Can a microwave spill oil?,No,random,20.0,4,-1.843017578125,-0.21740539371967316,-0.20999966233613954,0.16509042772065313,-1.6330179157888605,-0.3824958214403263,No,True,False,True
can spin,a canary,'',Can a canary spin?,No,random,20.0,2,-1.9445970058441162,-0.19292613863945007,-0.31672291556994114,0.19697898288057852,-1.627874090274175,-0.3899051215200286,No,True,False,True
can spray liquid,a hose,'',Can a hose spray liquid?,Yes,random,20.0,1,-0.7138773202896118,-0.7143726348876953,0.9165082367580561,-0.32984945976973645,-1.630385557047668,-0.38452317511795886,Yes,True,True,True
can sprout,potato,'',Can potato sprout?,Yes,random,20.0,2,-1.6392782926559448,-0.2648574709892273,-0.011404202381769757,0.1250476505308013,-1.627874090274175,-0.3899051215200286,No,False,False,False
can squawk,a parakeet,'',Can a parakeet squawk?,Yes,random,20.0,1,-0.6591821908950806,-0.7846814393997192,0.9712033661525874,-0.4001582642817604,-1.630385557047668,-0.38452317511795886,Yes,True,True,True
can squirt ink,a grater,'',Can a grater squirt ink?,No,random,20.0,1,-1.639947533607483,-0.2652389705181122,-0.009561976559814944,0.11928420459984668,-1.630385557047668,-0.38452317511795886,No,True,False,True
can stab,leek,'',Can leek stab?,No,random,20.0,2,-1.8585830926895142,-0.23000489175319672,-0.2307090024153391,0.15990022976683188,-1.627874090274175,-0.3899051215200286,No,True,False,True
can stain,ketchup,'',Can ketchup stain?,Yes,random,20.0,4,-0.4582360088825226,-1.0854966640472412,1.1747819069063379,-0.703000842606915,-1.6330179157888605,-0.3824958214403263,Yes,True,True,True
can stand on one leg,a saw,'',Can a saw stand on one leg?,No,random,20.0,2,-1.6320970058441162,-0.25735044479370117,-0.004222915569941144,0.13255467672632743,-1.627874090274175,-0.3899051215200286,No,True,False,True
can stand up vertically,a kangaroo,'',Can a kangaroo stand up vertically?,Yes,random,20.0,1,-1.084944248199463,-0.46040573716163635,0.5454413088482051,-0.07588256204367749,-1.630385557047668,-0.38452317511795886,No,False,True,True
can stand up vertically,a lion,'',Can a lion stand up vertically?,No,random,20.0,3,-1.3428096771240234,-0.34130990505218506,0.2830984192678616,0.04397297286805474,-1.625908096391885,-0.3852828779202398,No,True,True,False
can sting,an ant,'',Can an ant sting?,Yes,random,20.0,1,-2.2490296363830566,-0.13228894770145416,-0.6186440793353887,0.2522342274165047,-1.630385557047668,-0.38452317511795886,No,False,False,False
can stop,a car,'',Can a car stop?,No,random,20.0,1,-0.546057939529419,-0.9214510917663574,1.084327617518249,-0.5369279166483986,-1.630385557047668,-0.38452317511795886,Yes,False,True,False
can stop bullets,a mug,'',Can a mug stop bullets?,No,random,20.0,0,-1.655470371246338,-0.2828103005886078,-0.037721750716723124,0.10575125038934252,-1.6177486205296148,-0.3885615509779503,No,True,False,True
can store beer and ale,a french horn,'',Can a french horn store beer and ale?,No,random,20.0,4,-1.8586760759353638,-0.2330004721879959,-0.2256581601465033,0.14949534925233038,-1.6330179157888605,-0.3824958214403263,No,True,False,True
can store chutney,a football,'',Can a football store chutney?,No,random,20.0,1,-1.686833143234253,-0.3101430833339691,-0.056447586186584964,0.07438009178398974,-1.630385557047668,-0.38452317511795886,No,True,False,True
can store food in its cheeks,a hamster,'',Can a hamster store food in its cheeks?,Yes,random,20.0,2,-1.4209197759628296,-0.3003556430339813,0.20695431431134548,0.08954947848604727,-1.627874090274175,-0.3899051215200286,No,False,True,True
can store jam,a jar,'',Can a jar store jam?,Yes,random,20.0,3,-0.725911021232605,-0.7262547612190247,0.8999970751592801,-0.34097188329878486,-1.625908096391885,-0.3852828779202398,Yes,True,True,True
can store milk,a bottle,'',Can a bottle store milk?,Yes,random,20.0,2,-1.5382767915725708,-0.2847371995449066,0.08959729870160427,0.10516792197512198,-1.627874090274175,-0.3899051215200286,No,False,False,False
can store water,a daisy,'',Can a daisy store water?,No,random,20.0,1,-1.9365885257720947,-0.18505990505218506,-0.30620296872442676,0.1994632700657738,-1.630385557047668,-0.38452317511795886,No,True,False,True
can strut,banana,'',Can banana strut?,No,random,20.0,3,-1.897504448890686,-0.2709699869155884,-0.271596352498801,0.11431289100465142,-1.625908096391885,-0.3852828779202398,No,True,False,True
can suck blood,tights,'',Can tights suck blood?,No,random,20.0,4,-2.2961761951446533,-0.16755947470664978,-0.6631582793557929,0.2149363467336765,-1.6330179157888605,-0.3824958214403263,No,True,False,True
can support body weight,satsuma,'',Can satsuma support body weight?,No,random,20.0,1,-1.1240297555923462,-0.5034164190292358,0.5063558014553218,-0.11889324391127698,-1.630385557047668,-0.38452317511795886,No,True,True,False
can support spectacles,an ear,'',Can an ear support spectacles?,Yes,random,20.0,4,-1.5303665399551392,-0.28274381160736084,0.1026513758337213,0.09975200983296545,-1.6330179157888605,-0.3824958214403263,No,False,True,True
can support spectacles,a hose,'',Can a hose support spectacles?,No,random,20.0,4,-1.38205087184906,-0.3804771304130554,0.2509670439398004,0.002018691027270869,-1.6330179157888605,-0.3824958214403263,No,True,True,False
can support the body,a squirrel,'',Can a squirrel support the body?,No,random,20.0,1,-1.186467170715332,-0.4388253390789032,0.44391838633233593,-0.05430216396094434,-1.630385557047668,-0.38452317511795886,No,True,True,False
can survive nuclear attacks,a tugboat,'',Can a tugboat survive nuclear attacks?,No,random,20.0,3,-1.9054200649261475,-0.2788533866405487,-0.2795119685342624,0.10642949127969109,-1.625908096391885,-0.3852828779202398,No,True,False,True
can take up a lot of space,a buggy,'',Can a buggy take up a lot of space?,No,random,20.0,4,-0.893684983253479,-0.6441187262535095,0.7393329325353815,-0.26162290481318323,-1.6330179157888605,-0.3824958214403263,No,True,True,False
can taste,a heron,'',Can a heron taste?,No,random,20.0,3,-1.764807939529419,-0.2671259343624115,-0.1388998431375339,0.1181569435578283,-1.625908096391885,-0.3852828779202398,No,True,False,True
can thicken,a helmet,'',Can a helmet thicken?,No,random,20.0,4,-1.843017578125,-0.21540412306785583,-0.20999966233613954,0.16709169837247045,-1.6330179157888605,-0.3824958214403263,No,True,False,True
can throw rocks,a catapult,'',Can a catapult throw rocks?,Yes,random,20.0,4,-0.49724408984184265,-0.9956648349761963,1.1357738259470178,-0.6131690135358701,-1.6330179157888605,-0.3824958214403263,Yes,True,True,True
can trample,an elephant,'',Can an elephant trample?,Yes,random,20.0,4,-0.41325172781944275,-1.1636673212051392,1.2197661879694177,-0.7811714997648129,-1.6330179157888605,-0.3824958214403263,Yes,True,True,True
can transmit malaria,a chopping board,'',Can a chopping board transmit malaria?,No,random,20.0,3,-3.4992902278900146,-0.056018780916929245,-1.8733821314981296,0.32926409700331055,-1.625908096391885,-0.3852828779202398,No,True,False,True
can transport goods,a box,'',Can a box transport goods?,Yes,random,20.0,0,-0.6633470058441162,-0.7887348532676697,0.9544016146854986,-0.40017330228971937,-1.6177486205296148,-0.3885615509779503,Yes,True,True,True
can transport people,a truck,'',Can a truck transport people?,Yes,random,20.0,3,-0.4074918031692505,-1.155924916267395,1.2184162932226346,-0.7706420383471553,-1.625908096391885,-0.3852828779202398,Yes,True,True,True
can travel across countries,an airplane,'',Can an airplane travel across countries?,Yes,random,20.0,1,-0.5928385853767395,-0.843277096748352,1.0375469716709285,-0.4587539216303932,-1.630385557047668,-0.38452317511795886,Yes,True,True,True
can travel long distances,a canoe,'',Can a canoe travel long distances?,No,random,20.0,1,-0.7452924847602844,-0.7457152009010315,0.8850930722873835,-0.36119202578307263,-1.630385557047668,-0.38452317511795886,Yes,False,True,False
can trot,a pony,'',Can a pony trot?,Yes,random,20.0,3,-0.671057939529419,-0.7965008616447449,0.9548501568624661,-0.4112179837245051,-1.625908096391885,-0.3852828779202398,Yes,True,True,True
can trot,a tongue,'',Can a tongue trot?,No,random,20.0,2,-1.655561923980713,-0.2789054811000824,-0.027687833706537823,0.1109996404199462,-1.627874090274175,-0.3899051215200286,No,True,False,True
can turn into a pupa,a table,'',Can a table turn into a pupa?,No,random,20.0,2,-2.2806036472320557,-0.16076262295246124,-0.6527295569578806,0.22914249856756735,-1.627874090274175,-0.3899051215200286,No,True,False,True
can unravel,a yoyo,'',Can a yoyo unravel?,Yes,random,20.0,2,-1.631949543952942,-0.25728896260261536,-0.004075453678766827,0.13261615891741324,-1.627874090274175,-0.3899051215200286,No,False,False,False
can vibrate,a beetle,'',Can a beetle vibrate?,No,random,20.0,3,-1.272444248199463,-0.3940638303756714,0.35346384819242216,-0.00878095245543159,-1.625908096391885,-0.3852828779202398,No,True,True,False
can waddle,a walrus,'',Can a walrus waddle?,Yes,random,20.0,1,-0.6712581515312195,-0.7965647578239441,0.9591274055164485,-0.41204158270598523,-1.630385557047668,-0.38452317511795886,Yes,True,True,True
can wade,potato,'',Can potato wade?,No,random,20.0,3,-2.1865885257720947,-0.1801481395959854,-0.5606804293802097,0.20513473832425438,-1.625908096391885,-0.3852828779202398,No,True,False,True
can wag its tail,a dog,'',Can a dog wag its tail?,Yes,random,20.0,0,-0.5460319519042969,-0.9214510917663574,1.071716668625318,-0.5328895407884071,-1.6177486205296148,-0.3885615509779503,Yes,True,True,True
can wake someone up,a cow,'',Can a cow wake someone up?,No,random,20.0,2,-1.7413893938064575,-0.2406274527311325,-0.11351530353228245,0.1492776687888961,-1.627874090274175,-0.3899051215200286,No,True,False,True
can wallow,a buffalo,'',Can a buffalo wallow?,Yes,random,20.0,1,-1.0226140022277832,-0.5229681730270386,0.6077715548198848,-0.13844499790907971,-1.630385557047668,-0.38452317511795886,No,False,True,True
can wallow,a nightingale,'',Can a nightingale wallow?,No,random,20.0,0,-2.499333143234253,-0.12410732358694077,-0.8815845227046382,0.26445422739100954,-1.6177486205296148,-0.3885615509779503,No,True,False,True
can water,a housefly,'',Can a housefly water?,No,random,20.0,0,-2.5616955757141113,-0.12112520635128021,-0.9439469551844966,0.2674363446266701,-1.6177486205296148,-0.3885615509779503,No,True,False,True
can whip cream,a whisk,'',Can a whisk whip cream?,Yes,random,20.0,0,-1.2648574113845825,-0.3882865309715271,0.35289120914503225,0.00027502000642321,-1.6177486205296148,-0.3885615509779503,No,False,True,True
can whip cream,mushroom,'',Can mushroom whip cream?,No,random,20.0,0,-1.710163950920105,-0.33747562766075134,-0.09241533039049021,0.05108592331719897,-1.6177486205296148,-0.3885615509779503,No,True,False,True
can wink,an eye,'',Can an eye wink?,Yes,random,20.0,3,-1.725824236869812,-0.22616727650165558,-0.09991614047792696,0.15911560141858422,-1.625908096391885,-0.3852828779202398,No,False,False,False
can work in teams,an otter,'',Can an otter work in teams?,Yes,random,20.0,0,-0.7530466318130493,-0.753446102142334,0.8647019887165655,-0.3648845511643837,-1.6177486205296148,-0.3885615509779503,Yes,True,True,True
can wriggle,a caterpillar,'',Can a caterpillar wriggle?,Yes,random,20.0,2,-0.6552172303199768,-0.780777096748352,0.9726568599541983,-0.39087197522832345,-1.627874090274175,-0.3899051215200286,Yes,True,True,True
cannot fly,a peacock,'',Does a peacock cannot fly?,Yes,random,20.0,2,-1.7254886627197266,-0.22491441667079926,-0.0976145724455515,0.16499070484922934,-1.627874090274175,-0.3899051215200286,No,False,False,False
carries food and drinks,a tray,'',Does a tray carrie food and drinks?,Yes,random,20.0,3,-1.0846219062805176,-0.46209093928337097,0.5412861901113675,-0.07680806136313117,-1.625908096391885,-0.3852828779202398,No,False,True,True
carries food and drinks,a toad,'',Does a toad carrie food and drinks?,No,random,20.0,1,-1.951396107673645,-0.1992126703262329,-0.32101055062597705,0.18531050479172595,-1.630385557047668,-0.38452317511795886,No,True,False,True
carries its young one in its pouch,a kangaroo,'',Does a kangaroo carrie its young one in its pouch?,Yes,random,20.0,1,-0.4924483299255371,-0.9911628365516663,1.1379372271221309,-0.6066396614337074,-1.630385557047668,-0.38452317511795886,Yes,True,True,True
carries one person,garlic,'',Does garlic carrie one person?,No,random,20.0,4,-2.123674154281616,-0.19347383081912994,-0.49065623849275575,0.18902199062119635,-1.6330179157888605,-0.3824958214403263,No,True,False,True
chases balls,a dog,'',Does a dog chase balls?,Yes,random,20.0,3,-0.5696809887886047,-0.9449744820594788,1.0562271076032803,-0.559691604139239,-1.625908096391885,-0.3852828779202398,Yes,True,True,True
collects food,a satchel,'',Does a satchel collect food?,No,random,20.0,0,-1.5228713750839233,-0.27508705854415894,0.09487724544569143,0.11347449243379137,-1.6177486205296148,-0.3885615509779503,No,True,False,True
comes from cows,a housefly,'',Does a housefly come from cows?,No,random,20.0,2,-3.186744213104248,-0.06697627156972885,-1.558870122830073,0.32292884995029975,-1.627874090274175,-0.3899051215200286,No,True,False,True
comes from grains,whiskey,'',Does whiskey come from grains?,Yes,random,20.0,1,-0.924934983253479,-0.5503813624382019,0.705450573794189,-0.16585818732024304,-1.630385557047668,-0.38452317511795886,No,False,True,True
comes in different designs,a football,'',Does a football come in different designs?,Yes,random,20.0,3,-0.7139357924461365,-0.7143422365188599,0.9119723039457486,-0.32905935859862007,-1.625908096391885,-0.3852828779202398,Yes,True,True,True
comes in flavors,chocolate,'',Does chocolate come in flavors?,Yes,random,20.0,1,-0.6514908075332642,-0.7768726348876953,0.9788947495144038,-0.39234945976973645,-1.630385557047668,-0.38452317511795886,Yes,True,True,True
comes in loaves,a bottle,'',Does a bottle come in loaves?,No,random,20.0,3,-3.014988660812378,-0.08120113611221313,-1.3890805644204929,0.30408174180802666,-1.625908096391885,-0.3852828779202398,No,True,False,True
contains a calf,castanets,'',Does castanets contain a calf?,No,random,20.0,3,-2.061873435974121,-0.18909543752670288,-0.43596533958223604,0.19618744039353692,-1.625908096391885,-0.3852828779202398,No,True,False,True
contains a tibia,a leg,'',Does a leg contain a tibia?,Yes,random,20.0,2,-0.8508690595626831,-0.6011672616004944,0.777005030711492,-0.2112621400804658,-1.627874090274175,-0.3899051215200286,No,False,True,True
contains a tibia,bacon,'',Does bacon contain a tibia?,No,random,20.0,3,-1.843061923980713,-0.2183578759431839,-0.21715382758882784,0.1669250019770559,-1.625908096391885,-0.3852828779202398,No,True,False,True
contains air bubbles,a spirit level,'',Does a spirit level contain air bubbles?,Yes,random,20.0,1,-1.1868735551834106,-0.4352324604988098,0.4435120018642573,-0.050709285380850955,-1.630385557047668,-0.38452317511795886,No,False,True,True
contains calcium,milk,'',Does milk contain calcium?,Yes,random,20.0,4,-0.33698445558547974,-1.3354966640472412,1.2960334602033807,-0.953000842606915,-1.6330179157888605,-0.3824958214403263,Yes,True,True,True
contains cartilage,an ear,'',Does an ear contain cartilage?,Yes,random,20.0,2,-0.7725878953933716,-0.6480719447135925,0.8552861948808035,-0.25816682319356393,-1.627874090274175,-0.3899051215200286,No,False,True,True
contains chemicals,a bomb,'',Does a bomb contain chemicals?,Yes,random,20.0,4,-0.4543778896331787,-1.0778049230575562,1.1786400261556818,-0.6953091016172299,-1.6330179157888605,-0.3824958214403263,Yes,True,True,True
contains chemicals,an elephant,'',Does an elephant contain chemicals?,No,random,20.0,2,-1.100824236869812,-0.47421500086784363,0.5270498534043631,-0.08430987934781503,-1.627874090274175,-0.3899051215200286,No,True,True,False
contains chlorophyll,spinach,'',Does spinach contain chlorophyll?,Yes,random,20.0,0,-0.5538378953933716,-0.9292860627174377,1.0639107251362432,-0.5407245117394874,-1.6177486205296148,-0.3885615509779503,Yes,True,True,True
contains chlorophyll,butter,'',Does butter contain chlorophyll?,No,random,20.0,0,-2.905561923980713,-0.08800084888935089,-1.2878133034510981,0.3005607020885994,-1.6177486205296148,-0.3885615509779503,No,True,False,True
contains credit cards,a wallet,'',Does a wallet contain credit cards?,Yes,random,20.0,4,-0.5970272421836853,-0.8473497033119202,1.0359906736051752,-0.4648538818715939,-1.6330179157888605,-0.3824958214403263,Yes,True,True,True
contains credit cards,a lobster,'',Does a lobster contain credit cards?,No,random,20.0,0,-2.4994113445281982,-0.12566117942333221,-0.8816627239985835,0.2629003715546181,-1.6177486205296148,-0.3885615509779503,No,True,False,True
contains explosive material,a wolf,'',Does a wolf contain explosive material?,No,random,20.0,3,-0.8940016031265259,-0.6442477107048035,0.7319064932653592,-0.25896483278456367,-1.625908096391885,-0.3852828779202398,No,True,True,False
contains fabric parts,a marigold,'',Does a marigold contain fabric parts?,No,random,20.0,4,-2.0461761951446533,-0.17145106196403503,-0.41315827935579286,0.21104475947629125,-1.6330179157888605,-0.3824958214403263,No,True,False,True
contains fat,milk,'',Does milk contain fat?,Yes,random,20.0,2,-0.6086539030075073,-0.8589510917663574,1.0192201872666677,-0.4690459702463288,-1.627874090274175,-0.3899051215200286,Yes,True,True,True
contains fiber,a stick insect,'',Does a stick insect contain fiber?,No,random,20.0,2,-1.7414830923080444,-0.2398579865694046,-0.11360900203386937,0.150047134950624,-1.627874090274175,-0.3899051215200286,No,True,False,True
contains high cholesterol,a bra,'',Does a bra contain high cholesterol?,No,random,20.0,1,-2.4056036472320557,-0.15972396731376648,-0.7752180901843877,0.22479920780419238,-1.630385557047668,-0.38452317511795886,No,True,False,True
contains identification,a wallet,'',Does a wallet contain identification?,Yes,random,20.0,2,-0.3683892786502838,-1.2418104410171509,1.2594848116238913,-0.8519053194971222,-1.627874090274175,-0.3899051215200286,Yes,True,True,True
contains juice,a melon,'',Does a melon contain juice?,Yes,random,20.0,2,-0.7219434976577759,-0.7222864031791687,0.9059305926163992,-0.3323812816591401,-1.627874090274175,-0.3899051215200286,Yes,True,True,True
