property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
can be used to carry around documents,a satchel,'',Can a satchel be used to carry around documents?,Yes,random,0,-0.6192532777786255,-4.5565714836120605,-0.7957912452785032,-4.380033516112183,0.1765379674998777,Yes,True
can be used to clean floors,a broom,'',Can a broom be used to clean floors?,Yes,random,0,-0.7559044361114502,-3.651176929473877,-0.9324424036113279,-3.4746389619739992,0.1765379674998777,Yes,True
can be used to communicate,a radio,'',Can a radio be used to communicate?,Yes,random,0,-1.0308609008789062,-5.032749652862549,-1.207398868378784,-4.856211685362672,0.1765379674998777,Yes,True
can be used to denote numbers,a toe,'',Can a toe be used to denote numbers?,Yes,random,0,-1.8316303491592407,-4.090669631958008,-2.0081683166591184,-3.91413166445813,0.1765379674998777,Yes,True
can be used to eat cereal,a bowl,'',Can a bowl be used to eat cereal?,Yes,random,0,-1.0137571096420288,-3.9598634243011475,-1.1902950771419065,-3.7833254568012697,0.1765379674998777,Yes,True
can be used to eat cereal,a leotard,'',Can a leotard be used to eat cereal?,No,random,0,-4.458685874938965,-0.928332507610321,-4.635223842438842,-0.7517945401104433,0.1765379674998777,No,True
can be used to eat food,a coat,'',Can a coat be used to eat food?,No,random,0,-3.270202159881592,-1.1058791875839233,-3.4467401273814695,-0.9293412200840456,0.1765379674998777,No,True
can be used to fill pools,a hose,'',Can a hose be used to fill pools?,Yes,random,0,-1.4068195819854736,-3.8218977451324463,-1.5833575494853513,-3.6453597776325686,0.1765379674998777,Yes,True
can be used to fill pools,a moped,'',Can a moped be used to fill pools?,No,random,0,-2.6991426944732666,-2.109468936920166,-2.8756806619731443,-1.9329309694202883,0.1765379674998777,No,True
can be used to flip food,a spatula,'',Can a spatula be used to flip food?,Yes,random,0,-0.8800904750823975,-3.812819480895996,-1.0566284425822752,-3.6362815133961184,0.1765379674998777,Yes,True
can be used to guide blind people,a dog,'',Can a dog be used to guide blind people?,Yes,random,0,-1.671886920928955,-3.446211814880371,-1.8484248884288328,-3.2696738473804934,0.1765379674998777,Yes,True
can be used to guide blind people,blueberry,'',Can blueberry be used to guide blind people?,No,random,0,-2.232403516769409,-3.8916401863098145,-2.408941484269287,-3.7151022188099367,0.1765379674998777,Yes,False
can be used to hide a secret passageway,a cup,'',Can a cup be used to hide a secret passageway?,No,random,0,-1.869397759437561,-3.800743818283081,-2.0459357269374387,-3.6242058507832033,0.1765379674998777,Yes,False
can be used to hit,a club,'',Can a club be used to hit?,Yes,random,0,-1.838147759437561,-2.800743818283081,-2.0146857269374387,-2.6242058507832033,0.1765379674998777,Yes,True
can be used to hunt,a harpoon,'',Can a harpoon be used to hunt?,Yes,random,0,-1.7581450939178467,-3.643467664718628,-1.9346830614177244,-3.46692969721875,0.1765379674998777,Yes,True
can be used to keep clean,an apron,'',Can an apron be used to keep clean?,Yes,random,0,-0.9736111760139465,-3.682262897491455,-1.1501491435138242,-3.5057249299915774,0.1765379674998777,Yes,True
can be used to keep clean,a squid,'',Can a squid be used to keep clean?,No,random,0,-1.8456361293792725,-2.8111226558685303,-2.02217409687915,-2.6345846883686526,0.1765379674998777,Yes,False
can be used to keep pets,a crayfish,'',Can a crayfish be used to keep pets?,No,random,0,-2.8746109008789062,-2.357492446899414,-3.051148868378784,-2.1809544793995363,0.1765379674998777,No,True
can be used to make bread,pineapple,'',Can pineapple be used to make bread?,No,random,0,-1.3774135112762451,-5.045440196990967,-1.5539514787761228,-4.8689022294910895,0.1765379674998777,Yes,False
can be used to make cakes,butter,'',Can butter be used to make cakes?,Yes,random,0,-0.876499593257904,-4.439901828765869,-1.0530375607577818,-4.263363861265992,0.1765379674998777,Yes,True
can be used to make cakes,a stick insect,'',Can a stick insect be used to make cakes?,No,random,0,-2.612217664718628,-1.5307852029800415,-2.7887556322185056,-1.3542472354801638,0.1765379674998777,No,True
can be used to make drinks,a harp,'',Can a harp be used to make drinks?,No,random,0,-3.5623373985290527,-1.7411448955535889,-3.7388753660289304,-1.5646069280537112,0.1765379674998777,No,True
can be used to make sandcastles,champagne,'',Can champagne be used to make sandcastles?,No,random,0,-2.374340295791626,-2.2482991218566895,-2.5508782632915037,-2.0717611543568117,0.1765379674998777,No,True
can be used to make smoothies,rhubarb,'',Can rhubarb be used to make smoothies?,Yes,random,0,-1.1982080936431885,-4.326153755187988,-1.3747460611430662,-4.149615787688111,0.1765379674998777,Yes,True
can be used to make smoothies,gin,'',Can gin be used to make smoothies?,No,random,0,-1.5731332302093506,-2.908355712890625,-1.7496711977092283,-2.7318177453907473,0.1765379674998777,Yes,False
can be used to make stew,a pea,'',Can a pea be used to make stew?,Yes,random,0,-1.2637571096420288,-3.0251338481903076,-1.4402950771419065,-2.84859588069043,0.1765379674998777,Yes,True
can be used to make stew,a cake,'',Can a cake be used to make stew?,No,random,0,-4.023403167724609,-1.430572271347046,-4.199941135224487,-1.2540343038471682,0.1765379674998777,No,True
can be used to organize,a chest of drawers,'',Can a chest of drawers be used to organize?,Yes,random,0,-1.2657188177108765,-5.968360900878906,-1.4422567852107542,-5.791822933379029,0.1765379674998777,Yes,True
can be used to play baseball,a guitar,'',Can a guitar be used to play baseball?,No,random,0,-4.080845832824707,-1.5298234224319458,-4.257383800324584,-1.353285454932068,0.1765379674998777,No,True
can be used to play cricket,a ball,'',Can a ball be used to play cricket?,Yes,random,0,-0.9998373985290527,-2.956623077392578,-1.1763753660289304,-2.7800851098927004,0.1765379674998777,Yes,True
can be used to play hockey,a ball,'',Can a ball be used to play hockey?,Yes,random,0,-1.9953984022140503,-2.5478901863098145,-2.171936369713928,-2.3713522188099367,0.1765379674998777,Yes,True
can be used to play squash,a millipede,'',Can a millipede be used to play squash?,No,random,0,-2.9050776958465576,-0.7401221394538879,-3.0816156633464353,-0.5635841719540102,0.1765379674998777,No,True
can be used to pour things,a cricket,'',Can a cricket be used to pour things?,No,random,0,-2.0725629329681396,-2.630748748779297,-2.2491009004680174,-2.454210781279419,0.1765379674998777,Yes,False
can be used to shape stones,a budgie,'',Can a budgie be used to shape stones?,No,random,0,-2.644493818283081,-1.775647759437561,-2.8210317857829588,-1.5991097919376833,0.1765379674998777,No,True
can be used to throw over long distances,a catapult,'',Can a catapult be used to throw over long distances?,Yes,random,0,-1.461485743522644,-3.840362310409546,-1.6380237110225218,-3.663824342909668,0.1765379674998777,Yes,True
can be used to throw over long distances,an ashtray,'',Can an ashtray be used to throw over long distances?,No,random,0,-2.1761035919189453,-2.093090295791626,-2.352641559418823,-1.9165523282917483,0.1765379674998777,No,True
can be used to wash cars,a television,'',Can a television be used to wash cars?,No,random,0,-3.006523609161377,-1.8883638381958008,-3.1830615766612547,-1.711825870695923,0.1765379674998777,No,True
can be used while cooking pasta,a salmon,'',Can a salmon be used while cooking pasta?,No,random,0,-1.7176513671875,-3.0246822834014893,-1.8941893346873777,-2.8481443159016115,0.1765379674998777,Yes,False
can be used with toast,butter,'',Can butter be used with toast?,Yes,random,0,-1.2790039777755737,-4.7600626945495605,-1.4555419452754514,-4.583524727049683,0.1765379674998777,Yes,True
can be used with toast,a nut,'',Can a nut be used with toast?,No,random,0,-1.8702054023742676,-3.11249041557312,-2.0467433698741453,-2.9359524480732424,0.1765379674998777,Yes,False
can be without a back,a bench,'',Can a bench be without a back?,Yes,random,0,-1.3531334400177002,-3.550743818283081,-1.529671407517578,-3.3742058507832033,0.1765379674998777,Yes,True
can be without a brim,a cap,'',Can a cap be without a brim?,Yes,random,0,-1.7917221784591675,-2.5426011085510254,-1.9682601459590452,-2.3660631410511477,0.1765379674998777,Yes,True
can be worn,a rose,'',Can a rose be worn?,No,random,0,-1.9512571096420288,-2.8988771438598633,-2.1277950771419065,-2.7223391763599856,0.1765379674998777,Yes,False
can be worn for workouts,a sweater,'',Can a sweater be worn for workouts?,No,random,0,-1.780590295791626,-4.110836505889893,-1.9571282632915037,-3.934298538390015,0.1765379674998777,Yes,False
can be worn with a tie,a shirt,'',Can a shirt be worn with a tie?,Yes,random,0,-1.565553903579712,-4.357940196990967,-1.7420918710795896,-4.1814022294910895,0.1765379674998777,Yes,True
can be worn with cufflinks,a dress,'',Can a dress be worn with cufflinks?,No,random,0,-2.886333703994751,-2.622191905975342,-3.0628716714946287,-2.445653938475464,0.1765379674998777,No,True
can be worn with scarves,a hawk,'',Can a hawk be worn with scarves?,No,random,0,-1.6939692497253418,-3.7667901515960693,-1.8705072172252195,-3.5902521840961916,0.1765379674998777,Yes,False
can be wrapped around the body,a skirt,'',Can a skirt be wrapped around the body?,Yes,random,0,-1.456493854522705,-1.9249579906463623,-1.6330318220225828,-1.7484200231464846,0.1765379674998777,Yes,True
can be wrinkly,a thumb,'',Can a thumb be wrinkly?,Yes,random,0,-2.0459609031677246,-4.109930038452148,-2.2224988706676023,-3.9333920709522707,0.1765379674998777,Yes,True
can beat,a heart,'',Can a heart beat?,Yes,random,0,-1.8222880363464355,-3.3871893882751465,-1.9988260038463133,-3.2106514207752688,0.1765379674998777,Yes,True
can beat,an ox,'',Can an ox beat?,No,random,0,-3.5264835357666016,-2.6375925540924072,-3.7030215032664793,-2.4610545865925295,0.1765379674998777,No,True
can become a plague,a locust,'',Can a locust become a plague?,Yes,random,0,-1.552118182182312,-3.8678531646728516,-1.7286561496821897,-3.691315197172974,0.1765379674998777,Yes,True
can become a plague,earmuffs,'',Can earmuffs become a plague?,No,random,0,-2.9795336723327637,-3.355602502822876,-3.1560716398326414,-3.1790645353229983,0.1765379674998777,Yes,False
can beep,a microwave,'',Can a microwave beep?,Yes,random,0,-2.494441270828247,-4.1119160652160645,-2.670979238328125,-3.9353780977161867,0.1765379674998777,Yes,True
can bite,a revolver,'',Can a revolver bite?,No,random,0,-2.5161800384521484,-1.9496291875839233,-2.692718005952026,-1.7730912200840456,0.1765379674998777,No,True
can bleed,a typewriter,'',Can a typewriter bleed?,No,random,0,-3.566904306411743,-2.8219127655029297,-3.743442273911621,-2.645374798003052,0.1765379674998777,No,True
can block out sunlight,an oak tree,'',Can an oak tree block out sunlight?,Yes,random,0,-1.7903321981430054,-3.5246822834014893,-1.966870165642883,-3.3481443159016115,0.1765379674998777,Yes,True
can blow in the wind,a tulip,'',Can a tulip blow in the wind?,Yes,random,0,-1.5117723941802979,-3.5859034061431885,-1.6883103616801756,-3.4093654386433108,0.1765379674998777,Yes,True
can bob its head,a pigeon,'',Can a pigeon bob its head?,Yes,random,0,-2.068248748779297,-4.380748748779297,-2.2447867162791746,-4.20421078127942,0.1765379674998777,Yes,True
can bob its head,lemon,'',Can lemon bob its head?,No,random,0,-3.139190435409546,-1.2810873985290527,-3.3157284029094236,-1.104549431029175,0.1765379674998777,No,True
can boil water,a rose,'',Can a rose boil water?,No,random,0,-3.863243818283081,-1.2651517391204834,-4.039781785782958,-1.0886137716206057,0.1765379674998777,No,True
can bounce,a canary,'',Can a canary bounce?,No,random,0,-2.007899522781372,-2.6344127655029297,-2.18443749028125,-2.457874798003052,0.1765379674998777,Yes,False
can box,a helicopter,'',Can a helicopter box?,No,random,0,-3.263742446899414,-3.382275342941284,-3.4402804143992918,-3.2057373754414065,0.1765379674998777,No,True
can bray,a raccoon,'',Can a raccoon bray?,No,random,0,-2.6310195922851562,-1.6014052629470825,-2.807557559785034,-1.4248672954472048,0.1765379674998777,No,True
can break when dropped,a wasp,'',Can a wasp break when dropped?,No,random,0,-3.083296775817871,-3.565713405609131,-3.259834743317749,-3.389175438109253,0.1765379674998777,Yes,False
can broadcast,a jar,'',Can a jar broadcast?,No,random,0,-1.9262250661849976,-2.3408563137054443,-2.1027630336848753,-2.1643183462055666,0.1765379674998777,Yes,False
can build,a beaver,'',Can a beaver build?,Yes,random,0,-0.9242804050445557,-3.549595832824707,-1.1008183725444334,-3.3730578653248293,0.1765379674998777,Yes,True
can build natural dams,a beaver,'',Can a beaver build natural dams?,Yes,random,0,-0.9778321981430054,-2.9960145950317383,-1.154370165642883,-2.8194766275318606,0.1765379674998777,Yes,True
can build nests,radish,'',Can radish build nests?,No,random,0,-2.029003858566284,-1.7795490026474,-2.205541826066162,-1.6030110351475222,0.1765379674998777,No,True
can burst,pliers,'',Can pliers burst?,No,random,0,-2.3225629329681396,-2.882275342941284,-2.4991009004680174,-2.7057373754414065,0.1765379674998777,Yes,False
can camouflage,a lizard,'',Can a lizard camouflage?,Yes,random,0,-2.008711814880371,-3.9858365058898926,-2.185249782380249,-3.809298538390015,0.1765379674998777,Yes,True
can camouflage,a cheetah,'',Can a cheetah camouflage?,No,random,0,-3.330967664718628,-1.5514463186264038,-3.5075056322185056,-1.374908351126526,0.1765379674998777,No,True
can canter,turnip,'',Can turnip canter?,No,random,0,-2.5029196739196777,-2.0478901863098145,-2.6794576414195554,-1.8713522188099367,0.1765379674998777,No,True
can capture memories,celery,'',Can celery capture memories?,No,random,0,-3.337240695953369,-3.9481301307678223,-3.513778663453247,-3.7715921632679446,0.1765379674998777,Yes,False
can carry a lot of people,a van,'',Can a van carry a lot of people?,Yes,random,0,-2.6904196739196777,-4.202210903167725,-2.8669576414195554,-4.025672935667847,0.1765379674998777,Yes,True
can carry leaves,a rollerskate,'',Can a rollerskate carry leaves?,No,random,0,-1.737111210823059,-1.243538737297058,-1.9136491783229368,-1.0670007697971804,0.1765379674998777,No,True
can carry objects,a sledge,'',Can a sledge carry objects?,Yes,random,0,-1.0266484022140503,-2.9818501472473145,-1.203186369713928,-2.8053121797474367,0.1765379674998777,Yes,True
can carry salmonella,a chicken,'',Can a chicken carry salmonella?,Yes,random,0,-1.0308972597122192,-5.414254665374756,-1.207435227212097,-5.237716697874879,0.1765379674998777,Yes,True
can cause an itch,a daisy,'',Can a daisy cause an itch?,No,random,0,-2.696211814880371,-2.525357723236084,-2.872749782380249,-2.3488197557362063,0.1765379674998777,No,True
can cause injuries,a corkscrew,'',Can a corkscrew cause injuries?,No,random,0,-1.4134291410446167,-5.348699569702148,-1.5899671085444944,-5.172161602202271,0.1765379674998777,Yes,False
can cause tears when chopped,a sledge,'',Can a sledge cause tears when chopped?,No,random,0,-2.0267226696014404,-2.2420244216918945,-2.203260637101318,-2.065486454192017,0.1765379674998777,No,True
can chew,a dog,'',Can a dog chew?,Yes,random,0,-1.2374904155731201,-3.769123077392578,-1.4140283830729978,-3.5925851098927004,0.1765379674998777,Yes,True
can chill food,a refrigerator,'',Can a refrigerator chill food?,Yes,random,0,-0.783355712890625,-3.9896180629730225,-0.9598936803905027,-3.8130800954731447,0.1765379674998777,Yes,True
can chirp,an oven,'',Can an oven chirp?,No,random,0,-2.7746822834014893,-2.8857080936431885,-2.951220250901367,-2.7091701261433108,0.1765379674998777,No,True
can chop food,a ship,'',Can a ship chop food?,No,random,0,-4.3072662353515625,-1.2828984260559082,-4.48380420285144,-1.1063604585560305,0.1765379674998777,No,True
can climb,a coffee maker,'',Can a coffee maker climb?,No,random,0,-3.4777634143829346,-1.213350534439087,-3.6543013818828123,-1.0368125669392092,0.1765379674998777,No,True
can cling to rocks,a sheep,'',Can a sheep cling to rocks?,No,random,0,-3.1375925540924072,-2.967100143432617,-3.314130521592285,-2.7905621759327395,0.1765379674998777,No,True
can collect nectar,an ox,'',Can an ox collect nectar?,No,random,0,-6.777042388916016,-4.467464923858643,-6.953580356415893,-4.290926956358765,0.1765379674998777,No,True
can come in bars,chocolate,'',Can chocolate come in bars?,Yes,random,0,-1.1846061944961548,-3.794280767440796,-1.3611441619960325,-3.617742799940918,0.1765379674998777,Yes,True
can come in multiple shapes,bread,'',Can bread come in multiple shapes?,Yes,random,0,-1.3589017391204834,-5.148403167724609,-1.5354397066203611,-4.971865200224732,0.1765379674998777,Yes,True
can come in pieces,a glider,'',Can a glider come in pieces?,No,random,0,-1.6709610223770142,-3.482940435409546,-1.8474989898768919,-3.306402467909668,0.1765379674998777,Yes,False
can contain a ring,a thumb,'',Can a thumb contain a ring?,Yes,random,0,-1.5404661893844604,-2.634967088699341,-1.7170041568843382,-2.458429121199463,0.1765379674998777,Yes,True
can contain a spring,a chair,'',Can a chair contain a spring?,No,random,0,-1.4376469850540161,-3.182879686355591,-1.6141849525538938,-3.006341718855713,0.1765379674998777,Yes,False
can contain a waistcoat,a piano,'',Can a piano contain a waistcoat?,No,random,0,-2.524740695953369,-1.9096875190734863,-2.701278663453247,-1.7331495515736086,0.1765379674998777,No,True
can contain alcohol,jelly,'',Can jelly contain alcohol?,Yes,random,0,-3.3531477451324463,-3.8982677459716797,-3.529685712632324,-3.721729778471802,0.1765379674998777,Yes,True
can contain alcohol,a lamb,'',Can a lamb contain alcohol?,No,random,0,-2.6215546131134033,-2.680708646774292,-2.798092580613281,-2.5041706792744143,0.1765379674998777,No,True
can contain bubbles,champagne,'',Can champagne contain bubbles?,Yes,random,0,-1.610390305519104,-3.8161849975585938,-1.7869282730189817,-3.639647030058716,0.1765379674998777,Yes,True
can contain bubbles,a gorilla,'',Can a gorilla contain bubbles?,No,random,0,-2.4449033737182617,-2.1495347023010254,-2.6214413412181394,-1.9729967348011477,0.1765379674998777,No,True
can contain chocolate,chocolate,'',Can chocolate contain chocolate?,Yes,random,0,-1.8558791875839233,-3.4592928886413574,-2.032417155083801,-3.2827549211414797,0.1765379674998777,Yes,True
can contain cloth material,a chair,'',Can a chair contain cloth material?,Yes,random,0,-0.7015256285667419,-3.525850534439087,-0.8780635960666197,-3.349312566939209,0.1765379674998777,Yes,True
can contain decoration,a sardine,'',Can a sardine contain decoration?,No,random,0,-2.0863771438598633,-2.9932847023010254,-2.262915111359741,-2.8167467348011477,0.1765379674998777,Yes,False
can contain eggs,a carp,'',Can a carp contain eggs?,No,random,0,-2.4834954738616943,-2.837857723236084,-2.660033441361572,-2.6613197557362063,0.1765379674998777,Yes,False
can contain flowers,a basket,'',Can a basket contain flowers?,Yes,random,0,-0.9515256285667419,-3.1514835357666016,-1.1280635960666197,-2.974945568266724,0.1765379674998777,Yes,True
can contain fruit,a dolphin,'',Can a dolphin contain fruit?,No,random,0,-2.184691905975342,-2.0623373985290527,-2.3612298734752195,-1.885799431029175,0.1765379674998777,No,True
can contain hot water,coffee,'',Can coffee contain hot water?,Yes,random,0,-1.424595832824707,-3.220855712890625,-1.6011338003245847,-3.0443177453907473,0.1765379674998777,Yes,True
can contain icing,a donut,'',Can a donut contain icing?,Yes,random,0,-1.5450071096420288,-2.88313627243042,-1.7215450771419065,-2.706598304930542,0.1765379674998777,Yes,True
can contain leather,an arrow,'',Can an arrow contain leather?,No,random,0,-1.585790753364563,-3.753277063369751,-1.7623287208644407,-3.5767390958698733,0.1765379674998777,Yes,False
can contain meat,a sandwich,'',Can a sandwich contain meat?,Yes,random,0,-0.7072522640228271,-3.5283563137054443,-0.8837902315227049,-3.3518183462055666,0.1765379674998777,Yes,True
can contain metal,a helmet,'',Can a helmet contain metal?,Yes,random,0,-1.492040753364563,-3.1139161586761475,-1.6685787208644407,-2.9373781911762697,0.1765379674998777,Yes,True
can contain pasta or noodles,a soup,'',Can a soup contain pasta or noodles?,Yes,random,0,-1.7563138008117676,-3.5538854598999023,-1.9328517683116453,-3.3773474924000246,0.1765379674998777,Yes,True
can contain pasta or noodles,cheese,'',Can cheese contain pasta or noodles?,No,random,0,-2.942580461502075,-1.6094017028808594,-3.119118429001953,-1.4328637353809817,0.1765379674998777,No,True
can contain pastrami,a sandwich,'',Can a sandwich contain pastrami?,Yes,random,0,-1.1883305311203003,-4.338350296020508,-1.364868498620178,-4.1618123285206305,0.1765379674998777,Yes,True
can contain pastrami,lime,'',Can lime contain pastrami?,No,random,0,-2.5400543212890625,-1.9788906574249268,-2.71659228878894,-1.802352689925049,0.1765379674998777,No,True
can contain photos,a wallet,'',Can a wallet contain photos?,Yes,random,0,-1.7473496198654175,-3.191904306411743,-1.9238875873652952,-3.0153663389118655,0.1765379674998777,Yes,True
can contain photos,sweet potato,'',Can sweet potato contain photos?,No,random,0,-1.930125117301941,-2.1084609031677246,-2.1066630848018186,-1.931922935667847,0.1765379674998777,No,True
can contain rodents,whiskey,'',Can whiskey contain rodents?,No,random,0,-2.220855712890625,-2.2045865058898926,-2.3973936803905027,-2.028048538390015,0.1765379674998777,No,True
can contain springs,a rocket,'',Can a rocket contain springs?,No,random,1,-2.069098949432373,-3.5876338481903076,-2.3094327530424508,-3.34730004458023,0.24033380361007795,Yes,False
can contain tea,a deckchair,'',Can a deckchair contain tea?,No,random,1,-1.4649182558059692,-2.3093223571777344,-1.7052520594160472,-2.0689885535676567,0.24033380361007795,Yes,False
can cool the body down,a dragonfly,'',Can a dragonfly cool the body down?,No,random,1,-2.278441905975342,-2.451153516769409,-2.5187757095854195,-2.2108197131593315,0.24033380361007795,No,True
can crawl,a coffee maker,'',Can a coffee maker crawl?,No,random,1,-4.151771545410156,-1.7002760171890259,-4.392105349020234,-1.459942213578948,0.24033380361007795,No,True
can crease,a shawl,'',Can a shawl crease?,Yes,random,1,-1.2032188177108765,-3.8791260719299316,-1.4435526213209544,-3.638792268319854,0.24033380361007795,Yes,True
can croak,a frog,'',Can a frog croak?,Yes,random,1,-1.5715134143829346,-3.7145423889160156,-1.8118472179930125,-3.474208585305938,0.24033380361007795,Yes,True
can crush things,an owl,'',Can an owl crush things?,No,random,1,-2.630748748779297,-3.4592642784118652,-2.8710825523893746,-3.2189304748017875,0.24033380361007795,Yes,False
can curl up,a shrimp,'',Can a shrimp curl up?,Yes,random,1,-2.455845832824707,-2.9422476291656494,-2.6961796364347848,-2.7019138255555717,0.24033380361007795,Yes,True
can curl up,a sardine,'',Can a sardine curl up?,No,random,1,-2.632655382156372,-2.0715134143829346,-2.87298918576645,-1.8311796107728566,0.24033380361007795,No,True
can cut and chop wood,a chainsaw,'',Can a chainsaw cut and chop wood?,Yes,random,1,-1.2729034423828125,-5.206623077392578,-1.5132372459928904,-4.9662892737825,0.24033380361007795,Yes,True
can cut and chop wood,mushroom,'',Can mushroom cut and chop wood?,No,random,1,-1.9858365058898926,-1.8886535167694092,-2.2261703094999703,-1.6483197131593312,0.24033380361007795,No,True
can cut down trees,an axe,'',Can an axe cut down trees?,Yes,random,1,-0.8832966089248657,-3.4973649978637695,-1.1236304125349437,-3.257031194253692,0.24033380361007795,Yes,True
can cut flesh,a bayonet,'',Can a bayonet cut flesh?,Yes,random,1,-1.7104034423828125,-5.426452159881592,-1.9507372459928904,-5.186118356271514,0.24033380361007795,Yes,True
can cut through fabric,scissors,'',Can scissors cut through fabric?,Yes,random,1,-1.6934767961502075,-4.672430038452148,-1.9338105997602855,-4.432096234842071,0.24033380361007795,Yes,True
can cut through forrest vegetation,a goose,'',Can a goose cut through forrest vegetation?,No,random,1,-2.2720541954040527,-2.5601043701171875,-2.5123879990141305,-2.3197705665071098,0.24033380361007795,No,True
can cut through metal,a saw,'',Can a saw cut through metal?,Yes,random,1,-2.0607991218566895,-4.362490653991699,-2.301132925466767,-4.1221568503816215,0.24033380361007795,Yes,True
can cut through metal,a washing machine,'',Can a washing machine cut through metal?,No,random,1,-3.218090295791626,-2.2199902534484863,-3.4584240994017037,-1.9796564498384084,0.24033380361007795,No,True
can cut through paper,champagne,'',Can champagne cut through paper?,No,random,1,-2.846151828765869,-2.5881078243255615,-3.086485632375947,-2.347774020715484,0.24033380361007795,No,True
can damage buildings,a lamb,'',Can a lamb damage buildings?,No,random,1,-2.0552358627319336,-2.3078982830047607,-2.2955696663420113,-2.067564479394683,0.24033380361007795,No,True
can damage crops,a grasshopper,'',Can a grasshopper damage crops?,Yes,random,1,-1.6656477451324463,-4.975273609161377,-1.9059815487425242,-4.734939805551299,0.24033380361007795,Yes,True
can dart around in the air,a truck,'',Can a truck dart around in the air?,No,random,1,-4.153356075286865,-1.639000654220581,-4.393689878896943,-1.398666850610503,0.24033380361007795,No,True
can defrost food,an oven,'',Can an oven defrost food?,Yes,random,1,-2.2772645950317383,-2.2974300384521484,-2.517598398641816,-2.0570962348420707,0.24033380361007795,No,False
can detect light,a bin,'',Can a bin detect light?,No,random,1,-2.414254665374756,-3.163525342941284,-2.6545884689848336,-2.9231915393312065,0.24033380361007795,Yes,False
can detect vibrations,an ear,'',Can an ear detect vibrations?,Yes,random,1,-1.5897647142410278,-4.6681904792785645,-1.8300985178511058,-4.427856675668487,0.24033380361007795,Yes,True
can die after stinging,a bee,'',Can a bee die after stinging?,Yes,random,1,-2.689901828765869,-4.066626071929932,-2.930235632375947,-3.826292268319854,0.24033380361007795,Yes,True
can dive underwater,a locust,'',Can a locust dive underwater?,No,random,1,-3.1099300384521484,-2.1728901863098145,-3.350263842062226,-1.9325563826997365,0.24033380361007795,No,True
can drain water,a dishwasher,'',Can a dishwasher drain water?,Yes,random,1,-1.7906477451324463,-3.6062793731689453,-2.030981548742524,-3.3659455695588676,0.24033380361007795,Yes,True
can drink,jelly,'',Can jelly drink?,No,random,1,-2.795440435409546,-3.507275342941284,-3.0357742390196236,-3.2669415393312065,0.24033380361007795,Yes,False
can drool,a calf,'',Can a calf drool?,Yes,random,1,-1.2324035167694092,-3.2931907176971436,-1.4727373203794871,-3.052856914087066,0.24033380361007795,Yes,True
can drown its prey,a crocodile,'',Can a crocodile drown its prey?,Yes,random,1,-2.3232080936431885,-3.0310873985290527,-2.563541897253266,-2.790753594918975,0.24033380361007795,Yes,True
can eat other birds,a shovel,'',Can a shovel eat other birds?,No,random,1,-2.8975274562835693,-0.9462117552757263,-3.137861259893647,-0.7058779516656484,0.24033380361007795,No,True
can eat plants,a refrigerator,'',Can a refrigerator eat plants?,No,random,1,-3.3425776958465576,-1.299595832824707,-3.5829114994566353,-1.059262029214629,0.24033380361007795,No,True
can eat smaller birds,a pelican,'',Can a pelican eat smaller birds?,Yes,random,1,-1.60223388671875,-4.360836505889893,-1.842567690328828,-4.120502702279815,0.24033380361007795,Yes,True
can entertain,a clam,'',Can a clam entertain?,No,random,1,-2.8551011085510254,-3.0908563137054443,-3.095434912161103,-2.8505225100953666,0.24033380361007795,No,True
can fall,a goat,'',Can a goat fall?,No,random,1,-1.3038854598999023,-3.0876338481903076,-1.5442192635099803,-2.84730004458023,0.24033380361007795,Yes,False
can fetch ball,a dog,'',Can a dog fetch ball?,Yes,random,1,-2.158355712890625,-5.7666401863098145,-2.3986895165007027,-5.526306382699737,0.24033380361007795,Yes,True
can filter,jam,'',Can jam filter?,No,random,1,-1.870679259300232,-3.1425790786743164,-2.1110130629103097,-2.9022452750642387,0.24033380361007795,Yes,False
can filter water,a chopping board,'',Can a chopping board filter water?,No,random,1,-2.6420865058898926,-1.689179539680481,-2.8824203094999703,-1.448845736070403,0.24033380361007795,No,True
can fire arrows,ham,'',Can ham fire arrows?,No,random,1,-2.177744150161743,-2.331623077392578,-2.418077953771821,-2.0912892737825004,0.24033380361007795,No,True
can fire long range,a rifle,'',Can a rifle fire long range?,Yes,random,1,-2.458477258682251,-5.63633394241333,-2.6988110622923287,-5.396000138803252,0.24033380361007795,Yes,True
can flash,a camera,'',Can a camera flash?,Yes,random,1,-1.6744158267974854,-3.4811582565307617,-1.9147496304075633,-3.240824452920684,0.24033380361007795,Yes,True
can flash,a hyacinth,'',Can a hyacinth flash?,No,random,1,-2.536966323852539,-1.9686546325683594,-2.777300127462617,-1.7283208289582814,0.24033380361007795,No,True
can flatten,a budgie,'',Can a budgie flatten?,No,random,1,-3.268467664718628,-2.8967642784118652,-3.5088014683287057,-2.6564304748017875,0.24033380361007795,No,True
can float in air,a jacket,'',Can a jacket float in air?,No,random,1,-3.1310195922851562,-1.5781517028808594,-3.371353395895234,-1.3378178992707814,0.24033380361007795,No,True
can flutter,an oven,'',Can an oven flutter?,No,random,1,-2.846151828765869,-3.534527063369751,-3.086485632375947,-3.2941932597596733,0.24033380361007795,Yes,False
