task,QID,AnsRefIDs,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
qa12,9,[8],Sandra and Daniel went back to the bedroom.,Is Daniel in the bedroom?,Yes,20.0,3,-0.9871246218681335,-0.48712462186813354,0.15606602396195135,-0.033587238452552515,-1.143190645830085,-0.45353738341558103,No,False,True,True
qa12,9,[8],Sandra and Daniel went back to the bedroom.,Is Daniel in the bathroom?,No,20.0,1,-1.3269363641738892,-0.3293778896331787,-0.1877007208764554,0.12669324323069303,-1.1392356432974338,-0.45607113286387174,No,True,False,True
qa12,15,[13],Daniel and Mary journeyed to the kitchen.,Is Mary in the kitchen?,Yes,20.0,2,-0.7097763419151306,-0.7097763419151306,0.44043399558092156,-0.25933267377937835,-1.1502103374960522,-0.45044366813575226,No,False,True,True
qa12,15,[13],Daniel and Mary journeyed to the kitchen.,Is Mary in the bedroom?,No,20.0,4,-0.9910263419151306,-0.49297723174095154,0.14822191726416345,-0.03732328885622943,-1.139248259179294,-0.4556539428847221,No,True,True,False
qa12,12,[11],Mary and Daniel went back to the office.,Is Mary in the office?,Yes,20.0,1,-0.991283118724823,-0.48933178186416626,0.14795252457261077,-0.03326064900029452,-1.1392356432974338,-0.45607113286387174,No,False,True,True
qa12,12,[11],Mary and Daniel went back to the office.,Is Mary in the bedroom?,No,20.0,0,-1.3271992206573486,-0.3293778896331787,-0.17955777645111093,0.12217999475542457,-1.1476414442062377,-0.4515578843886033,No,True,False,True
qa12,6,[5],Mary and John went back to the bedroom.,Is Mary in the bedroom?,Yes,20.0,2,-0.7063295841217041,-0.7058746218681335,0.44388075337434807,-0.2554309537323813,-1.1502103374960522,-0.45044366813575226,No,False,True,True
qa12,6,[5],Mary and John went back to the bedroom.,Is Mary in the garden?,No,20.0,3,-1.3274039030075073,-0.3254522383213043,-0.18421325717742243,0.1280851450942767,-1.143190645830085,-0.45353738341558103,No,True,False,True
qa12,3,[2],John and Daniel journeyed to the hallway.,Is John in the hallway?,Yes,20.0,2,-1.3269363641738892,-0.32742607593536377,-0.176726026677837,0.12301759220038849,-1.1502103374960522,-0.45044366813575226,No,False,False,False
qa12,3,[2],John and Daniel journeyed to the hallway.,Is John in the bedroom?,No,20.0,2,-1.3269363641738892,-0.3313295841217041,-0.176726026677837,0.11911408401404816,-1.1502103374960522,-0.45044366813575226,No,True,False,True
qa12,6,[5],Sandra and John moved to the kitchen.,Is Sandra in the kitchen?,Yes,20.0,4,-0.710033118724823,-0.710033118724823,0.42921514045447107,-0.2543791758401009,-1.139248259179294,-0.4556539428847221,No,False,True,True
qa12,6,[5],Sandra and John moved to the kitchen.,Is Sandra in the bedroom?,No,20.0,0,-0.9877347350120544,-0.4856278896331787,0.15990670919418326,-0.03407000524457543,-1.1476414442062377,-0.4515578843886033,No,True,True,False
qa12,6,[5],Daniel and Sandra went to the hallway.,Is Sandra in the hallway?,Yes,20.0,3,-0.9875795841217041,-0.4875795841217041,0.1556110617083808,-0.03404220070612307,-1.143190645830085,-0.45353738341558103,No,False,True,True
qa12,6,[5],Daniel and Sandra went to the hallway.,Is Sandra in the garden?,No,20.0,4,-1.3271992206573486,-0.3293778896331787,-0.18795096147805457,0.1262760532515434,-1.139248259179294,-0.4556539428847221,No,True,False,True
qa12,15,[14],Daniel and Sandra travelled to the office.,Is Daniel in the office?,Yes,20.0,2,-0.9875795841217041,-0.4875795841217041,0.16263075337434807,-0.03713591598595184,-1.1502103374960522,-0.45044366813575226,No,False,True,True
qa12,15,[14],Daniel and Sandra travelled to the office.,Is Daniel in the bathroom?,No,20.0,2,-1.5222395658493042,-0.27078139781951904,-0.37202922835325203,0.17966227031623322,-1.1502103374960522,-0.45044366813575226,No,True,False,True
qa12,15,[14],John and Daniel went back to the bedroom.,Is Daniel in the bedroom?,Yes,20.0,2,-0.7061304450035095,-0.7058746218681335,0.44407989249254265,-0.2554309537323813,-1.1502103374960522,-0.45044366813575226,No,False,True,True
qa12,15,[14],John and Daniel went back to the bedroom.,Is Daniel in the kitchen?,No,20.0,4,-0.9914830923080444,-0.491283118724823,0.14776516687124963,-0.03562917584010089,-1.139248259179294,-0.4556539428847221,No,True,True,False
qa12,12,[11],Daniel and Mary travelled to the hallway.,Is Daniel in the hallway?,Yes,20.0,4,-0.991283118724823,-0.491026371717453,0.14796514045447107,-0.035372428832730896,-1.139248259179294,-0.4556539428847221,No,False,True,True
qa12,12,[11],Daniel and Mary travelled to the hallway.,Is Daniel in the office?,No,20.0,3,-1.1553665399551392,-0.4074918031692505,-0.012175894125054265,0.04604558024633054,-1.143190645830085,-0.45353738341558103,No,True,False,True
qa12,6,[5],Daniel and John journeyed to the bathroom.,Is Daniel in the bathroom?,Yes,20.0,3,-1.3269363641738892,-0.32917898893356323,-0.18374571834380427,0.1243583944820178,-1.143190645830085,-0.45353738341558103,No,False,False,False
qa12,6,[5],Daniel and John journeyed to the bathroom.,Is Daniel in the hallway?,No,20.0,0,-0.9949280619621277,-0.49323445558547974,0.15271338224411002,-0.041676571196876455,-1.1476414442062377,-0.4515578843886033,No,True,True,False
qa12,9,[8],Sandra and John journeyed to the bedroom.,Is John in the bedroom?,Yes,20.0,1,-0.9873804450035095,-0.48542898893356323,0.15185519829392424,-0.02935785606969149,-1.1392356432974338,-0.45607113286387174,No,False,True,True
qa12,9,[8],Sandra and John journeyed to the bedroom.,Is John in the kitchen?,No,20.0,2,-0.9875795841217041,-0.48933178186416626,0.16263075337434807,-0.038888113728414,-1.1502103374960522,-0.45044366813575226,No,True,True,False
qa12,15,[14],Mary and Daniel travelled to the hallway.,Is Daniel in the hallway?,Yes,20.0,0,-0.9910263419151306,-0.491026371717453,0.1566151022911071,-0.03946848732884972,-1.1476414442062377,-0.4515578843886033,No,False,True,True
qa12,15,[14],Mary and Daniel travelled to the hallway.,Is Daniel in the bedroom?,No,20.0,1,-1.3269363641738892,-0.3293778896331787,-0.1877007208764554,0.12669324323069303,-1.1392356432974338,-0.45607113286387174,No,True,False,True
qa12,15,[14],Mary and John moved to the hallway.,Is John in the hallway?,Yes,20.0,4,-0.9877347350120544,-0.485782653093338,0.15151352416723962,-0.030128710208615905,-1.139248259179294,-0.4556539428847221,No,False,True,True
qa12,15,[14],Mary and John moved to the hallway.,Is John in the office?,No,20.0,1,-0.9914830923080444,-0.49148309230804443,0.14775255098938933,-0.03541195944417269,-1.1392356432974338,-0.45607113286387174,No,True,True,False
qa12,6,[4],Mary and Sandra journeyed to the bathroom.,Is Sandra in the bathroom?,Yes,20.0,0,-0.9910263419151306,-0.49297723174095154,0.1566151022911071,-0.04141934735234826,-1.1476414442062377,-0.4515578843886033,No,False,True,True
qa12,6,[4],Mary and Sandra journeyed to the bathroom.,Is Sandra in the office?,No,20.0,1,-1.3269363641738892,-0.32917898893356323,-0.1877007208764554,0.1268921439303085,-1.1392356432974338,-0.45607113286387174,No,True,False,True
qa12,6,[4],Sandra and Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,20.0,0,-0.7063295841217041,-0.7058746218681335,0.4413118600845336,-0.25431673747953026,-1.1476414442062377,-0.4515578843886033,No,False,True,True
qa12,6,[4],Sandra and Mary moved to the bedroom.,Is Mary in the bathroom?,No,20.0,2,-0.991283118724823,-0.491283118724823,0.15892721877122917,-0.040839450589070736,-1.1502103374960522,-0.45044366813575226,No,True,True,False
qa12,6,[5],John and Sandra journeyed to the garden.,Is John in the garden?,Yes,20.0,2,-0.9873804450035095,-0.48907551169395447,0.16282989249254265,-0.038631843558202206,-1.1502103374960522,-0.45044366813575226,No,False,True,True
qa12,6,[5],John and Sandra journeyed to the garden.,Is John in the bathroom?,No,20.0,4,-0.9951857924461365,-0.49459725618362427,0.1440624667331576,-0.03894331329890216,-1.139248259179294,-0.4556539428847221,No,True,True,False
qa12,6,[5],John and Sandra went back to the bathroom.,Is John in the bathroom?,Yes,20.0,0,-0.9875795841217041,-0.4873804450035095,0.1600618600845336,-0.03582256061490624,-1.1476414442062377,-0.4515578843886033,No,False,True,True
qa12,6,[5],John and Sandra went back to the bathroom.,Is John in the hallway?,No,20.0,4,-0.9914830923080444,-0.49148309230804443,0.14776516687124963,-0.035829149423322326,-1.139248259179294,-0.4556539428847221,No,True,True,False
qa12,3,[2],John and Mary moved to the hallway.,Is John in the hallway?,Yes,20.0,2,-0.991283118724823,-0.491283118724823,0.15892721877122917,-0.040839450589070736,-1.1502103374960522,-0.45044366813575226,No,False,True,True
qa12,3,[2],John and Mary moved to the hallway.,Is John in the bathroom?,No,20.0,0,-1.1631721258163452,-0.4111925959587097,-0.01553068161010751,0.040365288429893564,-1.1476414442062377,-0.4515578843886033,No,True,False,True
qa12,12,[11],Daniel and John journeyed to the hallway.,Is John in the hallway?,Yes,20.0,4,-0.9875795841217041,-0.4873804450035095,0.15166867505758996,-0.031726502118787414,-1.139248259179294,-0.4556539428847221,No,False,True,True
qa12,12,[11],Daniel and John journeyed to the hallway.,Is John in the garden?,No,20.0,4,-1.3271992206573486,-0.32742607593536377,-0.18795096147805457,0.12822786694935834,-1.139248259179294,-0.4556539428847221,No,True,False,True
qa12,9,[8],Sandra and Daniel went to the bedroom.,Is Sandra in the bedroom?,Yes,20.0,3,-0.7063295841217041,-0.7058746218681335,0.4368610617083808,-0.2523372384525525,-1.143190645830085,-0.45353738341558103,No,False,True,True
qa12,9,[8],Sandra and Daniel went to the bedroom.,Is Sandra in the kitchen?,No,20.0,3,-0.9914830923080444,-0.491026371717453,0.15170755352204046,-0.03748898830187197,-1.143190645830085,-0.45353738341558103,No,True,True,False
qa12,9,[8],Mary and Daniel journeyed to the hallway.,Is Mary in the hallway?,Yes,20.0,3,-0.9873804450035095,-0.4875795841217041,0.15581020082657537,-0.03404220070612307,-1.143190645830085,-0.45353738341558103,No,False,True,True
qa12,9,[8],Mary and Daniel journeyed to the hallway.,Is Mary in the bathroom?,No,20.0,3,-0.9951857924461365,-0.4949280917644501,0.14800485338394842,-0.04139070834886904,-1.143190645830085,-0.45353738341558103,No,True,True,False
qa12,3,[2],Sandra and Mary went to the hallway.,Is Mary in the hallway?,Yes,20.0,3,-0.9875795841217041,-0.4875795841217041,0.1556110617083808,-0.03404220070612307,-1.143190645830085,-0.45353738341558103,No,False,True,True
qa12,3,[2],Sandra and Mary went to the hallway.,Is Mary in the garden?,No,20.0,4,-1.3274039030075073,-0.32742607593536377,-0.18815564382821326,0.12822786694935834,-1.139248259179294,-0.4556539428847221,No,True,False,True
qa12,6,[4],John and Daniel journeyed to the kitchen.,Is Daniel in the kitchen?,Yes,20.0,3,-0.9871246218681335,-0.4873804450035095,0.15606602396195135,-0.03384306158792849,-1.143190645830085,-0.45353738341558103,No,False,True,True
qa12,6,[4],John and Daniel journeyed to the kitchen.,Is Daniel in the office?,No,20.0,0,-1.3269363641738892,-0.3274039328098297,-0.17929491996765146,0.12415395157877357,-1.1476414442062377,-0.4515578843886033,No,True,False,True
qa12,6,[5],Daniel and Sandra went to the office.,Is Sandra in the office?,Yes,20.0,3,-0.991283118724823,-0.491283118724823,0.1519075271052619,-0.03774573530924197,-1.143190645830085,-0.45353738341558103,No,False,True,True
qa12,6,[5],Daniel and Sandra went to the office.,Is Sandra in the hallway?,No,20.0,4,-0.9951857924461365,-0.49323445558547974,0.1440624667331576,-0.03758051270075763,-1.139248259179294,-0.4556539428847221,No,True,True,False
qa12,9,[8],John and Mary journeyed to the bathroom.,Is John in the bathroom?,Yes,20.0,3,-1.3269363641738892,-0.32719916105270386,-0.18374571834380427,0.12633822236287717,-1.143190645830085,-0.45353738341558103,No,False,False,False
qa12,9,[8],John and Mary journeyed to the bathroom.,Is John in the hallway?,No,20.0,4,-0.9949280619621277,-0.49297723174095154,0.14432019721716638,-0.03732328885622943,-1.139248259179294,-0.4556539428847221,No,True,True,False
qa12,15,[14],John and Mary moved to the hallway.,Is Mary in the hallway?,Yes,20.0,2,-0.991283118724823,-0.491283118724823,0.15892721877122917,-0.040839450589070736,-1.1502103374960522,-0.45044366813575226,No,False,True,True
qa12,15,[14],John and Mary moved to the hallway.,Is Mary in the office?,No,20.0,2,-0.9953866004943848,-0.49538660049438477,0.1548237370016674,-0.044942932358632504,-1.1502103374960522,-0.45044366813575226,No,True,True,False
qa12,12,[10],John and Mary travelled to the bedroom.,Is John in the bedroom?,Yes,20.0,4,-1.3269363641738892,-0.3272276520729065,-0.1876881049945951,0.1284262908118156,-1.139248259179294,-0.4556539428847221,No,False,False,False
qa12,12,[10],John and Mary travelled to the bedroom.,Is John in the bathroom?,No,20.0,1,-1.3269363641738892,-0.3311304450035095,-0.1877007208764554,0.12494068786036222,-1.1392356432974338,-0.45607113286387174,No,True,False,True
qa12,15,[14],John and Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,20.0,4,-0.9873804450035095,-0.4873804450035095,0.15186781417578454,-0.031726502118787414,-1.139248259179294,-0.4556539428847221,No,False,True,True
qa12,15,[14],John and Mary moved to the bedroom.,Is Mary in the garden?,No,20.0,1,-1.3274039030075073,-0.3275633156299591,-0.18816825971007356,0.12850781723391264,-1.1392356432974338,-0.45607113286387174,No,True,False,True
qa12,6,[5],John and Daniel journeyed to the garden.,Is Daniel in the garden?,Yes,20.0,0,-0.7102330923080444,-0.7097763419151306,0.43740835189819327,-0.25821845752652733,-1.1476414442062377,-0.4515578843886033,No,False,True,True
qa12,6,[5],John and Daniel journeyed to the garden.,Is Daniel in the bedroom?,No,20.0,3,-0.9873804450035095,-0.4873804450035095,0.15581020082657537,-0.03384306158792849,-1.143190645830085,-0.45353738341558103,No,True,True,False
qa12,9,[8],Mary and Daniel travelled to the garden.,Is Daniel in the garden?,Yes,20.0,1,-0.9871246218681335,-0.48933178186416626,0.15211102142930022,-0.03326064900029452,-1.1392356432974338,-0.45607113286387174,No,False,True,True
qa12,9,[8],Mary and Daniel travelled to the garden.,Is Daniel in the hallway?,No,20.0,3,-0.9910263419151306,-0.49297723174095154,0.15216430391495428,-0.03943984832537051,-1.143190645830085,-0.45353738341558103,No,True,True,False
qa12,15,[14],Daniel and John went to the office.,Is Daniel in the office?,Yes,20.0,3,-0.9875795841217041,-0.4875795841217041,0.1556110617083808,-0.03404220070612307,-1.143190645830085,-0.45353738341558103,No,False,True,True
qa12,15,[14],Daniel and John went to the office.,Is Daniel in the bedroom?,No,20.0,2,-1.3274039030075073,-0.32742607593536377,-0.17719356551145515,0.12301759220038849,-1.1502103374960522,-0.45044366813575226,No,True,False,True
qa12,12,[10],Sandra and John travelled to the office.,Is Sandra in the office?,Yes,20.0,2,-0.9875795841217041,-0.4875795841217041,0.16263075337434807,-0.03713591598595184,-1.1502103374960522,-0.45044366813575226,No,False,True,True
qa12,12,[10],Sandra and John travelled to the office.,Is Sandra in the hallway?,No,20.0,4,-0.9875795841217041,-0.48953139781951904,0.15166867505758996,-0.033877454934796936,-1.139248259179294,-0.4556539428847221,No,True,True,False
qa12,9,[8],Mary and Sandra went back to the garden.,Is Mary in the garden?,Yes,20.0,3,-0.9873804450035095,-0.4875795841217041,0.15581020082657537,-0.03404220070612307,-1.143190645830085,-0.45353738341558103,No,False,True,True
qa12,9,[8],Mary and Sandra went back to the garden.,Is Mary in the bathroom?,No,20.0,4,-1.3347395658493042,-0.33672723174095154,-0.19549130667001013,0.11892671114377057,-1.139248259179294,-0.4556539428847221,No,True,False,True
qa12,12,[8],John and Daniel moved to the bedroom.,Is Daniel in the bedroom?,Yes,20.0,2,-0.7063295841217041,-0.7058746218681335,0.44388075337434807,-0.2554309537323813,-1.1502103374960522,-0.45044366813575226,No,False,True,True
qa12,12,[8],John and Daniel moved to the bedroom.,Is Daniel in the garden?,No,20.0,1,-1.3271992206573486,-0.3293778896331787,-0.18796357735991487,0.12669324323069303,-1.1392356432974338,-0.45607113286387174,No,True,False,True
qa12,15,[14],Daniel and Mary went to the hallway.,Is Daniel in the hallway?,Yes,20.0,4,-0.9873804450035095,-0.48933178186416626,0.15186781417578454,-0.03367783897944415,-1.139248259179294,-0.4556539428847221,No,False,True,True
qa12,15,[14],Daniel and Mary went to the hallway.,Is Daniel in the bedroom?,No,20.0,1,-0.9914830923080444,-0.49323445558547974,0.14775255098938933,-0.037163322721607994,-1.1392356432974338,-0.45607113286387174,No,True,True,False
qa12,6,[5],Daniel and Sandra travelled to the garden.,Is Sandra in the garden?,Yes,20.0,1,-0.9875795841217041,-0.48933178186416626,0.15165605917572966,-0.03326064900029452,-1.1392356432974338,-0.45607113286387174,No,False,True,True
qa12,6,[5],Daniel and Sandra travelled to the garden.,Is Sandra in the kitchen?,No,20.0,4,-1.3269363641738892,-0.3311304450035095,-0.1876881049945951,0.12452349788121259,-1.139248259179294,-0.4556539428847221,No,True,False,True
qa13,15,"[13, 14]",Daniel and Sandra journeyed to the hallway. After that they went to the bedroom.,Is Daniel in the bedroom?,Yes,20.0,1,-1.3344467878341675,-0.33282551169395447,-0.19521114453673372,0.12324562116991727,-1.1392356432974338,-0.45607113286387174,No,False,False,False
qa13,15,"[13, 14]",Daniel and Sandra journeyed to the hallway. After that they went to the bedroom.,Is Daniel in the garden?,No,20.0,0,-1.1628831624984741,-0.41254836320877075,-0.015241718292236417,0.03900952117983253,-1.1476414442062377,-0.4515578843886033,No,True,False,True
qa13,6,"[4, 5]",John and Mary went back to the garden. Then they moved to the office.,Is Mary in the office?,Yes,20.0,3,-0.9914830923080444,-0.491283118724823,0.15170755352204046,-0.03774573530924197,-1.143190645830085,-0.45353738341558103,No,False,True,True
qa13,6,"[4, 5]",John and Mary went back to the garden. Then they moved to the office.,Is Mary in the hallway?,No,20.0,0,-0.7178385853767395,-0.7175797820091248,0.4298028588294982,-0.2660218976205215,-1.1476414442062377,-0.4515578843886033,No,True,True,False
qa13,6,"[4, 5]",Daniel and John went to the bathroom. After that they went back to the hallway.,Is John in the hallway?,Yes,20.0,3,-0.991283118724823,-0.491026371717453,0.1519075271052619,-0.03748898830187197,-1.143190645830085,-0.45353738341558103,No,False,True,True
qa13,6,"[4, 5]",Daniel and John went to the bathroom. After that they went back to the hallway.,Is John in the bedroom?,No,20.0,1,-0.9953866004943848,-0.49713724851608276,0.143849042803049,-0.04106611565221102,-1.1392356432974338,-0.45607113286387174,No,True,True,False
qa13,6,"[4, 5]",John and Sandra went back to the bathroom. Afterwards they went back to the office.,Is Sandra in the office?,Yes,20.0,1,-0.9875795841217041,-0.48933178186416626,0.15165605917572966,-0.03326064900029452,-1.1392356432974338,-0.45607113286387174,No,False,True,True
qa13,6,"[4, 5]",John and Sandra went back to the bathroom. Afterwards they went back to the office.,Is Sandra in the kitchen?,No,20.0,2,-0.9951857924461365,-0.4949280917644501,0.1550245450499157,-0.04448442362869781,-1.1502103374960522,-0.45044366813575226,No,True,True,False
qa13,6,"[4, 5]",Mary and Daniel moved to the bedroom. Then they went back to the kitchen.,Is Mary in the kitchen?,Yes,20.0,1,-0.9910263419151306,-0.491026371717453,0.14820930138230315,-0.03495523885358126,-1.1392356432974338,-0.45607113286387174,No,False,True,True
qa13,6,"[4, 5]",Mary and Daniel moved to the bedroom. Then they went back to the kitchen.,Is Mary in the garden?,No,20.0,0,-1.1628831624984741,-0.4109322726726532,-0.015241718292236417,0.04062561171595008,-1.1476414442062377,-0.4515578843886033,No,True,False,True
qa13,15,"[13, 14]",John and Mary travelled to the garden. Then they moved to the office.,Is John in the office?,Yes,20.0,2,-0.991283118724823,-0.491026371717453,0.15892721877122917,-0.04058270358170074,-1.1502103374960522,-0.45044366813575226,No,False,True,True
qa13,15,"[13, 14]",John and Mary travelled to the garden. Then they moved to the office.,Is John in the bathroom?,No,20.0,0,-1.3347395658493042,-0.33698445558547974,-0.1870981216430665,0.11457342880312354,-1.1476414442062377,-0.4515578843886033,No,True,False,True
qa13,15,"[13, 14]",Mary and Daniel went to the bathroom. Afterwards they moved to the bedroom.,Is Daniel in the bedroom?,Yes,20.0,2,-0.991283118724823,-0.49069681763648987,0.15892721877122917,-0.040253149500737606,-1.1502103374960522,-0.45044366813575226,No,False,True,True
qa13,15,"[13, 14]",Mary and Daniel went to the bathroom. Afterwards they moved to the bedroom.,Is Daniel in the hallway?,No,20.0,0,-0.991283118724823,-0.491026371717453,0.1563583254814147,-0.03946848732884972,-1.1476414442062377,-0.4515578843886033,No,True,True,False
qa13,12,"[10, 11]",John and Sandra went to the office. Then they went back to the bathroom.,Is John in the bathroom?,Yes,20.0,2,-1.7175426483154297,-0.21588724851608276,-0.5673323108193775,0.2345564196196695,-1.1502103374960522,-0.45044366813575226,No,False,False,False
qa13,12,"[10, 11]",John and Sandra went to the office. Then they went back to the bathroom.,Is John in the kitchen?,No,20.0,1,-1.1631721258163452,-0.409241259098053,-0.02393648251891145,0.046829873765818764,-1.1392356432974338,-0.45607113286387174,No,True,False,True
qa13,3,"[1, 2]",Mary and Sandra journeyed to the bedroom. Afterwards they journeyed to the hallway.,Is Mary in the hallway?,Yes,20.0,2,-1.3269363641738892,-0.328923761844635,-0.176726026677837,0.12151990629111725,-1.1502103374960522,-0.45044366813575226,No,False,False,False
qa13,3,"[1, 2]",Mary and Sandra journeyed to the bedroom. Afterwards they journeyed to the hallway.,Is Mary in the kitchen?,No,20.0,4,-0.991283118724823,-0.49297723174095154,0.14796514045447107,-0.03732328885622943,-1.139248259179294,-0.4556539428847221,No,True,True,False
qa13,3,"[1, 2]",Sandra and Daniel travelled to the garden. After that they moved to the office.,Is Daniel in the office?,Yes,20.0,3,-0.9949280619621277,-0.4949280917644501,0.1482625838679572,-0.04139070834886904,-1.143190645830085,-0.45353738341558103,No,False,True,True
qa13,3,"[1, 2]",Sandra and Daniel travelled to the garden. After that they moved to the office.,Is Daniel in the hallway?,No,20.0,2,-0.9949280619621277,-0.4949280917644501,0.15528227553392449,-0.04448442362869781,-1.1502103374960522,-0.45044366813575226,No,True,True,False
qa13,9,"[7, 8]",John and Sandra went back to the office. Following that they went to the hallway.,Is John in the hallway?,Yes,20.0,4,-1.3344467878341675,-0.33639708161354065,-0.19519852865487342,0.11925686127118146,-1.139248259179294,-0.4556539428847221,No,False,False,False
qa13,9,"[7, 8]",John and Sandra went back to the office. Following that they went to the hallway.,Is John in the bathroom?,No,20.0,2,-1.3425426483154297,-0.3406289517879486,-0.19233231081937752,0.10981471634780365,-1.1502103374960522,-0.45044366813575226,No,True,False,True
qa13,3,"[1, 2]",Daniel and John went to the bedroom. Then they travelled to the garden.,Is John in the garden?,Yes,20.0,4,-0.9949280619621277,-0.4949280917644501,0.14432019721716638,-0.039274148879727966,-1.139248259179294,-0.4556539428847221,No,False,True,True
qa13,3,"[1, 2]",Daniel and John went to the bedroom. Then they travelled to the garden.,Is John in the office?,No,20.0,1,-1.1553096771240234,-0.4053385853767395,-0.016074033826589673,0.05073254748713224,-1.1392356432974338,-0.45607113286387174,No,True,False,True
qa13,15,"[13, 14]",Daniel and Sandra journeyed to the hallway. Following that they went to the garden.,Is Daniel in the garden?,Yes,20.0,4,-0.9945972561836243,-0.49459725618362427,0.1446510029956698,-0.03894331329890216,-1.139248259179294,-0.4556539428847221,No,False,True,True
qa13,15,"[13, 14]",Daniel and Sandra journeyed to the hallway. Following that they went to the garden.,Is Daniel in the bedroom?,No,20.0,4,-0.9984976649284363,-0.4980713725090027,0.14075059425085779,-0.04241742962428058,-1.139248259179294,-0.4556539428847221,No,True,True,False
qa13,9,"[7, 8]",Daniel and Mary went back to the kitchen. Following that they went to the bathroom.,Is Mary in the bathroom?,Yes,20.0,0,-0.9988297820091248,-0.49654752016067505,0.14881166219711295,-0.04498963577207177,-1.1476414442062377,-0.4515578843886033,No,False,True,True
qa13,9,"[7, 8]",Daniel and Mary went back to the kitchen. Following that they went to the bathroom.,Is Mary in the kitchen?,No,20.0,0,-0.9949280619621277,-0.4949280917644501,0.15271338224411002,-0.04337020737584679,-1.1476414442062377,-0.4515578843886033,No,True,True,False
qa13,15,"[13, 14]",Sandra and John journeyed to the bathroom. Afterwards they went back to the garden.,Is John in the garden?,Yes,20.0,1,-0.991283118724823,-0.48907551169395447,0.14795252457261077,-0.033004378830082726,-1.1392356432974338,-0.45607113286387174,No,False,True,True
qa13,15,"[13, 14]",Sandra and John journeyed to the bathroom. Afterwards they went back to the garden.,Is John in the bathroom?,No,20.0,4,-1.3271992206573486,-0.32719916105270386,-0.18795096147805457,0.12845478183201825,-1.139248259179294,-0.4556539428847221,No,True,False,True
qa13,12,"[10, 11]",Mary and John went back to the office. Afterwards they went back to the garden.,Is Mary in the garden?,Yes,20.0,1,-1.3271992206573486,-0.3272276520729065,-0.18796357735991487,0.12884348079096525,-1.1392356432974338,-0.45607113286387174,No,False,False,False
qa13,12,"[10, 11]",Mary and John went back to the office. Afterwards they went back to the garden.,Is Mary in the bedroom?,No,20.0,0,-1.3347395658493042,-0.3311304450035095,-0.1870981216430665,0.12042743938509376,-1.1476414442062377,-0.4515578843886033,No,True,False,True
qa13,6,"[4, 5]",John and Daniel moved to the garden. Afterwards they went back to the hallway.,Is Daniel in the hallway?,Yes,20.0,2,-0.991283118724823,-0.491283118724823,0.15892721877122917,-0.040839450589070736,-1.1502103374960522,-0.45044366813575226,No,False,True,True
qa13,6,"[4, 5]",John and Daniel moved to the garden. Afterwards they went back to the hallway.,Is Daniel in the garden?,No,20.0,4,-1.3271992206573486,-0.32917898893356323,-0.18795096147805457,0.12647495395115887,-1.139248259179294,-0.4556539428847221,No,True,False,True
qa13,3,"[1, 2]",Daniel and Sandra moved to the bedroom. Then they went back to the office.,Is Sandra in the office?,Yes,20.0,0,-0.9875795841217041,-0.4875795841217041,0.1600618600845336,-0.03602169973310082,-1.1476414442062377,-0.4515578843886033,No,False,True,True
qa13,3,"[1, 2]",Daniel and Sandra moved to the bedroom. Then they went back to the office.,Is Sandra in the bedroom?,No,20.0,2,-1.3269363641738892,-0.32917898893356323,-0.176726026677837,0.12126467920218903,-1.1502103374960522,-0.45044366813575226,No,True,False,True
qa13,6,"[4, 5]",John and Mary went back to the garden. Then they travelled to the bathroom.,Is Mary in the bathroom?,Yes,20.0,4,-0.9988297820091248,-0.4984976649284363,0.1404184771701693,-0.04284372204371417,-1.139248259179294,-0.4556539428847221,No,False,True,True
qa13,6,"[4, 5]",John and Mary went back to the garden. Then they travelled to the bathroom.,Is Mary in the kitchen?,No,20.0,2,-0.9951857924461365,-0.4951857924461365,0.1550245450499157,-0.04474212431038421,-1.1502103374960522,-0.45044366813575226,No,True,True,False
qa13,6,"[4, 5]",Sandra and John went back to the office. After that they moved to the hallway.,Is Sandra in the hallway?,Yes,20.0,0,-0.9951857924461365,-0.4949280917644501,0.15245565176010123,-0.04337020737584679,-1.1476414442062377,-0.4515578843886033,No,False,True,True
qa13,6,"[4, 5]",Sandra and John went back to the office. After that they moved to the hallway.,Is Sandra in the garden?,No,20.0,3,-1.335004448890686,-0.33308178186416626,-0.19181380306060114,0.12045560155141477,-1.143190645830085,-0.45353738341558103,No,True,False,True
qa13,15,"[13, 14]",Daniel and Mary journeyed to the kitchen. Then they went back to the garden.,Is Daniel in the garden?,Yes,20.0,1,-0.9871246218681335,-0.48907551169395447,0.15211102142930022,-0.033004378830082726,-1.1392356432974338,-0.45607113286387174,No,False,True,True
qa13,15,"[13, 14]",Daniel and Mary journeyed to the kitchen. Then they went back to the garden.,Is Daniel in the bedroom?,No,20.0,2,-0.9945972561836243,-0.49654752016067505,0.1556130813124279,-0.04610385202492279,-1.1502103374960522,-0.45044366813575226,No,True,True,False
