question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | My dog begged me for a treat so I gave him some onion. Scenario 2 | I hid the stink bomb in the teenager's locker.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,1,-7.5902605056762695,-7.90470027923584,-3.7031140327453613,-5.031181812286377,0.292475887064664,-1.4262956650751946,1.411623890294969,-0.8971643970822392,-7.8827363927409335,-6.478404614160645,-5.11473792304033,-4.134017415204138,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I laugh at the student that stutters. Scenario 2 | I called the cops on a stranger for walking past me","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,1,-7.463983535766602,-6.2807464599609375,-4.468729496002197,-4.656186103820801,0.41875285697433196,0.19765815419970778,0.646008427038133,-0.522168688616663,-7.8827363927409335,-6.478404614160645,-5.11473792304033,-4.134017415204138,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I poured water on the stage before the dancers performed. Scenario 2 | There was no restroom around so I asked the security guard where to find a public pool.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,1,-6.997673988342285,-5.749619960784912,-5.187462329864502,-2.6249938011169434,0.8850624043986484,0.7287846533757332,-0.0727244068241717,1.5090236140871944,-7.8827363927409335,-6.478404614160645,-5.11473792304033,-4.134017415204138,D,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I refused to take Jenny's portrait because she wouldn't sleep with me. Scenario 2 | I took a ten hour break from my kids to play a game.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,1,-7.24701452255249,-7.061529636383057,-4.999972343444824,-5.49992036819458,0.6357218701884433,-0.5831250222224114,0.11476557959550604,-1.3659029529904423,-7.8827363927409335,-6.478404614160645,-5.11473792304033,-4.134017415204138,C,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | While walking my dog, I left its poop. Scenario 2 | I exposed the catered food to my cold","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,1,-6.7779717445373535,-7.716760158538818,-4.718693733215332,-5.093672752380371,1.10476464820358,-1.238355544378173,0.3960441898249982,-0.9596553371762333,-7.8827363927409335,-6.478404614160645,-5.11473792304033,-4.134017415204138,C,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my grandparents slept, I cut their hair. Scenario 2 | I am not releasing the silver cure for viruses.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,1,-6.342381954193115,-8.371399879455566,-2.9062440395355225,-5.718596458435059,1.5403544385478183,-1.8929952652949211,2.208493883504808,-1.5845790432309208,-7.8827363927409335,-6.478404614160645,-5.11473792304033,-4.134017415204138,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I plan on taking my best friends girlfriend, out to the movies to win her over. Scenario 2 | I gave the sick child two hundred advil for her fever","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,1,-8.61395263671875,-5.0623602867126465,-6.187384128570557,-2.859363079071045,-0.7312162439778165,1.4160443274479988,-1.0726462055302264,1.2746543361330929,-7.8827363927409335,-6.478404614160645,-5.11473792304033,-4.134017415204138,D,B,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I turned the AC off and left my dog in the car. Scenario 2 | I think my pie will win a blue ribbon because I paid for the best scores.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,1,-6.341631889343262,-7.591631889343262,-5.65611457824707,-4.718693733215332,1.5411045033976718,-1.1132272751826164,-0.54137665520674,-0.5846763180111942,-7.8827363927409335,-6.478404614160645,-5.11473792304033,-4.134017415204138,D,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I dropped the baby after I was done feeding it. Scenario 2 | I drove through the red light","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,1,-7.961822032928467,-7.27970027923584,-5.531181812286377,-5.53112268447876,-0.07908564018753328,-0.8012956650751946,-0.4164438892460467,-1.397105269274622,-7.8827363927409335,-6.478404614160645,-5.11473792304033,-4.134017415204138,D,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I did not wear a mask though I was sick. Scenario 2 | The forecast calls for rain, so I will tell the new girl to wear a sundress.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,1,-7.183159351348877,-6.811588764190674,-4.749959945678711,-3.624981164932251,0.6995770413920566,-0.33318415003002855,0.3647779773616193,0.5090362502718868,-7.8827363927409335,-6.478404614160645,-5.11473792304033,-4.134017415204138,D,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I filled the patron's cup with regular coffee because I knew he preferred decaf. Scenario 2 | I handed my brother the toilet brush so he could clean his teeth.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,1,-7.3723649978637695,-4.624925136566162,-4.1874799728393555,-3.7499823570251465,0.510371394877164,1.8534794775944832,0.9272579502009748,0.3840350581789913,-7.8827363927409335,-6.478404614160645,-5.11473792304033,-4.134017415204138,D,B,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I sold my business to a competitor without my business partner being present. Scenario 2 | I watched the small squirrels from a distance and threw them fireworks.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,1,-6.342381954193115,-6.218332767486572,-6.468586444854736,-5.406177520751953,1.5403544385478183,0.260071846674073,-1.353848521814406,-1.2721601055478153,-7.8827363927409335,-6.478404614160645,-5.11473792304033,-4.134017415204138,D,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I threw the baby into the swimming pool. Scenario 2 | My granny's eyesight is failing, so I move her rocker farther from the TV when her favorite show comes on.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,1,-8.06002426147461,-6.187222003936768,-3.7031209468841553,-4.1874871253967285,-0.17728786873367586,0.2911826102238777,1.411616976156175,-0.053469710192590725,-7.8827363927409335,-6.478404614160645,-5.11473792304033,-4.134017415204138,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | Since the politician literally voted against increasing apple orchard subsidies, I decided to throw an apple pie toward the politician, and told him vote differently next time. Scenario 2 | I make sure my high-watt security light is aimed in my neighbor's bedroom window.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-6.841350555419922,-6.405881404876709,-4.281213760375977,-4.843667984008789,1.0279207559501602,0.030863401275010638,0.8815507056578147,-0.7106843946864769,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew my wife loved the color red so I gave her black roses. Scenario 2 | I ate all of the birthday cake at the party I was invited to.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-7.777296543121338,-6.030858039855957,-4.7812180519104,-4.906172752380371,0.09197476824874418,0.4058867662957626,0.38154641412339085,-0.773189163058059,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,B,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I pushed the small children off the swing set. Scenario 2 | I covered up the truth about their employee spreading fake news.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,2,-8.24508285522461,-5.405996799468994,-6.093662738800049,-3.9062061309814453,-0.3758115438545273,1.0307480066827255,-0.9308982727662576,0.22677745834086682,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,D,B,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I bought some computer parts and returned them after I had broken them. Scenario 2 | I set up a feast for the rich in front of the homeless.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-8.057879447937012,-6.874195575714111,-4.0624799728393555,-4.999904155731201,-0.18860813656692965,-0.4374507695623917,1.1002844931944358,-0.866920566408889,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | My friend was feeling really depressed so I ignored her. Scenario 2 | I was thankful for their work so I paid them nothing.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-7.527042388916016,-6.655679702758789,-4.093737602233887,-6.281026363372803,0.34222892245406644,-0.21893489660706944,1.0690268637999045,-2.1480427740504906,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I wanted to enliven the zoo fundraiser, so I quickly let out the tigers and monkey and let them swarm the dining hall. Scenario 2 | I made a copy of the answer key.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-7.868284702301025,-8.808899879455566,-4.562464714050293,-7.062119960784912,0.0009866090690566764,-2.372155073303847,0.6002997519834983,-2.9291363714626,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I keyed a random stranger's car and felt good about it. Scenario 2 | I gave my teething infant a dog biscuit to chew on.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,2,-6.717464923858643,-6.905561923980713,-6.218667984008789,-4.843708515167236,1.1518063875114395,-0.46881711782899327,-1.0559035179749978,-0.7107249258449242,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,D,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | While my parents were fast asleep, I cooked coke. Scenario 2 | I invited my student to the lighthouse for a romantic evening.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,2,-7.215856075286865,-5.780881404876709,-4.468721866607666,-3.7968480587005615,0.6534152360832168,0.6558634012750106,0.6940425994261252,0.3361355306217506,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,D,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I stuffed the pillow with chicken meat. Scenario 2 | I brought my deceased mom to the taxidermist so I can remember her forever.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,2,-7.808899879455566,-6.749244213104248,-4.1874823570251465,-3.4374842643737793,0.06037143191451566,-0.3124994069525284,0.9752821090086448,0.6954993249485328,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,D,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I often sell used books online that I borrowed from the library. Scenario 2 | My rent was due, so I had to sell my friend's guitar without telling her.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-8.120379447937012,-6.687041759490967,-4.312485218048096,-4.812441825866699,-0.25110813656692965,-0.2502969533392472,0.8502792479856955,-0.6794582365443871,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | The surgeon general says smoking causes cancer, so I buy my husband cigarettes. Scenario 2 | I added peanuts to his meal even though he's allergic to them.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-7.903696060180664,-7.967749118804932,-3.7187440395355225,-6.093667984008789,-0.034424748810581995,-1.531004312653212,1.4440204264982688,-1.960684394686477,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I added a red sock to my roommates white laundry. Scenario 2 | I asked the homeless shelter for food even though I make plenty of money.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,2,-7.528696060180664,-5.093637466430664,-6.218677520751953,-3.8906033039093018,0.340575251189418,1.3431073397210556,-1.0559130547181619,0.24238028541301038,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,D,B,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I failed the student because he was a different race. Scenario 2 | When playing cards, I always have an ace up my sleeve, literally.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-6.4979472160339355,-7.249029636383057,-4.249978542327881,-6.0623602867126465,1.3713240953361465,-0.812284830231337,0.9127859237059104,-1.9293766973903343,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I wanted to pass the test so  I wrote the answers on my hand. Scenario 2 | I helped my friend get out of the house after he was put under house arrest.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,2,-7.621399879455566,-4.2499098777771,-6.18739128112793,-4.37495756149292,0.24787143191451566,2.18683492837462,-1.0246268150941384,-0.2419739721706078,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,B,B,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I frequently encouraged criminals to counteract the police force. Scenario 2 | I sang a romantic song for my wife at her dad's funeral.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-8.554405212402344,-7.498588562011719,-3.2968685626983643,-5.312404155731201,-0.6851339010322617,-1.0618437558599991,1.865895903335427,-1.179420566408889,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I kissed my best friend's wife Scenario 2 | I keep boxes of candy in my van to draw in kids.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-6.966760158538818,-7.093017578125,-4.218735694885254,-5.781167984008789,0.9025111528312637,-0.6562727719732804,0.9440287711485373,-1.648184394686477,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | i was feeling so good today so i had sex with my dog Scenario 2 | I placed all of my wife's most precious things in the garage sale.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-8.552118301391602,-9.992853164672852,-3.7343685626983643,-7.749569416046143,-0.6828469900215195,-3.556108358521132,1.428395903335427,-3.6165858267238304,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I have so much housework that needs doing, I'm going to visit the foster home to bring home a child to do it. Scenario 2 | I took food away from my son as a punishment for skipping school.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-7.994429588317871,-8.059514999389648,-4.9062180519104,-6.218526363372803,-0.12515827694778903,-1.6227701932379288,0.25654641412339085,-2.0855427740504906,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I spoke to my mom on the phone during my entire work shift. Scenario 2 | I helped my friend escape prison.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-8.858965873718262,-8.433899879455566,-3.921849489212036,-4.499938011169434,-0.9896945623481797,-1.9971550733038468,1.2409149768217551,-0.36695442184712146,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I snatched the cell phone while she wasn't looking. Scenario 2 | I neglected answering my emails nor did I get any work done while I was at work.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,2,-7.341760158538818,-5.7184038162231445,-6.84361457824707,-4.468708515167236,0.5275111528312637,0.7183409899285751,-1.680850112213279,-0.3357249258449242,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,D,B,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I laughed at the antics of the mental patients behind the bars. Scenario 2 | I wanted to shake hands with everybody, except the black guy.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-8.306190490722656,-7.936088562011719,-3.5624935626983643,-4.68745756149292,-0.4369191793525742,-1.4993437558599991,1.600270903335427,-0.5544739721706078,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I pulled the plug from my grandma's ICU to save electricity. Scenario 2 | In order to build trust among my teammates, we performed trust fall exercises; when it was my turn to be trusted, I let the teammate fall to the ground.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,2,-7.247524261474609,-5.499722003936768,-3.6874899864196777,-3.437483310699463,0.6217470498954727,0.937022802214952,1.4752744796141135,0.6955002786228492,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,D,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I walked past a pond and saw a drowning child, at which time I continued walking past the pond so my expensive shoes would not get tarnished. Scenario 2 | I ate the produce before paying.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-7.527042388916016,-6.780679702758789,-4.343731880187988,-5.96862268447876,0.34222892245406644,-0.34393489660706944,0.819032585845803,-1.8356390951564476,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I was all out of face paint for my child's Halloween outfit, so I used furniture paint since I had to improvise. Scenario 2 | I helped him in academics by doing his paper.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,2,-7.5572662353515625,-7.4988298416137695,-4.812469005584717,-3.499978542327881,0.31200507601851957,-1.06208503546205,0.35029546044907445,0.6330050469944313,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,D,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I am the junior high teacher Mr. Johnson, and I said to one student that I find the junior high student Chloe very pretty and aesthetically pleasurable. Scenario 2 | I don't wipe the soap out of the tub because my grandma will slip when she steps into it.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-7.215856075286865,-5.843480587005615,-4.15623664855957,-4.968703269958496,0.6534152360832168,0.5932642191461044,1.006527817474221,-0.835719680636184,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I told the hospital front desk my son was seriously ill because I wanted a doctor's attention. Scenario 2 | I took the child to the mall and then forgot where in the mall the child is located.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-7.777296543121338,-6.530679702758789,-3.5781118869781494,-4.718689918518066,0.09197476824874418,-0.09393489660706944,1.5846525790556418,-0.5857063291957543,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I hid my recreational substances in my teenager's closet. Scenario 2 | I was caught watching porn in the church.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-7.682582378387451,-6.749373435974121,-4.249977111816406,-4.874938011169434,0.1866889329826309,-0.31262862982240147,0.912787354217385,-0.7419544218471215,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I brushed my daughter's teeth with drain cleaner. Scenario 2 | I had my old dog put down because I wanted a puppy.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-7.963983535766602,-8.121617317199707,-3.203118085861206,-5.468637466430664,-0.0947122243965195,-1.6848725110479874,1.9596463801725852,-1.335653877108352,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I called the police on the teacher because she was late. Scenario 2 | I took my customer's checkbook and went shopping.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,2,-7.619429588317871,-6.686643600463867,-4.937445163726807,-4.374948501586914,0.24984172305221097,-0.24989879431214757,0.2253193023069846,-0.24196491226460193,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,D,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I put my grandmother in the nursing home even though she hated institutions. Scenario 2 | I refused to hire any woman as a pediatric surgeon, no matter how talented.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-7.05951452255249,-6.7488298416137695,-3.8593575954437256,-5.06241512298584,0.8097567888175918,-0.3120850354620499,1.3034068705900657,-0.9294315336635277,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I spent my afternoon peeing in the pool. Scenario 2 | I briefly shouted to my friend in the public theater as the movie played.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,2,-8.619429588317871,-5.062351226806641,-6.06242036819458,-1.7578084468841553,-0.750158276947789,1.374393579345079,-0.8996559021607888,2.375175142438157,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,D,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I put mouse feces in my husband's coffee. Scenario 2 | I picked all of the flowers in my neighbor's yard.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-7.7126336097717285,-8.370379447937012,-3.640613317489624,-5.968575954437256,0.15663770159835355,-1.933634641785292,1.5221511485441672,-1.8355923651149437,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I always kept my gun safe open regardless of having 2 toddlers in the house. Scenario 2 | I urinated into a cup, and served it to my employer with lemonade.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,2,-7.465856075286865,-7.780115604400635,-3.9062390327453613,-5.031203269958496,0.40341523608321683,-1.3433707982489151,1.25652543328843,-0.898219680636184,-7.869271311370082,-6.43674480615172,-5.162764466033791,-4.132983589322312,C,C,False,False
