Domain,Family,Model,Plain Acc,KFold Acc,Acc % Change,Plain RSTD,KFold RSTD,RSTD % Change
formal_logic,Llama,Llama-2-13b-chat-hf,0.2540,0.3016,+18.75%,0.2193,0.0651,-70.31%
global_facts,Llama,Llama-2-13b-chat-hf,0.3100,0.3000,-3.23%,0.3673,0.1426,-61.19%
high_school_biology,Llama,Llama-2-13b-chat-hf,0.5774,0.6032,+4.47%,0.0896,0.0393,-56.13%
high_school_chemistry,Llama,Llama-2-13b-chat-hf,0.4089,0.3892,-4.82%,0.2212,0.1419,-35.87%
high_school_computer_science,Llama,Llama-2-13b-chat-hf,0.4500,0.4300,-4.44%,0.1317,0.0943,-28.36%
high_school_european_history,Llama,Llama-2-13b-chat-hf,0.5697,0.5818,+2.13%,0.1777,0.0854,-51.97%
high_school_geography,Llama,Llama-2-13b-chat-hf,0.6212,0.6515,+4.88%,0.1562,0.1241,-20.55%
high_school_government_and_politics,Llama,Llama-2-13b-chat-hf,0.6891,0.6943,+0.75%,0.1222,0.0763,-37.56%
high_school_macroeconomics,Llama,Llama-2-13b-chat-hf,0.4513,0.4923,+9.09%,0.1819,0.0678,-62.72%
high_school_mathematics,Llama,Llama-2-13b-chat-hf,0.2741,0.2852,+4.05%,0.2979,0.0887,-70.21%
high_school_microeconomics,Llama,Llama-2-13b-chat-hf,0.4244,0.4958,+16.83%,0.2077,0.0774,-62.74%
high_school_physics,Llama,Llama-2-13b-chat-hf,0.3311,0.3709,+12.00%,0.2382,0.1180,-50.46%
high_school_psychology,Llama,Llama-2-13b-chat-hf,0.6569,0.6789,+3.35%,0.1125,0.0816,-27.47%
high_school_statistics,Llama,Llama-2-13b-chat-hf,0.3472,0.3750,+8.00%,0.2688,0.1260,-53.14%
high_school_us_history,Llama,Llama-2-13b-chat-hf,0.6422,0.6176,-3.82%,0.1388,0.1405,+1.20%
high_school_world_history,Llama,Llama-2-13b-chat-hf,0.6835,0.6709,-1.85%,0.1268,0.1061,-16.35%
human_aging,Llama,Llama-2-13b-chat-hf,0.5695,0.5381,-5.51%,0.1354,0.1346,-0.60%
human_sexuality,Llama,Llama-2-13b-chat-hf,0.5344,0.5725,+7.14%,0.2119,0.1717,-18.99%
international_law,Llama,Llama-2-13b-chat-hf,0.6694,0.6694,+0.00%,0.2588,0.1091,-57.85%
jurisprudence,Llama,Llama-2-13b-chat-hf,0.5648,0.5833,+3.28%,0.1703,0.1169,-31.34%
logical_fallacies,Llama,Llama-2-13b-chat-hf,0.5890,0.5890,+0.00%,0.1932,0.1562,-19.13%
machine_learning,Llama,Llama-2-13b-chat-hf,0.2857,0.3125,+9.38%,0.2601,0.1170,-55.02%
management,Llama,Llama-2-13b-chat-hf,0.6019,0.5825,-3.23%,0.0984,0.0852,-13.41%
marketing,Llama,Llama-2-13b-chat-hf,0.7265,0.7479,+2.94%,0.1603,0.0945,-41.06%
medical_genetics,Llama,Llama-2-13b-chat-hf,0.5700,0.5000,-12.28%,0.0591,0.1021,+72.67%
miscellaneous,Llama,Llama-2-13b-chat-hf,0.7075,0.7139,+0.90%,0.1064,0.0897,-15.69%
moral_disputes,Llama,Llama-2-13b-chat-hf,0.4884,0.5145,+5.33%,0.1780,0.1025,-42.43%
moral_scenarios,Llama,Llama-2-13b-chat-hf,0.2514,0.3073,+22.22%,0.2769,0.0820,-70.40%
nutrition,Llama,Llama-2-13b-chat-hf,0.5425,0.5588,+3.01%,0.1482,0.0785,-47.04%
philosophy,Llama,Llama-2-13b-chat-hf,0.5723,0.5788,+1.12%,0.1648,0.0844,-48.80%
prehistory,Llama,Llama-2-13b-chat-hf,0.5741,0.5741,+0.00%,0.1566,0.0974,-37.82%
professional_accounting,Llama,Llama-2-13b-chat-hf,0.3972,0.3865,-2.68%,0.2437,0.1221,-49.89%
professional_law,Llama,Llama-2-13b-chat-hf,0.3898,0.3990,+2.34%,0.2083,0.0913,-56.18%
professional_medicine,Llama,Llama-2-13b-chat-hf,0.4375,0.5000,+14.29%,0.1608,0.0841,-47.70%
professional_psychology,Llama,Llama-2-13b-chat-hf,0.5000,0.4935,-1.31%,0.1560,0.0965,-38.16%
public_relations,Llama,Llama-2-13b-chat-hf,0.6000,0.6091,+1.52%,0.1595,0.0958,-39.93%
security_studies,Llama,Llama-2-13b-chat-hf,0.5347,0.5306,-0.76%,0.1579,0.1411,-10.63%
sociology,Llama,Llama-2-13b-chat-hf,0.6716,0.6766,+0.74%,0.0707,0.0939,+32.85%
us_foreign_policy,Llama,Llama-2-13b-chat-hf,0.7500,0.7500,+0.00%,0.0856,0.1399,+63.41%
virology,Llama,Llama-2-13b-chat-hf,0.4096,0.4157,+1.47%,0.1467,0.1309,-10.76%
world_religions,Llama,Llama-2-13b-chat-hf,0.6959,0.7076,+1.68%,0.1421,0.0562,-60.43%
abstract_algebra,Llama,Llama-2-13b-hf,0.3100,0.3200,+3.23%,0.2106,0.1552,-26.31%
anatomy,Llama,Llama-2-13b-hf,0.4741,0.4444,-6.25%,0.1747,0.1277,-26.92%
astronomy,Llama,Llama-2-13b-hf,0.4868,0.5066,+4.05%,0.1055,0.0673,-36.26%
business_ethics,Llama,Llama-2-13b-hf,0.4200,0.4400,+4.76%,0.2233,0.0553,-75.24%
clinical_knowledge,Llama,Llama-2-13b-hf,0.5321,0.5623,+5.67%,0.1323,0.0732,-44.68%
college_biology,Llama,Llama-2-13b-hf,0.4861,0.4861,+0.00%,0.1133,0.0394,-65.21%
college_chemistry,Llama,Llama-2-13b-hf,0.2900,0.3300,+13.79%,0.1818,0.0477,-73.78%
college_computer_science,Llama,Llama-2-13b-hf,0.3300,0.3500,+6.06%,0.2548,0.0484,-80.99%
college_mathematics,Llama,Llama-2-13b-hf,0.3000,0.3200,+6.67%,0.1960,0.0872,-55.52%
college_medicine,Llama,Llama-2-13b-hf,0.4971,0.4855,-2.33%,0.1483,0.1459,-1.65%
college_physics,Llama,Llama-2-13b-hf,0.2647,0.2549,-3.70%,0.1948,0.0763,-60.82%
computer_security,Llama,Llama-2-13b-hf,0.6200,0.6400,+3.23%,0.1125,0.0855,-24.01%
conceptual_physics,Llama,Llama-2-13b-hf,0.3745,0.4128,+10.23%,0.2330,0.0743,-68.13%
econometrics,Llama,Llama-2-13b-hf,0.2719,0.2719,+0.00%,0.2431,0.1257,-48.28%
electrical_engineering,Llama,Llama-2-13b-hf,0.5034,0.4966,-1.37%,0.1497,0.0718,-52.06%
elementary_mathematics,Llama,Llama-2-13b-hf,0.2989,0.3122,+4.42%,0.1709,0.0445,-73.99%
formal_logic,Llama,Llama-2-13b-hf,0.2778,0.3413,+22.86%,0.1177,0.0925,-21.40%
global_facts,Llama,Llama-2-13b-hf,0.3400,0.3400,+0.00%,0.3090,0.0934,-69.78%
high_school_biology,Llama,Llama-2-13b-hf,0.5710,0.6032,+5.65%,0.0991,0.0136,-86.29%
high_school_chemistry,Llama,Llama-2-13b-hf,0.4286,0.4138,-3.45%,0.2065,0.0369,-82.13%
high_school_computer_science,Llama,Llama-2-13b-hf,0.4700,0.4700,+0.00%,0.1404,0.0935,-33.40%
high_school_european_history,Llama,Llama-2-13b-hf,0.4788,0.5333,+11.39%,0.1614,0.0697,-56.79%
high_school_geography,Llama,Llama-2-13b-hf,0.5758,0.5808,+0.88%,0.0904,0.0271,-70.02%
high_school_government_and_politics,Llama,Llama-2-13b-hf,0.6425,0.6477,+0.81%,0.1110,0.0775,-30.16%
high_school_macroeconomics,Llama,Llama-2-13b-hf,0.4154,0.4308,+3.70%,0.1033,0.0210,-79.70%
high_school_mathematics,Llama,Llama-2-13b-hf,0.2593,0.2630,+1.43%,0.1978,0.0402,-79.65%
high_school_microeconomics,Llama,Llama-2-13b-hf,0.4958,0.5084,+2.54%,0.1004,0.0367,-63.39%
high_school_physics,Llama,Llama-2-13b-hf,0.2980,0.3377,+13.33%,0.1229,0.0290,-76.39%
high_school_psychology,Llama,Llama-2-13b-hf,0.5982,0.6514,+8.90%,0.1481,0.0690,-53.42%
high_school_statistics,Llama,Llama-2-13b-hf,0.3889,0.4259,+9.52%,0.1088,0.0729,-32.99%
high_school_us_history,Llama,Llama-2-13b-hf,0.5735,0.6127,+6.84%,0.1925,0.1147,-40.41%
high_school_world_history,Llama,Llama-2-13b-hf,0.5527,0.5738,+3.82%,0.1435,0.1008,-29.75%
human_aging,Llama,Llama-2-13b-hf,0.4978,0.5067,+1.80%,0.1867,0.1458,-21.92%
human_sexuality,Llama,Llama-2-13b-hf,0.5496,0.5725,+4.17%,0.1823,0.0934,-48.80%
international_law,Llama,Llama-2-13b-hf,0.6529,0.6446,-1.27%,0.1881,0.0942,-49.94%
jurisprudence,Llama,Llama-2-13b-hf,0.6204,0.5741,-7.46%,0.1433,0.1066,-25.60%
logical_fallacies,Llama,Llama-2-13b-hf,0.4601,0.4724,+2.67%,0.1145,0.1225,+6.99%
machine_learning,Llama,Llama-2-13b-hf,0.3482,0.3393,-2.56%,0.1978,0.1638,-17.20%
management,Llama,Llama-2-13b-hf,0.4951,0.5340,+7.84%,0.2307,0.1262,-45.29%
marketing,Llama,Llama-2-13b-hf,0.6966,0.6667,-4.29%,0.1680,0.0989,-41.17%
medical_genetics,Llama,Llama-2-13b-hf,0.5500,0.5900,+7.27%,0.0965,0.0647,-32.98%
miscellaneous,Llama,Llama-2-13b-hf,0.6501,0.6692,+2.95%,0.1262,0.0627,-50.29%
moral_disputes,Llama,Llama-2-13b-hf,0.5029,0.5116,+1.72%,0.1661,0.0663,-60.09%
moral_scenarios,Llama,Llama-2-13b-hf,0.2682,0.2994,+11.67%,0.2999,0.0452,-84.94%
nutrition,Llama,Llama-2-13b-hf,0.5131,0.5065,-1.27%,0.1294,0.0648,-49.91%
philosophy,Llama,Llama-2-13b-hf,0.5659,0.6045,+6.82%,0.1538,0.0826,-46.27%
prehistory,Llama,Llama-2-13b-hf,0.5802,0.5772,-0.53%,0.1537,0.0697,-54.64%
professional_accounting,Llama,Llama-2-13b-hf,0.3901,0.3688,-5.45%,0.1396,0.0477,-65.79%
professional_law,Llama,Llama-2-13b-hf,0.4159,0.4309,+3.61%,0.1991,0.0908,-54.39%
professional_medicine,Llama,Llama-2-13b-hf,0.4191,0.4963,+18.42%,0.2125,0.0884,-58.38%
professional_psychology,Llama,Llama-2-13b-hf,0.4526,0.4788,+5.78%,0.1710,0.0622,-63.62%
public_relations,Llama,Llama-2-13b-hf,0.5182,0.5273,+1.75%,0.2304,0.0303,-86.84%
security_studies,Llama,Llama-2-13b-hf,0.5429,0.5388,-0.75%,0.1850,0.1501,-18.85%
sociology,Llama,Llama-2-13b-hf,0.6418,0.6567,+2.33%,0.0921,0.0535,-41.86%
us_foreign_policy,Llama,Llama-2-13b-hf,0.6700,0.6700,+0.00%,0.1836,0.1375,-25.11%
virology,Llama,Llama-2-13b-hf,0.3976,0.4036,+1.52%,0.0639,0.0604,-5.45%
world_religions,Llama,Llama-2-13b-hf,0.7076,0.7368,+4.13%,0.1467,0.0710,-51.64%
abstract_algebra,Llama,Llama-2-7b-chat-hf,0.2900,0.2800,-3.45%,0.1700,0.1933,+13.72%
anatomy,Llama,Llama-2-7b-chat-hf,0.4222,0.4370,+3.51%,0.2275,0.1699,-25.32%
astronomy,Llama,Llama-2-7b-chat-hf,0.4408,0.4342,-1.49%,0.1806,0.1193,-33.94%
business_ethics,Llama,Llama-2-7b-chat-hf,0.4200,0.4900,+16.67%,0.2439,0.0956,-60.81%
clinical_knowledge,Llama,Llama-2-7b-chat-hf,0.4679,0.4868,+4.03%,0.1760,0.1116,-36.59%
college_biology,Llama,Llama-2-7b-chat-hf,0.4097,0.4236,+3.39%,0.1765,0.0305,-82.72%
college_chemistry,Llama,Llama-2-7b-chat-hf,0.2500,0.2800,+12.00%,0.2674,0.0801,-70.05%
college_computer_science,Llama,Llama-2-7b-chat-hf,0.3400,0.3600,+5.88%,0.2294,0.1038,-54.78%
college_mathematics,Llama,Llama-2-7b-chat-hf,0.3400,0.2800,-17.65%,0.2595,0.0647,-75.08%
college_medicine,Llama,Llama-2-7b-chat-hf,0.3526,0.3931,+11.48%,0.1869,0.1150,-38.47%
college_physics,Llama,Llama-2-7b-chat-hf,0.1765,0.1667,-5.56%,0.1540,0.0613,-60.19%
computer_security,Llama,Llama-2-7b-chat-hf,0.5400,0.6000,+11.11%,0.1595,0.0497,-68.86%
conceptual_physics,Llama,Llama-2-7b-chat-hf,0.3830,0.3574,-6.67%,0.2098,0.1059,-49.55%
econometrics,Llama,Llama-2-7b-chat-hf,0.3421,0.3070,-10.26%,0.1848,0.1005,-45.64%
electrical_engineering,Llama,Llama-2-7b-chat-hf,0.4138,0.3655,-11.67%,0.1713,0.0869,-49.28%
elementary_mathematics,Llama,Llama-2-7b-chat-hf,0.2804,0.2672,-4.72%,0.2130,0.0560,-73.70%
formal_logic,Llama,Llama-2-7b-chat-hf,0.2857,0.3175,+11.11%,0.0702,0.0701,-0.04%
global_facts,Llama,Llama-2-7b-chat-hf,0.3800,0.3800,+0.00%,0.1962,0.0637,-67.53%
high_school_biology,Llama,Llama-2-7b-chat-hf,0.4903,0.5000,+1.97%,0.1911,0.1003,-47.51%
high_school_chemistry,Llama,Llama-2-7b-chat-hf,0.3892,0.3793,-2.53%,0.1917,0.1024,-46.58%
high_school_computer_science,Llama,Llama-2-7b-chat-hf,0.3700,0.3900,+5.41%,0.1673,0.0872,-47.84%
high_school_european_history,Llama,Llama-2-7b-chat-hf,0.5394,0.5818,+7.87%,0.2484,0.1719,-30.77%
high_school_geography,Llama,Llama-2-7b-chat-hf,0.5202,0.5606,+7.77%,0.1998,0.1011,-49.39%
high_school_government_and_politics,Llama,Llama-2-7b-chat-hf,0.5751,0.5907,+2.70%,0.2079,0.1148,-44.78%
high_school_macroeconomics,Llama,Llama-2-7b-chat-hf,0.3821,0.4000,+4.70%,0.1791,0.0607,-66.09%
high_school_mathematics,Llama,Llama-2-7b-chat-hf,0.2815,0.2556,-9.21%,0.1878,0.0466,-75.19%
high_school_microeconomics,Llama,Llama-2-7b-chat-hf,0.3866,0.3571,-7.61%,0.1668,0.0806,-51.70%
high_school_physics,Llama,Llama-2-7b-chat-hf,0.3311,0.3245,-2.00%,0.1784,0.0793,-55.53%
high_school_psychology,Llama,Llama-2-7b-chat-hf,0.5817,0.6092,+4.73%,0.1828,0.0800,-56.22%
high_school_statistics,Llama,Llama-2-7b-chat-hf,0.3102,0.3148,+1.49%,0.1619,0.1123,-30.60%
high_school_us_history,Llama,Llama-2-7b-chat-hf,0.3775,0.4559,+20.78%,0.2507,0.1298,-48.21%
high_school_world_history,Llama,Llama-2-7b-chat-hf,0.4641,0.5485,+18.18%,0.3017,0.1880,-37.69%
human_aging,Llama,Llama-2-7b-chat-hf,0.3901,0.4619,+18.39%,0.1763,0.0735,-58.32%
human_sexuality,Llama,Llama-2-7b-chat-hf,0.5115,0.5496,+7.46%,0.2708,0.1221,-54.92%
international_law,Llama,Llama-2-7b-chat-hf,0.5950,0.5785,-2.78%,0.2879,0.2037,-29.24%
jurisprudence,Llama,Llama-2-7b-chat-hf,0.4074,0.4815,+18.18%,0.2230,0.0799,-64.17%
logical_fallacies,Llama,Llama-2-7b-chat-hf,0.4724,0.5092,+7.79%,0.2204,0.0946,-57.10%
machine_learning,Llama,Llama-2-7b-chat-hf,0.3214,0.3482,+8.33%,0.1096,0.1634,+49.13%
management,Llama,Llama-2-7b-chat-hf,0.4466,0.5049,+13.04%,0.1106,0.0272,-75.41%
marketing,Llama,Llama-2-7b-chat-hf,0.5983,0.6325,+5.71%,0.1832,0.1150,-37.24%
medical_genetics,Llama,Llama-2-7b-chat-hf,0.4300,0.4500,+4.65%,0.1693,0.1604,-5.27%
miscellaneous,Llama,Llama-2-7b-chat-hf,0.5658,0.5977,+5.64%,0.1664,0.0384,-76.94%
moral_disputes,Llama,Llama-2-7b-chat-hf,0.4277,0.4653,+8.78%,0.2358,0.0856,-63.70%
moral_scenarios,Llama,Llama-2-7b-chat-hf,0.2425,0.2961,+22.12%,0.4330,0.1015,-76.57%
nutrition,Llama,Llama-2-7b-chat-hf,0.5033,0.4902,-2.60%,0.1900,0.0702,-63.03%
philosophy,Llama,Llama-2-7b-chat-hf,0.4534,0.4437,-2.13%,0.2115,0.1212,-42.70%
prehistory,Llama,Llama-2-7b-chat-hf,0.5278,0.5278,+0.00%,0.1899,0.1012,-46.71%
professional_accounting,Llama,Llama-2-7b-chat-hf,0.3121,0.3262,+4.55%,0.1558,0.0081,-94.80%
professional_law,Llama,Llama-2-7b-chat-hf,0.3240,0.3462,+6.84%,0.2045,0.0888,-56.56%
professional_medicine,Llama,Llama-2-7b-chat-hf,0.4044,0.4338,+7.27%,0.1678,0.0811,-51.68%
professional_psychology,Llama,Llama-2-7b-chat-hf,0.4069,0.4052,-0.40%,0.1955,0.1030,-47.32%
public_relations,Llama,Llama-2-7b-chat-hf,0.4909,0.4818,-1.85%,0.2430,0.1491,-38.63%
security_studies,Llama,Llama-2-7b-chat-hf,0.4408,0.4408,+0.00%,0.1133,0.0684,-39.62%
sociology,Llama,Llama-2-7b-chat-hf,0.6119,0.6368,+4.07%,0.1303,0.0524,-59.75%
us_foreign_policy,Llama,Llama-2-7b-chat-hf,0.5400,0.5900,+9.26%,0.1803,0.0538,-70.18%
virology,Llama,Llama-2-7b-chat-hf,0.3494,0.3795,+8.62%,0.2256,0.1304,-42.18%
world_religions,Llama,Llama-2-7b-chat-hf,0.5906,0.6374,+7.92%,0.1669,0.0554,-66.82%
abstract_algebra,Llama,Llama-2-7b-hf,0.2600,0.3000,+15.38%,0.4138,0.1374,-66.79%
anatomy,Llama,Llama-2-7b-hf,0.3407,0.3926,+15.22%,0.2763,0.0748,-72.94%
astronomy,Llama,Llama-2-7b-hf,0.2895,0.2895,+0.00%,0.1810,0.0885,-51.09%
business_ethics,Llama,Llama-2-7b-hf,0.4300,0.3600,-16.28%,0.3148,0.0609,-80.66%
clinical_knowledge,Llama,Llama-2-7b-hf,0.4075,0.4491,+10.19%,0.2362,0.0954,-59.60%
college_biology,Llama,Llama-2-7b-hf,0.3333,0.3681,+10.42%,0.1683,0.0984,-41.53%
college_chemistry,Llama,Llama-2-7b-hf,0.2700,0.3300,+22.22%,0.2167,0.0928,-57.19%
college_computer_science,Llama,Llama-2-7b-hf,0.2400,0.2400,+0.00%,0.1284,0.0711,-44.64%
college_mathematics,Llama,Llama-2-7b-hf,0.3200,0.3000,-6.25%,0.3012,0.0676,-77.55%
college_medicine,Llama,Llama-2-7b-hf,0.3353,0.3295,-1.72%,0.2182,0.0961,-55.96%
college_physics,Llama,Llama-2-7b-hf,0.2255,0.2255,+0.00%,0.3028,0.0781,-74.22%
computer_security,Llama,Llama-2-7b-hf,0.4300,0.4300,+0.00%,0.1791,0.0392,-78.11%
conceptual_physics,Llama,Llama-2-7b-hf,0.3489,0.3149,-9.76%,0.2273,0.0837,-63.16%
econometrics,Llama,Llama-2-7b-hf,0.2456,0.2456,+0.00%,0.2206,0.0874,-60.40%
electrical_engineering,Llama,Llama-2-7b-hf,0.2897,0.2966,+2.38%,0.2793,0.0828,-70.34%
elementary_mathematics,Llama,Llama-2-7b-hf,0.2328,0.2725,+17.05%,0.2901,0.0766,-73.61%
formal_logic,Llama,Llama-2-7b-hf,0.3175,0.2619,-17.50%,0.2693,0.0353,-86.88%
global_facts,Llama,Llama-2-7b-hf,0.2600,0.2400,-7.69%,0.1694,0.0937,-44.68%
high_school_biology,Llama,Llama-2-7b-hf,0.3516,0.3548,+0.92%,0.1051,0.0784,-25.42%
high_school_chemistry,Llama,Llama-2-7b-hf,0.2709,0.3498,+29.09%,0.2633,0.0939,-64.32%
high_school_computer_science,Llama,Llama-2-7b-hf,0.3200,0.3500,+9.37%,0.1657,0.0630,-62.01%
high_school_european_history,Llama,Llama-2-7b-hf,0.2606,0.3879,+48.84%,0.2868,0.0609,-78.78%
high_school_geography,Llama,Llama-2-7b-hf,0.3939,0.4091,+3.85%,0.1319,0.1102,-16.43%
high_school_government_and_politics,Llama,Llama-2-7b-hf,0.4249,0.4456,+4.88%,0.0973,0.0829,-14.82%
high_school_macroeconomics,Llama,Llama-2-7b-hf,0.3513,0.3513,+0.00%,0.1254,0.0469,-62.56%
high_school_mathematics,Llama,Llama-2-7b-hf,0.1963,0.2519,+28.30%,0.3266,0.0873,-73.26%
high_school_microeconomics,Llama,Llama-2-7b-hf,0.3655,0.3529,-3.45%,0.1569,0.0620,-60.48%
high_school_physics,Llama,Llama-2-7b-hf,0.2450,0.3311,+35.14%,0.2028,0.0669,-67.02%
high_school_psychology,Llama,Llama-2-7b-hf,0.4330,0.4550,+5.08%,0.1901,0.0951,-49.94%
high_school_statistics,Llama,Llama-2-7b-hf,0.2778,0.3241,+16.67%,0.2163,0.0625,-71.12%
high_school_us_history,Llama,Llama-2-7b-hf,0.3382,0.3971,+17.39%,0.2719,0.0409,-84.96%
high_school_world_history,Llama,Llama-2-7b-hf,0.2616,0.3291,+25.81%,0.2133,0.0366,-82.86%
human_aging,Llama,Llama-2-7b-hf,0.3722,0.3632,-2.41%,0.2248,0.0593,-73.63%
human_sexuality,Llama,Llama-2-7b-hf,0.3817,0.3435,-10.00%,0.2426,0.0869,-64.18%
international_law,Llama,Llama-2-7b-hf,0.3884,0.4545,+17.02%,0.1912,0.0591,-69.09%
jurisprudence,Llama,Llama-2-7b-hf,0.3426,0.3426,+0.00%,0.2014,0.1622,-19.44%
logical_fallacies,Llama,Llama-2-7b-hf,0.3558,0.3374,-5.17%,0.1517,0.0740,-51.21%
machine_learning,Llama,Llama-2-7b-hf,0.3393,0.3393,+0.00%,0.2477,0.0748,-69.80%
management,Llama,Llama-2-7b-hf,0.3204,0.3883,+21.21%,0.1512,0.0600,-60.29%
marketing,Llama,Llama-2-7b-hf,0.4957,0.5000,+0.86%,0.2119,0.0629,-70.32%
medical_genetics,Llama,Llama-2-7b-hf,0.3800,0.4000,+5.26%,0.2822,0.1130,-59.96%
miscellaneous,Llama,Llama-2-7b-hf,0.4330,0.4444,+2.65%,0.2067,0.0262,-87.31%
moral_disputes,Llama,Llama-2-7b-hf,0.2977,0.3497,+17.48%,0.2838,0.0628,-77.88%
moral_scenarios,Llama,Llama-2-7b-hf,0.2447,0.2816,+15.07%,0.3615,0.0429,-88.15%
nutrition,Llama,Llama-2-7b-hf,0.3399,0.3562,+4.81%,0.1397,0.0822,-41.14%
philosophy,Llama,Llama-2-7b-hf,0.3376,0.4148,+22.86%,0.2186,0.0988,-54.80%
prehistory,Llama,Llama-2-7b-hf,0.3765,0.4105,+9.02%,0.1863,0.0886,-52.45%
professional_accounting,Llama,Llama-2-7b-hf,0.2943,0.3085,+4.82%,0.1496,0.0976,-34.79%
professional_law,Llama,Llama-2-7b-hf,0.3044,0.3044,+0.00%,0.2526,0.0607,-75.98%
professional_medicine,Llama,Llama-2-7b-hf,0.2537,0.2757,+8.70%,0.3171,0.0533,-83.18%
professional_psychology,Llama,Llama-2-7b-hf,0.3480,0.3807,+9.39%,0.1725,0.0502,-70.93%
public_relations,Llama,Llama-2-7b-hf,0.3273,0.3455,+5.56%,0.1147,0.0806,-29.67%
security_studies,Llama,Llama-2-7b-hf,0.3755,0.3551,-5.43%,0.1801,0.0106,-94.13%
sociology,Llama,Llama-2-7b-hf,0.4776,0.5224,+9.37%,0.2008,0.0661,-67.08%
us_foreign_policy,Llama,Llama-2-7b-hf,0.5600,0.5700,+1.79%,0.2213,0.1495,-32.42%
virology,Llama,Llama-2-7b-hf,0.3133,0.3554,+13.46%,0.1187,0.0925,-22.09%
world_religions,Llama,Llama-2-7b-hf,0.4444,0.5029,+13.16%,0.3084,0.0493,-84.00%
abstract_algebra,MPT,mpt-30b,0.3100,0.2300,-25.81%,0.2138,0.1099,-48.61%
anatomy,MPT,mpt-30b,0.4741,0.4370,-7.81%,0.1643,0.1007,-38.70%
astronomy,MPT,mpt-30b,0.4145,0.4276,+3.17%,0.1665,0.0341,-79.50%
business_ethics,MPT,mpt-30b,0.3600,0.4600,+27.78%,0.1405,0.0885,-37.02%
clinical_knowledge,MPT,mpt-30b,0.4491,0.4679,+4.20%,0.1174,0.0676,-42.44%
college_biology,MPT,mpt-30b,0.4028,0.4306,+6.90%,0.1638,0.0618,-62.26%
college_chemistry,MPT,mpt-30b,0.3600,0.3800,+5.56%,0.1566,0.1140,-27.19%
college_computer_science,MPT,mpt-30b,0.3900,0.2400,-38.46%,0.2109,0.0463,-78.03%
college_mathematics,MPT,mpt-30b,0.3000,0.2900,-3.33%,0.1956,0.1156,-40.92%
college_medicine,MPT,mpt-30b,0.4046,0.3295,-18.57%,0.1331,0.0837,-37.08%
college_physics,MPT,mpt-30b,0.3235,0.2255,-30.30%,0.2002,0.0622,-68.91%
computer_security,MPT,mpt-30b,0.5300,0.5100,-3.77%,0.1408,0.0795,-43.54%
conceptual_physics,MPT,mpt-30b,0.3149,0.3617,+14.86%,0.2107,0.1041,-50.61%
econometrics,MPT,mpt-30b,0.2193,0.2105,-4.00%,0.0893,0.0627,-29.72%
electrical_engineering,MPT,mpt-30b,0.4759,0.4552,-4.35%,0.2278,0.0709,-68.88%
elementary_mathematics,MPT,mpt-30b,0.2698,0.2672,-0.98%,0.1979,0.0718,-63.73%
formal_logic,MPT,mpt-30b,0.2619,0.3175,+21.21%,0.0600,0.0859,+43.12%
global_facts,MPT,mpt-30b,0.3200,0.2500,-21.88%,0.2622,0.1394,-46.83%
high_school_biology,MPT,mpt-30b,0.4548,0.4774,+4.96%,0.2133,0.0839,-60.64%
high_school_chemistry,MPT,mpt-30b,0.3448,0.3202,-7.14%,0.1597,0.1006,-37.00%
high_school_computer_science,MPT,mpt-30b,0.3900,0.4300,+10.26%,0.0901,0.0637,-29.27%
high_school_european_history,MPT,mpt-30b,0.4667,0.4485,-3.90%,0.2073,0.0798,-61.52%
high_school_geography,MPT,mpt-30b,0.4899,0.5303,+8.25%,0.2341,0.0376,-83.96%
high_school_government_and_politics,MPT,mpt-30b,0.5285,0.5285,+0.00%,0.2127,0.0546,-74.32%
high_school_macroeconomics,MPT,mpt-30b,0.3513,0.3564,+1.46%,0.1318,0.0844,-35.92%
high_school_mathematics,MPT,mpt-30b,0.2037,0.2556,+25.45%,0.2037,0.0658,-67.68%
high_school_microeconomics,MPT,mpt-30b,0.3908,0.3529,-9.68%,0.1049,0.0547,-47.83%
high_school_physics,MPT,mpt-30b,0.2848,0.2980,+4.65%,0.1103,0.0891,-19.22%
high_school_psychology,MPT,mpt-30b,0.4954,0.5578,+12.59%,0.2449,0.0855,-65.07%
high_school_statistics,MPT,mpt-30b,0.3287,0.2824,-14.08%,0.0787,0.0364,-53.78%
high_school_us_history,MPT,mpt-30b,0.4608,0.4804,+4.26%,0.1992,0.1387,-30.36%
high_school_world_history,MPT,mpt-30b,0.4768,0.4979,+4.42%,0.2309,0.1488,-35.57%
human_aging,MPT,mpt-30b,0.3677,0.4619,+25.61%,0.2152,0.1156,-46.26%
human_sexuality,MPT,mpt-30b,0.4656,0.4656,+0.00%,0.1802,0.1115,-38.14%
international_law,MPT,mpt-30b,0.5702,0.6116,+7.25%,0.3455,0.1035,-70.04%
jurisprudence,MPT,mpt-30b,0.3889,0.4074,+4.76%,0.1851,0.1222,-33.98%
logical_fallacies,MPT,mpt-30b,0.4172,0.4294,+2.94%,0.2033,0.1152,-43.35%
machine_learning,MPT,mpt-30b,0.2589,0.3036,+17.24%,0.1381,0.0532,-61.51%
management,MPT,mpt-30b,0.4175,0.4563,+9.30%,0.2469,0.0822,-66.71%
marketing,MPT,mpt-30b,0.5855,0.6709,+14.60%,0.2145,0.0533,-75.14%
medical_genetics,MPT,mpt-30b,0.4200,0.4200,+0.00%,0.1211,0.1152,-4.91%
