Domain,Family,Model,Plain Acc,KFold Acc,Acc % Change,Plain RSTD,KFold RSTD,RSTD % Change
formal_logic,Llama,Llama-2-13b-chat-hf,0.2460,0.3016,+22.58%,0.1687,0.0577,-65.81%
global_facts,Llama,Llama-2-13b-chat-hf,0.3200,0.3500,+9.37%,0.3384,0.1881,-44.40%
high_school_biology,Llama,Llama-2-13b-chat-hf,0.5839,0.6000,+2.76%,0.0876,0.0709,-19.13%
high_school_chemistry,Llama,Llama-2-13b-chat-hf,0.4335,0.3793,-12.50%,0.2144,0.0755,-64.77%
high_school_computer_science,Llama,Llama-2-13b-chat-hf,0.4600,0.4900,+6.52%,0.0894,0.0884,-1.09%
high_school_european_history,Llama,Llama-2-13b-chat-hf,0.6061,0.5576,-8.00%,0.1591,0.1037,-34.82%
high_school_geography,Llama,Llama-2-13b-chat-hf,0.6515,0.6869,+5.43%,0.1310,0.0702,-46.37%
high_school_government_and_politics,Llama,Llama-2-13b-chat-hf,0.7098,0.7254,+2.19%,0.1429,0.1083,-24.20%
high_school_macroeconomics,Llama,Llama-2-13b-chat-hf,0.4821,0.4949,+2.66%,0.1599,0.0829,-48.15%
high_school_mathematics,Llama,Llama-2-13b-chat-hf,0.2667,0.2926,+9.72%,0.2759,0.1032,-62.58%
high_school_microeconomics,Llama,Llama-2-13b-chat-hf,0.4748,0.4916,+3.54%,0.1402,0.0777,-44.58%
high_school_physics,Llama,Llama-2-13b-chat-hf,0.3179,0.3642,+14.58%,0.2280,0.1470,-35.53%
high_school_psychology,Llama,Llama-2-13b-chat-hf,0.6899,0.6826,-1.06%,0.0499,0.0589,+18.11%
high_school_statistics,Llama,Llama-2-13b-chat-hf,0.3148,0.3519,+11.76%,0.2412,0.1202,-50.16%
high_school_us_history,Llama,Llama-2-13b-chat-hf,0.6569,0.6716,+2.24%,0.1492,0.1605,+7.60%
high_school_world_history,Llama,Llama-2-13b-chat-hf,0.6582,0.6667,+1.28%,0.1124,0.1154,+2.65%
human_aging,Llama,Llama-2-13b-chat-hf,0.5336,0.5471,+2.52%,0.1154,0.1456,+26.11%
human_sexuality,Llama,Llama-2-13b-chat-hf,0.5802,0.5878,+1.32%,0.1933,0.1507,-22.03%
international_law,Llama,Llama-2-13b-chat-hf,0.6612,0.6942,+5.00%,0.2673,0.1124,-57.96%
jurisprudence,Llama,Llama-2-13b-chat-hf,0.5741,0.6111,+6.45%,0.1684,0.1111,-34.06%
logical_fallacies,Llama,Llama-2-13b-chat-hf,0.6074,0.6564,+8.08%,0.2403,0.1342,-44.17%
machine_learning,Llama,Llama-2-13b-chat-hf,0.3304,0.3393,+2.70%,0.2331,0.1514,-35.04%
management,Llama,Llama-2-13b-chat-hf,0.6602,0.6214,-5.88%,0.1104,0.1264,+14.50%
marketing,Llama,Llama-2-13b-chat-hf,0.7564,0.7692,+1.69%,0.1285,0.0927,-27.81%
medical_genetics,Llama,Llama-2-13b-chat-hf,0.5600,0.5400,-3.57%,0.0942,0.1619,+71.97%
miscellaneous,Llama,Llama-2-13b-chat-hf,0.7165,0.7254,+1.25%,0.0965,0.0982,+1.82%
moral_disputes,Llama,Llama-2-13b-chat-hf,0.4855,0.5116,+5.36%,0.1919,0.1238,-35.49%
moral_scenarios,Llama,Llama-2-13b-chat-hf,0.2469,0.3050,+23.53%,0.2849,0.1228,-56.90%
nutrition,Llama,Llama-2-13b-chat-hf,0.5654,0.5882,+4.05%,0.1392,0.1009,-27.55%
philosophy,Llama,Llama-2-13b-chat-hf,0.5756,0.5916,+2.79%,0.1875,0.1217,-35.10%
prehistory,Llama,Llama-2-13b-chat-hf,0.5833,0.5741,-1.59%,0.1382,0.1074,-22.24%
professional_accounting,Llama,Llama-2-13b-chat-hf,0.3830,0.3901,+1.85%,0.2105,0.1803,-14.33%
professional_law,Llama,Llama-2-13b-chat-hf,0.3957,0.4094,+3.46%,0.2054,0.0823,-59.95%
professional_medicine,Llama,Llama-2-13b-chat-hf,0.4669,0.5294,+13.39%,0.1749,0.0972,-44.44%
professional_psychology,Llama,Llama-2-13b-chat-hf,0.5016,0.5114,+1.95%,0.1316,0.0881,-33.04%
public_relations,Llama,Llama-2-13b-chat-hf,0.6000,0.5818,-3.03%,0.1584,0.1112,-29.80%
security_studies,Llama,Llama-2-13b-chat-hf,0.5714,0.5551,-2.86%,0.1881,0.1236,-34.30%
sociology,Llama,Llama-2-13b-chat-hf,0.6766,0.6816,+0.74%,0.1560,0.0942,-39.59%
us_foreign_policy,Llama,Llama-2-13b-chat-hf,0.6900,0.7100,+2.90%,0.1416,0.0967,-31.70%
virology,Llama,Llama-2-13b-chat-hf,0.4337,0.4157,-4.17%,0.1579,0.1133,-28.24%
world_religions,Llama,Llama-2-13b-chat-hf,0.7193,0.7251,+0.81%,0.0720,0.0557,-22.58%
abstract_algebra,Llama,Llama-2-13b-hf,0.2300,0.2500,+8.70%,0.2205,0.1340,-39.25%
anatomy,Llama,Llama-2-13b-hf,0.4815,0.4148,-13.85%,0.1980,0.1088,-45.05%
astronomy,Llama,Llama-2-13b-hf,0.4013,0.3882,-3.28%,0.1266,0.0858,-32.28%
business_ethics,Llama,Llama-2-13b-hf,0.4100,0.4600,+12.20%,0.1968,0.0695,-64.69%
clinical_knowledge,Llama,Llama-2-13b-hf,0.4792,0.4792,+0.00%,0.1905,0.0464,-75.65%
college_biology,Llama,Llama-2-13b-hf,0.3889,0.4306,+10.71%,0.2106,0.0851,-59.60%
college_chemistry,Llama,Llama-2-13b-hf,0.2600,0.3200,+23.08%,0.1602,0.0532,-66.77%
college_computer_science,Llama,Llama-2-13b-hf,0.2700,0.3400,+25.93%,0.2341,0.0837,-64.26%
college_mathematics,Llama,Llama-2-13b-hf,0.3000,0.2200,-26.67%,0.2421,0.0433,-82.12%
college_medicine,Llama,Llama-2-13b-hf,0.4509,0.4509,+0.00%,0.1793,0.0419,-76.61%
college_physics,Llama,Llama-2-13b-hf,0.1961,0.2549,+30.00%,0.1538,0.0763,-50.38%
computer_security,Llama,Llama-2-13b-hf,0.4500,0.4100,-8.89%,0.2194,0.1280,-41.65%
conceptual_physics,Llama,Llama-2-13b-hf,0.4085,0.4170,+2.08%,0.1025,0.0465,-54.59%
econometrics,Llama,Llama-2-13b-hf,0.2456,0.2719,+10.71%,0.2027,0.0509,-74.88%
electrical_engineering,Llama,Llama-2-13b-hf,0.3172,0.3379,+6.52%,0.1048,0.0702,-33.04%
elementary_mathematics,Llama,Llama-2-13b-hf,0.2857,0.2910,+1.85%,0.2175,0.0719,-66.94%
formal_logic,Llama,Llama-2-13b-hf,0.2619,0.3651,+39.39%,0.2315,0.1088,-53.02%
global_facts,Llama,Llama-2-13b-hf,0.3500,0.2500,-28.57%,0.3260,0.0855,-73.79%
high_school_biology,Llama,Llama-2-13b-hf,0.4903,0.5000,+1.97%,0.1456,0.0752,-48.33%
high_school_chemistry,Llama,Llama-2-13b-hf,0.3498,0.3498,+0.00%,0.1763,0.0945,-46.37%
high_school_computer_science,Llama,Llama-2-13b-hf,0.4100,0.4000,-2.44%,0.1188,0.0593,-50.04%
high_school_european_history,Llama,Llama-2-13b-hf,0.4788,0.5091,+6.33%,0.1844,0.1224,-33.62%
high_school_geography,Llama,Llama-2-13b-hf,0.4444,0.4495,+1.14%,0.2149,0.0849,-60.49%
high_school_government_and_politics,Llama,Llama-2-13b-hf,0.5337,0.5544,+3.88%,0.1675,0.0612,-63.43%
high_school_macroeconomics,Llama,Llama-2-13b-hf,0.3897,0.4077,+4.61%,0.0894,0.0437,-51.04%
high_school_mathematics,Llama,Llama-2-13b-hf,0.2370,0.2704,+14.06%,0.2030,0.0708,-65.13%
high_school_microeconomics,Llama,Llama-2-13b-hf,0.4034,0.4328,+7.29%,0.0823,0.0399,-51.59%
high_school_physics,Llama,Llama-2-13b-hf,0.2781,0.2914,+4.76%,0.1758,0.1032,-41.28%
high_school_psychology,Llama,Llama-2-13b-hf,0.4881,0.5505,+12.78%,0.2219,0.0774,-65.13%
high_school_statistics,Llama,Llama-2-13b-hf,0.3056,0.3704,+21.21%,0.1860,0.0487,-73.82%
high_school_us_history,Llama,Llama-2-13b-hf,0.5392,0.5882,+9.09%,0.1977,0.0933,-52.79%
high_school_world_history,Llama,Llama-2-13b-hf,0.5316,0.5485,+3.17%,0.1711,0.1329,-22.34%
human_aging,Llama,Llama-2-13b-hf,0.4350,0.4350,+0.00%,0.2635,0.1111,-57.83%
human_sexuality,Llama,Llama-2-13b-hf,0.4809,0.4809,+0.00%,0.2582,0.0874,-66.13%
international_law,Llama,Llama-2-13b-hf,0.5785,0.5785,+0.00%,0.2220,0.1143,-48.49%
jurisprudence,Llama,Llama-2-13b-hf,0.4907,0.4907,+0.00%,0.1582,0.0472,-70.19%
logical_fallacies,Llama,Llama-2-13b-hf,0.5031,0.4847,-3.66%,0.1669,0.0993,-40.55%
machine_learning,Llama,Llama-2-13b-hf,0.2946,0.3036,+3.03%,0.1494,0.0783,-47.58%
management,Llama,Llama-2-13b-hf,0.3689,0.4466,+21.05%,0.1763,0.0899,-49.01%
marketing,Llama,Llama-2-13b-hf,0.5983,0.6197,+3.57%,0.1612,0.0850,-47.27%
medical_genetics,Llama,Llama-2-13b-hf,0.4200,0.4600,+9.52%,0.1765,0.0401,-77.27%
miscellaneous,Llama,Llama-2-13b-hf,0.5530,0.5747,+3.93%,0.1709,0.0455,-73.37%
moral_disputes,Llama,Llama-2-13b-hf,0.4133,0.4335,+4.90%,0.1885,0.0308,-83.67%
moral_scenarios,Llama,Llama-2-13b-hf,0.2559,0.2838,+10.92%,0.2691,0.0985,-63.41%
nutrition,Llama,Llama-2-13b-hf,0.4052,0.4412,+8.87%,0.1449,0.0371,-74.36%
philosophy,Llama,Llama-2-13b-hf,0.4791,0.4695,-2.01%,0.1687,0.0451,-73.24%
prehistory,Llama,Llama-2-13b-hf,0.5031,0.5216,+3.68%,0.1901,0.0898,-52.74%
professional_accounting,Llama,Llama-2-13b-hf,0.3582,0.3475,-2.97%,0.1917,0.0527,-72.51%
professional_law,Llama,Llama-2-13b-hf,0.3918,0.3990,+1.83%,0.1599,0.0762,-52.36%
professional_medicine,Llama,Llama-2-13b-hf,0.4044,0.4191,+3.64%,0.1869,0.0643,-65.62%
professional_psychology,Llama,Llama-2-13b-hf,0.4526,0.4363,-3.61%,0.2042,0.0655,-67.92%
public_relations,Llama,Llama-2-13b-hf,0.3818,0.3727,-2.38%,0.2529,0.0600,-76.29%
security_studies,Llama,Llama-2-13b-hf,0.4531,0.4490,-0.90%,0.1536,0.0880,-42.75%
sociology,Llama,Llama-2-13b-hf,0.5224,0.5224,+0.00%,0.1286,0.0505,-60.73%
us_foreign_policy,Llama,Llama-2-13b-hf,0.5400,0.5500,+1.85%,0.2230,0.1075,-51.78%
virology,Llama,Llama-2-13b-hf,0.3795,0.4217,+11.11%,0.1105,0.0835,-24.37%
world_religions,Llama,Llama-2-13b-hf,0.6316,0.6550,+3.70%,0.1442,0.0866,-39.92%
abstract_algebra,Llama,Llama-2-7b-chat-hf,0.2400,0.2500,+4.17%,0.1992,0.2032,+2.04%
anatomy,Llama,Llama-2-7b-chat-hf,0.4815,0.4519,-6.15%,0.1383,0.0794,-42.61%
astronomy,Llama,Llama-2-7b-chat-hf,0.4539,0.4145,-8.70%,0.1868,0.1148,-38.58%
business_ethics,Llama,Llama-2-7b-chat-hf,0.3700,0.4100,+10.81%,0.1881,0.0605,-67.85%
clinical_knowledge,Llama,Llama-2-7b-chat-hf,0.5019,0.5132,+2.26%,0.1042,0.0629,-39.67%
college_biology,Llama,Llama-2-7b-chat-hf,0.4375,0.4236,-3.17%,0.1134,0.1079,-4.88%
college_chemistry,Llama,Llama-2-7b-chat-hf,0.2800,0.2600,-7.14%,0.2016,0.0619,-69.29%
college_computer_science,Llama,Llama-2-7b-chat-hf,0.3300,0.3900,+18.18%,0.2350,0.0632,-73.09%
college_mathematics,Llama,Llama-2-7b-chat-hf,0.3000,0.3500,+16.67%,0.2574,0.0743,-71.15%
college_medicine,Llama,Llama-2-7b-chat-hf,0.3988,0.4335,+8.70%,0.1574,0.0821,-47.87%
college_physics,Llama,Llama-2-7b-chat-hf,0.2157,0.1569,-27.27%,0.1800,0.0637,-64.63%
computer_security,Llama,Llama-2-7b-chat-hf,0.5200,0.5300,+1.92%,0.1168,0.0285,-75.60%
conceptual_physics,Llama,Llama-2-7b-chat-hf,0.3447,0.3574,+3.70%,0.1896,0.0915,-51.72%
econometrics,Llama,Llama-2-7b-chat-hf,0.3333,0.2719,-18.42%,0.1862,0.0509,-72.65%
electrical_engineering,Llama,Llama-2-7b-chat-hf,0.3931,0.4069,+3.51%,0.1190,0.0787,-33.91%
elementary_mathematics,Llama,Llama-2-7b-chat-hf,0.2593,0.2566,-1.02%,0.2149,0.0528,-75.44%
formal_logic,Llama,Llama-2-7b-chat-hf,0.3016,0.3095,+2.63%,0.1647,0.0496,-69.87%
global_facts,Llama,Llama-2-7b-chat-hf,0.3900,0.3700,-5.13%,0.2091,0.0938,-55.14%
high_school_biology,Llama,Llama-2-7b-chat-hf,0.5129,0.5065,-1.26%,0.1743,0.0613,-64.86%
high_school_chemistry,Llama,Llama-2-7b-chat-hf,0.3695,0.3744,+1.33%,0.1743,0.0702,-59.75%
high_school_computer_science,Llama,Llama-2-7b-chat-hf,0.3700,0.3900,+5.41%,0.1201,0.0334,-72.17%
high_school_european_history,Llama,Llama-2-7b-chat-hf,0.5333,0.5394,+1.14%,0.1763,0.1310,-25.70%
high_school_geography,Llama,Llama-2-7b-chat-hf,0.5505,0.5707,+3.67%,0.1475,0.0932,-36.79%
high_school_government_and_politics,Llama,Llama-2-7b-chat-hf,0.5285,0.5699,+7.84%,0.1812,0.0640,-64.70%
high_school_macroeconomics,Llama,Llama-2-7b-chat-hf,0.3923,0.4487,+14.38%,0.1726,0.0105,-93.89%
high_school_mathematics,Llama,Llama-2-7b-chat-hf,0.2704,0.2370,-12.33%,0.2457,0.0289,-88.25%
high_school_microeconomics,Llama,Llama-2-7b-chat-hf,0.3782,0.4454,+17.78%,0.2061,0.0564,-72.65%
high_school_physics,Llama,Llama-2-7b-chat-hf,0.3444,0.3709,+7.69%,0.2093,0.0616,-70.56%
high_school_psychology,Llama,Llama-2-7b-chat-hf,0.5927,0.6202,+4.64%,0.1357,0.0640,-52.82%
high_school_statistics,Llama,Llama-2-7b-chat-hf,0.3194,0.3333,+4.35%,0.1771,0.1162,-34.39%
high_school_us_history,Llama,Llama-2-7b-chat-hf,0.4314,0.4510,+4.55%,0.1862,0.1343,-27.84%
high_school_world_history,Llama,Llama-2-7b-chat-hf,0.5148,0.5696,+10.66%,0.2385,0.1130,-52.62%
human_aging,Llama,Llama-2-7b-chat-hf,0.4843,0.4709,-2.78%,0.1357,0.0485,-64.27%
human_sexuality,Llama,Llama-2-7b-chat-hf,0.5420,0.5191,-4.23%,0.2027,0.1317,-35.03%
international_law,Llama,Llama-2-7b-chat-hf,0.5702,0.5785,+1.45%,0.3104,0.1702,-45.15%
jurisprudence,Llama,Llama-2-7b-chat-hf,0.4722,0.4815,+1.96%,0.1754,0.0941,-46.35%
logical_fallacies,Llama,Llama-2-7b-chat-hf,0.5583,0.5460,-2.20%,0.1614,0.1054,-34.69%
machine_learning,Llama,Llama-2-7b-chat-hf,0.3393,0.3839,+13.16%,0.1233,0.1069,-13.33%
management,Llama,Llama-2-7b-chat-hf,0.4757,0.5437,+14.29%,0.1607,0.0714,-55.59%
marketing,Llama,Llama-2-7b-chat-hf,0.6795,0.6966,+2.52%,0.0826,0.0586,-29.03%
medical_genetics,Llama,Llama-2-7b-chat-hf,0.4300,0.4400,+2.33%,0.0246,0.1144,+364.58%
miscellaneous,Llama,Llama-2-7b-chat-hf,0.6117,0.6271,+2.51%,0.0909,0.0392,-56.89%
moral_disputes,Llama,Llama-2-7b-chat-hf,0.4855,0.4884,+0.60%,0.1018,0.0746,-26.73%
moral_scenarios,Llama,Llama-2-7b-chat-hf,0.2425,0.2804,+15.67%,0.4330,0.0467,-89.22%
nutrition,Llama,Llama-2-7b-chat-hf,0.4869,0.4935,+1.34%,0.1353,0.0408,-69.81%
philosophy,Llama,Llama-2-7b-chat-hf,0.4469,0.4630,+3.60%,0.1363,0.0988,-27.50%
prehistory,Llama,Llama-2-7b-chat-hf,0.5401,0.5432,+0.57%,0.1172,0.0762,-35.03%
professional_accounting,Llama,Llama-2-7b-chat-hf,0.3369,0.3475,+3.16%,0.1232,0.0599,-51.39%
professional_law,Llama,Llama-2-7b-chat-hf,0.3585,0.3625,+1.09%,0.1494,0.0769,-48.54%
professional_medicine,Llama,Llama-2-7b-chat-hf,0.4412,0.4338,-1.67%,0.1990,0.0397,-80.05%
professional_psychology,Llama,Llama-2-7b-chat-hf,0.4052,0.4101,+1.21%,0.1531,0.0602,-60.66%
public_relations,Llama,Llama-2-7b-chat-hf,0.5545,0.5545,+0.00%,0.2225,0.1458,-34.45%
security_studies,Llama,Llama-2-7b-chat-hf,0.4571,0.4857,+6.25%,0.1091,0.0527,-51.71%
sociology,Llama,Llama-2-7b-chat-hf,0.5821,0.6119,+5.13%,0.1059,0.0439,-58.56%
us_foreign_policy,Llama,Llama-2-7b-chat-hf,0.6000,0.6300,+5.00%,0.1316,0.0817,-37.90%
virology,Llama,Llama-2-7b-chat-hf,0.4277,0.4398,+2.82%,0.2061,0.1407,-31.72%
world_religions,Llama,Llama-2-7b-chat-hf,0.6784,0.6784,+0.00%,0.1856,0.0731,-60.61%
abstract_algebra,Llama,Llama-2-7b-hf,0.2300,0.2400,+4.35%,0.4013,0.0338,-91.57%
anatomy,Llama,Llama-2-7b-hf,0.2741,0.3556,+29.73%,0.3927,0.0443,-88.72%
astronomy,Llama,Llama-2-7b-hf,0.2303,0.2566,+11.43%,0.3085,0.0702,-77.26%
business_ethics,Llama,Llama-2-7b-hf,0.3800,0.3100,-18.42%,0.2402,0.0391,-83.71%
clinical_knowledge,Llama,Llama-2-7b-hf,0.2566,0.3094,+20.59%,0.3334,0.0781,-76.58%
college_biology,Llama,Llama-2-7b-hf,0.2500,0.2708,+8.33%,0.2678,0.1058,-60.48%
college_chemistry,Llama,Llama-2-7b-hf,0.1900,0.2900,+52.63%,0.3028,0.0684,-77.43%
college_computer_science,Llama,Llama-2-7b-hf,0.2600,0.2300,-11.54%,0.3426,0.0678,-80.21%
college_mathematics,Llama,Llama-2-7b-hf,0.2700,0.2600,-3.70%,0.2958,0.0638,-78.42%
college_medicine,Llama,Llama-2-7b-hf,0.2601,0.3064,+17.78%,0.3328,0.0892,-73.21%
college_physics,Llama,Llama-2-7b-hf,0.2255,0.2745,+21.74%,0.3836,0.0822,-78.56%
computer_security,Llama,Llama-2-7b-hf,0.3200,0.3800,+18.75%,0.2971,0.0444,-85.04%
conceptual_physics,Llama,Llama-2-7b-hf,0.2383,0.2596,+8.93%,0.2629,0.0295,-88.78%
econometrics,Llama,Llama-2-7b-hf,0.1930,0.2193,+13.64%,0.2322,0.0671,-71.11%
electrical_engineering,Llama,Llama-2-7b-hf,0.2345,0.2690,+14.71%,0.3256,0.0487,-85.05%
elementary_mathematics,Llama,Llama-2-7b-hf,0.2222,0.3175,+42.86%,0.3149,0.0203,-93.56%
formal_logic,Llama,Llama-2-7b-hf,0.2619,0.3095,+18.18%,0.2341,0.0545,-76.73%
global_facts,Llama,Llama-2-7b-hf,0.2400,0.2500,+4.17%,0.0971,0.0666,-31.38%
high_school_biology,Llama,Llama-2-7b-hf,0.2355,0.3032,+28.77%,0.2605,0.0672,-74.19%
high_school_chemistry,Llama,Llama-2-7b-hf,0.1921,0.3005,+56.41%,0.3799,0.1117,-70.59%
high_school_computer_science,Llama,Llama-2-7b-hf,0.2800,0.2800,+0.00%,0.3510,0.0806,-77.04%
high_school_european_history,Llama,Llama-2-7b-hf,0.2909,0.3455,+18.75%,0.0800,0.0279,-65.12%
high_school_geography,Llama,Llama-2-7b-hf,0.2929,0.3434,+17.24%,0.1745,0.0495,-71.61%
high_school_government_and_politics,Llama,Llama-2-7b-hf,0.3264,0.3109,-4.76%,0.2577,0.0234,-90.91%
high_school_macroeconomics,Llama,Llama-2-7b-hf,0.3103,0.3256,+4.96%,0.2129,0.0401,-81.15%
high_school_mathematics,Llama,Llama-2-7b-hf,0.2222,0.2333,+5.00%,0.2314,0.0552,-76.16%
high_school_microeconomics,Llama,Llama-2-7b-hf,0.3025,0.3487,+15.28%,0.2213,0.0117,-94.72%
high_school_physics,Llama,Llama-2-7b-hf,0.2053,0.2848,+38.71%,0.3631,0.0750,-79.34%
high_school_psychology,Llama,Llama-2-7b-hf,0.2899,0.3523,+21.52%,0.3117,0.0554,-82.23%
high_school_statistics,Llama,Llama-2-7b-hf,0.2269,0.3194,+40.82%,0.3184,0.0345,-89.18%
high_school_us_history,Llama,Llama-2-7b-hf,0.3284,0.3284,+0.00%,0.1637,0.0514,-68.58%
high_school_world_history,Llama,Llama-2-7b-hf,0.2911,0.3249,+11.59%,0.1144,0.0427,-62.66%
human_aging,Llama,Llama-2-7b-hf,0.2870,0.2960,+3.13%,0.2518,0.0550,-78.17%
human_sexuality,Llama,Llama-2-7b-hf,0.3206,0.2748,-14.29%,0.3113,0.0557,-82.12%
international_law,Llama,Llama-2-7b-hf,0.3471,0.3884,+11.90%,0.3057,0.0790,-74.15%
jurisprudence,Llama,Llama-2-7b-hf,0.2963,0.3333,+12.50%,0.2437,0.0410,-83.20%
logical_fallacies,Llama,Llama-2-7b-hf,0.2393,0.3190,+33.33%,0.3526,0.0814,-76.92%
machine_learning,Llama,Llama-2-7b-hf,0.2321,0.2768,+19.23%,0.2042,0.0864,-57.71%
management,Llama,Llama-2-7b-hf,0.2621,0.3689,+40.74%,0.2437,0.1261,-48.27%
marketing,Llama,Llama-2-7b-hf,0.3675,0.3803,+3.49%,0.1763,0.0553,-68.63%
medical_genetics,Llama,Llama-2-7b-hf,0.2900,0.3200,+10.34%,0.3573,0.1303,-63.52%
miscellaneous,Llama,Llama-2-7b-hf,0.3142,0.3589,+14.23%,0.2824,0.0393,-86.07%
moral_disputes,Llama,Llama-2-7b-hf,0.3092,0.3150,+1.87%,0.2512,0.1062,-57.70%
moral_scenarios,Llama,Llama-2-7b-hf,0.2425,0.2715,+11.98%,0.4304,0.0768,-82.15%
nutrition,Llama,Llama-2-7b-hf,0.2680,0.2974,+10.98%,0.2877,0.0448,-84.43%
philosophy,Llama,Llama-2-7b-hf,0.2412,0.2958,+22.67%,0.3595,0.0368,-89.76%
prehistory,Llama,Llama-2-7b-hf,0.3148,0.3611,+14.71%,0.2838,0.0464,-83.64%
professional_accounting,Llama,Llama-2-7b-hf,0.3298,0.3121,-5.38%,0.1080,0.0874,-19.11%
professional_law,Llama,Llama-2-7b-hf,0.2894,0.2940,+1.58%,0.1957,0.0657,-66.44%
professional_medicine,Llama,Llama-2-7b-hf,0.2022,0.2574,+27.27%,0.2751,0.0556,-79.78%
professional_psychology,Llama,Llama-2-7b-hf,0.2925,0.3105,+6.15%,0.2614,0.0271,-89.62%
public_relations,Llama,Llama-2-7b-hf,0.2545,0.2818,+10.71%,0.2625,0.0586,-77.66%
security_studies,Llama,Llama-2-7b-hf,0.2531,0.3224,+27.42%,0.2823,0.0591,-79.06%
sociology,Llama,Llama-2-7b-hf,0.3532,0.3433,-2.82%,0.2325,0.0636,-72.63%
us_foreign_policy,Llama,Llama-2-7b-hf,0.4000,0.4700,+17.50%,0.2107,0.0985,-53.25%
virology,Llama,Llama-2-7b-hf,0.2892,0.3253,+12.50%,0.2919,0.0741,-74.63%
world_religions,Llama,Llama-2-7b-hf,0.4444,0.4503,+1.32%,0.2640,0.0358,-86.45%
abstract_algebra,MPT,mpt-30b,0.2300,0.2200,-4.35%,0.3264,0.0860,-73.64%
anatomy,MPT,mpt-30b,0.4148,0.4815,+16.07%,0.1435,0.0384,-73.25%
astronomy,MPT,mpt-30b,0.4079,0.3882,-4.84%,0.1057,0.0233,-77.92%
business_ethics,MPT,mpt-30b,0.4200,0.3700,-11.90%,0.2170,0.0871,-59.87%
clinical_knowledge,MPT,mpt-30b,0.3887,0.4377,+12.62%,0.1958,0.0539,-72.47%
college_biology,MPT,mpt-30b,0.3681,0.3819,+3.77%,0.1710,0.0625,-63.42%
college_chemistry,MPT,mpt-30b,0.3400,0.3100,-8.82%,0.1796,0.0945,-47.39%
college_computer_science,MPT,mpt-30b,0.3600,0.3400,-5.56%,0.2257,0.1111,-50.79%
college_mathematics,MPT,mpt-30b,0.3100,0.3300,+6.45%,0.2415,0.1249,-48.27%
college_medicine,MPT,mpt-30b,0.3699,0.3468,-6.25%,0.1893,0.0562,-70.29%
college_physics,MPT,mpt-30b,0.1863,0.1961,+5.26%,0.1101,0.0507,-53.95%
computer_security,MPT,mpt-30b,0.4100,0.4200,+2.44%,0.1605,0.0610,-61.96%
conceptual_physics,MPT,mpt-30b,0.2936,0.3149,+7.25%,0.1245,0.0764,-38.65%
econometrics,MPT,mpt-30b,0.2807,0.2632,-6.25%,0.1969,0.1180,-40.09%
electrical_engineering,MPT,mpt-30b,0.3793,0.4759,+25.45%,0.1526,0.1095,-28.24%
elementary_mathematics,MPT,mpt-30b,0.2302,0.2593,+12.64%,0.2294,0.0938,-59.13%
formal_logic,MPT,mpt-30b,0.2778,0.2460,-11.43%,0.3412,0.0469,-86.26%
global_facts,MPT,mpt-30b,0.2600,0.2200,-15.38%,0.1099,0.0909,-17.32%
high_school_biology,MPT,mpt-30b,0.4226,0.4097,-3.05%,0.1548,0.0566,-63.46%
high_school_chemistry,MPT,mpt-30b,0.3005,0.2956,-1.64%,0.2120,0.0604,-71.49%
high_school_computer_science,MPT,mpt-30b,0.3600,0.3300,-8.33%,0.1481,0.1073,-27.53%
high_school_european_history,MPT,mpt-30b,0.3758,0.3455,-8.06%,0.0436,0.0641,+47.11%
high_school_geography,MPT,mpt-30b,0.4646,0.4596,-1.09%,0.1925,0.0996,-48.28%
high_school_government_and_politics,MPT,mpt-30b,0.4301,0.4352,+1.20%,0.1393,0.1219,-12.48%
high_school_macroeconomics,MPT,mpt-30b,0.3282,0.3641,+10.94%,0.2667,0.0539,-79.78%
high_school_mathematics,MPT,mpt-30b,0.2259,0.2778,+22.95%,0.3148,0.0430,-86.35%
high_school_microeconomics,MPT,mpt-30b,0.2731,0.2773,+1.54%,0.2415,0.0471,-80.50%
high_school_physics,MPT,mpt-30b,0.2914,0.2980,+2.27%,0.2373,0.1354,-42.95%
high_school_psychology,MPT,mpt-30b,0.4477,0.4661,+4.10%,0.1037,0.0269,-74.06%
high_school_statistics,MPT,mpt-30b,0.2963,0.2454,-17.19%,0.2619,0.0569,-78.28%
high_school_us_history,MPT,mpt-30b,0.3676,0.4559,+24.00%,0.1080,0.0900,-16.66%
high_school_world_history,MPT,mpt-30b,0.4895,0.4979,+1.72%,0.0460,0.0669,+45.37%
human_aging,MPT,mpt-30b,0.3408,0.3453,+1.32%,0.0393,0.0488,+24.19%
human_sexuality,MPT,mpt-30b,0.4275,0.4733,+10.71%,0.1273,0.0582,-54.30%
international_law,MPT,mpt-30b,0.5289,0.5372,+1.56%,0.2881,0.2203,-23.56%
jurisprudence,MPT,mpt-30b,0.3611,0.3796,+5.13%,0.1135,0.0707,-37.74%
logical_fallacies,MPT,mpt-30b,0.3436,0.3988,+16.07%,0.1164,0.0952,-18.23%
machine_learning,MPT,mpt-30b,0.3482,0.2232,-35.90%,0.2698,0.0422,-84.37%
management,MPT,mpt-30b,0.4078,0.4757,+16.67%,0.1206,0.0217,-82.03%
marketing,MPT,mpt-30b,0.5171,0.5171,+0.00%,0.1641,0.0730,-55.50%
medical_genetics,MPT,mpt-30b,0.4800,0.4900,+2.08%,0.2131,0.0359,-83.13%
